# ----------------------------------------
# 보고서 CSV 내보내기
# 계정: skinno global
# 속성: skinno 글로벌 - GA4
# ----------------------------------------
# 
# 모든 사용자
# 시작일: 20240729
# 종료일: 20240804
페이지 경로 및 화면 클래스,조회수,세션수,사용자,사용자당 조회수,평균 참여 시간,이벤트 수,주요 이벤트,총 수익
/global/archives/18546,306,300,225,1.36,43.16444444444444,1240,0,0
/global/,270,222,159,1.6981132075471699,18.48427672955975,1113,0,0
/global/archives/category/press-room/financial-results,220,109,81,2.7160493827160495,32.617283950617285,854,0,0
/global/latestnews,204,187,137,1.489051094890511,25.226277372262775,774,0,0
/global/archives/18608,190,167,130,1.4615384615384615,41.56923076923077,742,0,0
/global/archives/category/press-room/press-release,135,124,100,1.35,14.56,535,0,0
/global/sustainability-report,105,95,93,1.1290322580645162,3.5806451612903225,397,0,0
/global/archives/18065,72,68,49,1.469387755102041,52.93877551020408,303,0,0
/global/archives/17426,60,55,46,1.3043478260869565,23.956521739130434,260,0,0
/global/archives/category/corporates,48,38,35,1.3714285714285714,16.857142857142858,187,0,0
/global/archives/category/press-room,48,38,31,1.5483870967741935,13.612903225806452,185,0,0
/global/archives/category/corporates/sk-on,47,39,32,1.46875,32.375,195,0,0
/global/archives/category/corporates/sk-enterm,36,26,23,1.565217391304348,9.173913043478262,142,0,0
/global/archives/18478,34,35,30,1.1333333333333333,40.733333333333334,142,0,0
/global/archives/category/corporates/sk-innovation,34,28,28,1.2142857142857142,18.535714285714285,126,0,0
/global/archives/9910,33,33,27,1.2222222222222223,33.55555555555556,143,0,0
/global/archives/18283,31,28,21,1.4761904761904763,38.142857142857146,122,0,0
/global/archives/15374,28,27,21,1.3333333333333333,76.04761904761905,130,0,0
/global/archives/16463,26,27,22,1.1818181818181819,18,115,0,0
/global/archives/18571,26,31,25,1.04,50.28,109,0,0
/global/archives/category/corporates/sk-enmove,26,24,20,1.3,33.3,102,0,0
/global/archives/17499,25,26,20,1.25,76.85,115,0,0
/global/archives/18388,25,29,21,1.1904761904761905,19.333333333333332,95,0,0
/global/archives/15490,24,24,23,1.0434782608695652,38.73913043478261,109,0,0
/global/archives/18421,24,20,17,1.411764705882353,17.352941176470587,94,0,0
/global/archives/category/insight,24,20,20,1.2,9.95,94,0,0
/global/archives/15664,23,20,19,1.2105263157894737,24.157894736842106,90,0,0
/global/archives/15687,22,20,15,1.4666666666666666,16.466666666666665,87,0,0
/global/archives/16532,22,27,19,1.1578947368421053,36.26315789473684,94,0,0
/global/archives/category/people,22,19,19,1.1578947368421053,7.526315789473684,91,0,0
/global/archives/18140,21,20,10,2.1,11.2,70,0,0
/global/archives/3820,21,19,18,1.1666666666666667,43.94444444444444,89,0,0
/global/archives/6216,19,20,16,1.1875,35.25,88,0,0
/global/archives/9548,19,21,19,1,7.315789473684211,88,0,0
/global/archives/18436,18,20,15,1.2,8.466666666666667,75,0,0
/global/archives/9740,18,14,11,1.6363636363636365,260,80,0,0
/global/archives/category/corporates/sk-energy,18,14,14,1.2857142857142858,15.857142857142858,73,0,0
/global/archives/category/insight/trend_report,18,15,11,1.6363636363636365,17.454545454545453,71,0,0
/global/terms-and-conditions,18,13,8,2.25,69.875,69,0,0
/global/archives/17216,17,20,16,1.0625,65.375,83,0,0
/global/archives/18107,17,16,15,1.1333333333333333,105.46666666666667,85,0,0
/global/archives/category/corporates/sk-rading-international,17,14,13,1.3076923076923077,9.307692307692308,64,0,0
/global/archives/14491,16,19,15,1.0666666666666667,40.333333333333336,71,0,0
/global/archives/10774,15,14,12,1.25,41.583333333333336,60,0,0
/global/archives/15259,15,14,10,1.5,37,64,0,0
/global/archives/16834,15,15,13,1.1538461538461537,16.384615384615383,72,0,0
/global/archives/18361,15,13,12,1.25,43.416666666666664,60,0,0
/global/archives/category/corporates/sk-incheon-petrochem,15,14,12,1.25,4.166666666666667,60,0,0
/global/archives/12022,14,15,14,1,9.714285714285714,64,0,0
/global/archives/18332,14,15,9,1.5555555555555556,93,63,0,0
/global/archives/18445,14,15,13,1.0769230769230769,64.61538461538461,65,0,0
/global/archives/category/press-room/issue-fact,14,14,12,1.1666666666666667,11.25,58,0,0
/global/archives/7445,13,12,11,1.1818181818181819,117.27272727272727,56,0,0
/global/archives/category/people/inno-people,13,12,12,1.0833333333333333,21.5,52,0,0
/global/archives/15937,12,12,12,1,49.75,53,0,0
/global/archives/822,12,11,9,1.3333333333333333,87.22222222222223,50,0,0
/global/archives/category/corporates/sk-earthon,12,10,9,1.3333333333333333,6.222222222222222,48,0,0
/global/archives/category/corporates/sk-geo-centric,12,11,10,1.2,18.1,46,0,0
/global/archives/13780,11,12,11,1,16.818181818181817,51,0,0
/global/archives/14634,11,13,11,1,47.09090909090909,55,0,0
/global/archives/17313,11,11,10,1.1,22.8,44,0,0
/global/archives/17817,11,11,8,1.375,41.875,49,0,0
/global/archives/17965,11,11,7,1.5714285714285714,6.428571428571429,36,0,0
/global/archives/9668,11,10,10,1.1,32.6,44,0,0
/global/privacy-policy,11,11,8,1.375,23.125,45,0,0
/global/archives/11087,10,10,8,1.25,22.625,50,0,0
/global/archives/13521,10,12,10,1,32.4,46,0,0
/global/archives/16060,10,10,9,1.1111111111111112,25.444444444444443,48,0,0
/global/archives/17446,10,10,7,1.4285714285714286,44,42,0,0
/global/archives/17595,10,9,8,1.25,27.5,37,0,0
/global/archives/6313,10,10,8,1.25,29.25,39,0,0
/global/archives/12008,9,7,6,1.5,37.166666666666664,39,0,0
/global/archives/1399,9,10,8,1.125,51.375,40,0,0
/global/archives/15462,9,10,8,1.125,51.125,34,0,0
/global/archives/18301,9,9,8,1.125,21.25,37,0,0
/global/archives/18374,9,10,9,1,94.11111111111111,36,0,0
/global/archives/3962,9,9,8,1.125,45.625,42,0,0
/global/archives/category/corporates/sk-ie-technology,9,9,8,1.125,1.375,35,0,0
/global/archives/14226,8,8,8,1,49,38,0,0
/global/archives/14243,8,7,7,1.1428571428571428,28.714285714285715,27,0,0
/global/archives/15574,8,7,5,1.6,29.2,35,0,0
/global/archives/16787,8,10,8,1,20.375,36,0,0
/global/archives/16970,8,8,7,1.1428571428571428,5.142857142857143,35,0,0
/global/archives/17047,8,11,7,1.1428571428571428,18,42,0,0
/global/archives/17356,8,7,7,1.1428571428571428,28,35,0,0
/global/archives/17569,8,11,8,1,15.75,37,0,0
/global/archives/18500,8,9,7,1.1428571428571428,22,31,0,0
/global/archives/category/corporate/sk-energy,8,7,7,1.1428571428571428,8.428571428571429,35,0,0
/global/archives/10939,7,9,7,1,55.42857142857143,31,0,0
/global/archives/10985,7,5,5,1.4,105.6,33,0,0
/global/archives/11807,7,6,5,1.4,332.6,33,0,0
/global/archives/11853,7,8,7,1,15.428571428571429,28,0,0
/global/archives/12106,7,8,7,1,169.57142857142858,32,0,0
/global/archives/12306,7,7,6,1.1666666666666667,25.833333333333332,30,0,0
/global/archives/13443,7,2,2,3.5,74,21,0,0
/global/archives/14065,7,3,3,2.3333333333333335,63,29,0,0
/global/archives/15204,7,7,7,1,8,27,0,0
/global/archives/15985,7,6,6,1.1666666666666667,18.5,32,0,0
/global/archives/16286,7,7,4,1.75,13,31,0,0
/global/archives/16376,7,8,6,1.1666666666666667,16.5,30,0,0
/global/archives/16448,7,6,6,1.1666666666666667,39.833333333333336,27,0,0
/global/archives/17460,7,7,7,1,15.285714285714286,33,0,0
/global/archives/17844,7,5,3,2.3333333333333335,49.333333333333336,26,0,0
/global/archives/17989,7,8,7,1,9.428571428571429,28,0,0
