# ----------------------------------------
# 보고서 CSV 내보내기
# 계정: skinno global
# 속성: skinno 글로벌 - GA4
# ----------------------------------------
# 
# 모든 사용자
# 시작일: 20240729
# 종료일: 20240804
페이지 경로 및 화면 클래스,국가,조회수,세션수,사용자,사용자당 조회수,평균 참여 시간,이벤트 수,주요 이벤트,총 수익
/global/sustainability-report,Norway,87,82,82,1.0609756097560976,1.5365853658536586,319,0,0
/global/,South Korea,83,72,41,2.024390243902439,10.609756097560975,346,0,0
/global/archives/18546,South Korea,61,48,33,1.8484848484848484,38.303030303030305,224,0,0
/global/latestnews,China,55,66,66,0.8333333333333334,23.257575757575758,228,0,0
/global/archives/18546,United States,54,52,50,1.08,19.24,231,0,0
/global/archives/category/press-room/press-release,France,54,54,54,1,0.9259259259259259,216,0,0
/global/archives/18546,Singapore,50,47,31,1.6129032258064515,112.64516129032258,193,0,0
/global/archives/category/press-room/financial-results,India,41,20,16,2.5625,30.75,162,0,0
/global/,China,31,23,15,2.066666666666667,28.866666666666667,107,0,0
/global/,Japan,31,25,21,1.4761904761904763,24.952380952380953,135,0,0
/global/archives/category/press-room/financial-results,China,28,7,6,4.666666666666667,41.333333333333336,94,0,0
/global/archives/category/press-room/financial-results,Japan,26,16,7,3.7142857142857144,32.714285714285715,100,0,0
/global/latestnews,Germany,26,25,3,8.666666666666666,21.333333333333332,65,0,0
/global/,Hong Kong,25,10,6,4.166666666666667,97.33333333333333,106,0,0
/global/archives/18608,South Korea,24,21,18,1.3333333333333333,13.944444444444445,97,0,0
/global/,United Kingdom,23,23,23,1,1.2608695652173914,96,0,0
/global/archives/18546,Japan,23,23,16,1.4375,37.3125,93,0,0
/global/latestnews,South Korea,23,20,9,2.5555555555555554,20.77777777777778,92,0,0
/global/archives/18608,United States,22,22,20,1.1,20.1,90,0,0
/global/archives/18608,China,21,14,12,1.75,44.083333333333336,69,0,0
/global/archives/9910,Malaysia,21,23,19,1.105263157894737,37.73684210526316,98,0,0
/global/,Singapore,19,16,12,1.5833333333333333,11,76,0,0
/global/archives/17426,India,19,16,13,1.4615384615384615,25.76923076923077,81,0,0
/global/archives/18608,India,19,21,11,1.7272727272727273,28.454545454545453,75,0,0
/global/archives/18546,Hong Kong,18,21,12,1.5,45.333333333333336,83,0,0
/global/latestnews,United States,18,14,8,2.25,33,63,0,0
/global/archives/18608,Japan,16,10,6,2.6666666666666665,76.83333333333333,64,0,0
/global/archives/category/press-room/financial-results,Singapore,16,11,10,1.6,16.5,64,0,0
/global/archives/18140,India,15,13,4,3.75,0,44,0,0
/global/archives/category/press-room/financial-results,South Korea,15,8,7,2.142857142857143,14,57,0,0
/global/archives/category/press-room/financial-results,United States,15,10,9,1.6666666666666667,16.77777777777778,66,0,0
/global/archives/category/press-room/press-release,Japan,15,13,7,2.142857142857143,34,56,0,0
/global/archives/18546,India,14,15,12,1.1666666666666667,28.25,57,0,0
/global/archives/18608,Hong Kong,14,10,8,1.75,51.875,52,0,0
/global/archives/18608,Hungary,14,14,11,1.2727272727272727,64.63636363636364,58,0,0
/global/archives/18608,United Kingdom,14,9,8,1.75,63.375,52,0,0
/global/archives/category/corporates/sk-enterm,Singapore,14,9,8,1.75,8.75,54,0,0
/global/archives/category/press-room,South Korea,14,6,5,2.8,11.4,53,0,0
/global/archives/category/press-room/financial-results,Taiwan,14,5,3,4.666666666666667,84.66666666666667,55,0,0
/global/archives/category/press-room/press-release,India,14,14,8,1.75,21.25,57,0,0
/global/terms-and-conditions,South Korea,14,10,5,2.8,108.4,55,0,0
/global/archives/15687,India,13,11,8,1.625,14.125,47,0,0
/global/archives/18065,India,13,16,11,1.1818181818181819,18.272727272727273,61,0,0
/global/archives/9548,South Korea,13,15,13,1,5.3076923076923075,60,0,0
/global/,India,12,10,8,1.5,16.625,44,0,0
/global/archives/18546,United Kingdom,12,16,8,1.5,3.25,52,0,0
/global/archives/category/corporates/sk-on,India,12,8,4,3,16.25,48,0,0
/global/latestnews,Poland,12,12,9,1.3333333333333333,9.11111111111111,50,0,0
/global/archives/16463,United States,11,11,10,1.1,23.3,55,0,0
/global/archives/18065,Hungary,11,7,5,2.2,166.4,49,0,0
/global/archives/18478,South Korea,11,10,8,1.375,93.375,43,0,0
/global/archives/18332,South Korea,10,11,5,2,66.4,45,0,0
/global/archives/18546,Hungary,10,8,7,1.4285714285714286,52.285714285714285,35,0,0
/global/archives/18608,Singapore,10,10,8,1.25,40,39,0,0
/global/archives/category/press-room/financial-results,United Kingdom,10,5,4,2.5,25.5,39,0,0
/global/latestnews,France,10,7,5,2,20.6,40,0,0
/global/,Norway,9,9,9,1,5.888888888888889,38,0,0
/global/archives/17313,United States,9,9,8,1.125,0,35,0,0
/global/archives/17426,South Korea,9,7,6,1.5,4,32,0,0
/global/archives/18065,China,9,7,4,2.25,229.75,29,0,0
/global/archives/18283,United States,9,10,8,1.125,54.5,38,0,0
/global/archives/18436,South Korea,9,10,6,1.5,5.166666666666667,36,0,0
/global/archives/18546,Australia,9,10,8,1.125,22,41,0,0
/global/archives/category/insight/trend_report,South Korea,9,7,3,3,28.666666666666668,36,0,0
/global/archives/category/press-room/financial-results,Hong Kong,9,4,3,3,35.333333333333336,37,0,0
/global/privacy-policy,South Korea,9,9,6,1.5,30.833333333333332,36,0,0
/global/archives/15374,Malaysia,8,8,5,1.6,79.8,41,0,0
/global/archives/18283,Hong Kong,8,5,4,2,38,30,0,0
/global/archives/18571,United Kingdom,8,11,8,1,13.125,38,0,0
/global/archives/category/corporates,Norway,8,8,8,1,2.75,33,0,0
/global/archives/category/corporates,Singapore,8,4,4,2,43.5,32,0,0
/global/archives/category/corporates/sk-on,Japan,8,5,4,2,52.5,35,0,0
/global/archives/category/insight,Norway,8,8,8,1,2.5,34,0,0
