# ----------------------------------------
# 보고서 CSV 내보내기
# 계정: skinno global
# 속성: skinno 글로벌 - GA4
# ----------------------------------------
# 
# 모든 사용자
# 시작일: 20240729
# 종료일: 20240804
페이지 경로 및 화면 클래스,세션 소스,조회수,세션수,사용자,사용자당 조회수,평균 참여 시간,이벤트 수,주요 이벤트,총 수익
/global/latestnews,(direct),140,124,103,1.3592233009708738,23.49514563106796,548,0,0
/global/archives/category/press-room/financial-results,google,133,67,53,2.509433962264151,35.113207547169814,533,0,0
/global/archives/18546,google,128,132,89,1.4382022471910112,56.1123595505618,533,0,0
/global/archives/18546,(direct),108,101,88,1.2272727272727273,24.90909090909091,426,0,0
/global/,google,92,77,45,2.0444444444444443,15.733333333333333,374,0,0
/global/archives/category/press-room/press-release,(direct),90,87,70,1.2857142857142858,6.228571428571429,360,0,0
/global/sustainability-report,(direct),87,82,82,1.0609756097560976,1.3902439024390243,318,0,0
/global/,(direct),80,77,64,1.25,9.9375,333,0,0
/global/archives/18608,(direct),69,67,53,1.3018867924528301,46.60377358490566,265,0,0
/global/archives/18608,google,55,39,27,2.037037037037037,61.22222222222222,204,0,0
/global/archives/category/press-room/financial-results,(direct),52,31,18,2.888888888888889,23.666666666666668,195,0,0
/global/latestnews,google,50,41,13,3.8461538461538463,36.38461538461539,161,0,0
/global/,skinnovation.com,45,27,20,2.25,42.95,192,0,0
/global/archives/18065,google,44,44,32,1.375,51.40625,184,0,0
/global/archives/17426,google,35,36,32,1.09375,26,167,0,0
/global/archives/category/press-room/press-release,google,28,26,22,1.2727272727272727,28.954545454545453,110,0,0
/global/archives/18608,linkedin.com,27,28,27,1,23.296296296296298,120,0,0
/global/archives/category/press-room/financial-results,eng.sk-on.com,26,4,4,6.5,63.5,93,0,0
/global/,eng.sk-on.com,25,15,11,2.272727272727273,35.09090909090909,97,0,0
/global/archives/9910,google,23,24,20,1.15,35.3,103,0,0
/global/archives/category/corporates,google,23,17,16,1.4375,15.6875,90,0,0
/global/archives/category/corporates/sk-on,google,23,21,17,1.3529411764705883,40.64705882352941,99,0,0
/global/archives/category/corporates/sk-enterm,google,22,13,12,1.8333333333333333,11.75,91,0,0
/global/archives/15490,google,21,21,20,1.05,41,97,0,0
/global/archives/16463,google,21,21,17,1.2352941176470589,21.823529411764707,92,0,0
/global/archives/15374,google,20,20,16,1.25,79.5625,96,0,0
/global/archives/category/corporates/sk-innovation,google,20,15,15,1.3333333333333333,25.066666666666666,71,0,0
/global/archives/15687,google,19,17,13,1.4615384615384615,12.076923076923077,74,0,0
/global/archives/17426,(direct),18,13,10,1.8,17.6,66,0,0
/global/archives/18065,(direct),18,14,12,1.5,65.16666666666667,77,0,0
/global/archives/18140,google,18,16,7,2.5714285714285716,15.857142857142858,55,0,0
/global/archives/category/press-room,google,18,10,8,2.25,12.875,64,0,0
/global/archives/18421,(direct),17,14,11,1.5454545454545454,18.90909090909091,66,0,0
/global/archives/18546,linkedin.com,17,18,17,1,25.352941176470587,78,0,0
/global/archives/18546,skinnovation.com,17,17,10,1.7,34.1,57,0,0
/global/archives/18283,google,16,16,12,1.3333333333333333,44.083333333333336,67,0,0
/global/archives/18571,(direct),16,18,15,1.0666666666666667,69.26666666666667,67,0,0
/global/archives/18478,(direct),15,16,14,1.0714285714285714,63.42857142857143,60,0,0
