# ----------------------------------------
# 보고서 CSV 내보내기
# 계정: skinno global
# 속성: skinno 글로벌 - GA4
# ----------------------------------------
# 
# 모든 사용자
# 시작일: 20240902
# 종료일: 20240908
페이지 경로 및 화면 클래스,조회수,세션수,활성 사용자,활성 사용자당 조회수,활성 사용자당 평균 참여 시간,이벤트 수,주요 이벤트,총 수익
/global/,237,176,141,1.6808510638297873,22.347517730496453,1004,0,0
/global/latestnews,206,199,150,1.3733333333333333,21.22,789,0,0
/global/archives/18546,103,111,74,1.3918918918918919,47.770270270270274,454,0,0
/global/archives/18770,88,90,64,1.375,48.265625,352,0,0
/global/archives/category/press-room/press-release,67,55,45,1.488888888888889,31.6,263,0,0
/global/archives/category/press-room/financial-results,61,31,24,2.5416666666666665,29.375,230,0,0
/global/archives/17426,59,51,37,1.5945945945945945,71.16216216216216,252,0,0
/global/archives/18608,56,49,32,1.75,46.75,224,0,0
/global/archives/18989,53,55,45,1.1777777777777778,85.82222222222222,225,0,0
/global/archives/18107,42,39,38,1.105263157894737,102.23684210526316,204,0,0
/global/archives/6216,42,43,28,1.5,29.714285714285715,185,0,0
/global/archives/category/corporates/sk-innovation,38,32,28,1.3571428571428572,14.892857142857142,145,0,0
/global/archives/18659,35,34,25,1.4,14.88,132,0,0
/global/archives/category/press-room,35,24,17,2.0588235294117645,31.11764705882353,129,0,0
/global/archives/9910,33,42,26,1.2692307692307692,68,164,0,0
/global/archives/category/corporates/sk-on,32,29,22,1.4545454545454546,45.86363636363637,120,0,0
/global/archives/15490,30,29,19,1.5789473684210527,69.36842105263158,129,0,0
/global/archives/16463,30,24,18,1.6666666666666667,14.11111111111111,128,0,0
/global/archives/category/corporates,29,24,19,1.5263157894736843,20.63157894736842,110,0,0
/global/archives/16532,26,21,18,1.4444444444444444,64.44444444444444,107,0,0
/global/archives/15374,24,24,19,1.263157894736842,19.94736842105263,104,0,0
/global/archives/17990,24,21,19,1.263157894736842,44.21052631578947,102,0,0
/global/archives/14491,23,27,20,1.15,25.65,108,0,0
/global/archives/16060,22,22,14,1.5714285714285714,28,90,0,0
/global/archives/18283,22,23,22,1,34,97,0,0
/global/archives/18690,22,17,16,1.375,15.5,84,0,0
/global/archives/17216,21,24,19,1.105263157894737,37.78947368421053,96,0,0
