# ----------------------------------------
# 보고서 CSV 내보내기
# 계정: skinno global
# 속성: skinno 글로벌 - GA4
# ----------------------------------------
# 
# 모든 사용자
# 시작일: 20240902
# 종료일: 20240908
페이지 경로 및 화면 클래스,세션 소스,조회수,세션수,활성 사용자,활성 사용자당 조회수,활성 사용자당 평균 참여 시간,이벤트 수,주요 이벤트,총 수익
/global/latestnews,(direct),139,139,124,1.1209677419354838,19.903225806451612,549,0,0
/global/,(direct),86,77,66,1.303030303030303,17.257575757575758,341,0,0
/global/,google,68,44,37,1.837837837837838,22.45945945945946,289,0,0
/global/archives/18770,(direct),53,54,39,1.358974358974359,49.8974358974359,218,0,0
/global/archives/18546,google,52,63,40,1.3,46.675,246,0,0
/global/archives/17426,google,51,40,32,1.59375,60.625,215,0,0
/global/archives/category/press-room/financial-results,google,43,25,20,2.15,16.05,164,0,0
/global/latestnews,google,43,42,12,3.5833333333333335,14.25,142,0,0
/global/archives/18107,google,42,38,36,1.1666666666666667,95.86111111111111,198,0,0
/global/archives/18608,google,38,31,21,1.8095238095238095,24.38095238095238,142,0,0
/global/archives/category/press-room/press-release,(direct),37,33,24,1.5416666666666667,38.125,145,0,0
/global/archives/18546,(direct),32,28,21,1.5238095238095237,52.38095238095238,125,0,0
/global/archives/6216,google,28,29,17,1.6470588235294117,21.705882352941178,120,0,0
/global/archives/9910,google,28,35,22,1.2727272727272727,53.27272727272727,136,0,0
/global/archives/16463,google,26,21,15,1.7333333333333334,13.266666666666667,112,0,0
/global/archives/18989,(direct),24,26,21,1.1428571428571428,136,102,0,0
/global/archives/category/corporates/sk-innovation,google,22,20,17,1.2941176470588236,13.470588235294118,86,0,0
/global/archives/16532,google,20,16,14,1.4285714285714286,64.64285714285714,83,0,0
/global/archives/category/corporates,google,19,15,12,1.5833333333333333,21.583333333333332,73,0,0
/global/archives/18659,google,18,16,10,1.8,24.8,65,0,0
/global/,bing,17,5,3,5.666666666666667,84.33333333333333,81,0,0
/global/archives/17216,google,17,20,16,1.0625,40.125,81,0,0
/global/archives/category/press-room/press-release,google,17,13,12,1.4166666666666667,28.75,69,0,0
/global/,skinnovation.com,16,12,10,1.6,39.7,73,0,0
/global/latestnews,linkedin.com,16,6,3,5.333333333333333,75.33333333333333,59,0,0
/global/who-we-are,google,16,13,11,1.4545454545454546,17,73,0,0
/global/,linkedin.com,15,11,4,3.75,13.5,59,0,0
/global/archives/14491,google,15,19,13,1.1538461538461537,30.53846153846154,75,0,0
/global/archives/15374,google,15,15,11,1.3636363636363635,24.181818181818183,66,0,0
/global/archives/15490,(direct),15,13,9,1.6666666666666667,62.888888888888886,60,0,0
/global/archives/18283,(direct),15,16,15,1,21.333333333333332,68,0,0
/global/archives/category/corporates/sk-energy,google,14,11,11,1.2727272727272727,20.181818181818183,53,0,0
/global/archives/category/corporates/sk-enterm,google,14,8,6,2.3333333333333335,4.333333333333333,58,0,0
/global/archives/category/corporates/sk-on,google,14,14,12,1.1666666666666667,46.916666666666664,56,0,0
/global/archives/17476,google,13,9,7,1.8571428571428572,46,50,0,0
/global/archives/17990,google,13,11,9,1.4444444444444444,38,55,0,0
/global/archives/18065,google,13,12,11,1.1818181818181819,21.545454545454547,57,0,0
/global/,eng.sk-on.com,12,10,9,1.3333333333333333,13.222222222222221,58,0,0
/global/archives/18989,linkedin.com,12,13,12,1,37.5,57,0,0
/global/archives/4921,google,12,15,7,1.7142857142857142,8.428571428571429,55,0,0
/global/archives/category/corporates/sk-ie-technology,google,12,11,8,1.5,14,49,0,0
/global/archives/category/press-room/financial-results,(direct),12,4,2,6,171,48,0,0
/global/archives/11087,google,11,11,8,1.375,83.5,51,0,0
/global/archives/15490,google,11,11,5,2.2,118.8,45,0,0
/global/archives/16060,google,11,11,9,1.2222222222222223,34.55555555555556,50,0,0
/global/archives/17623,google,11,11,10,1.1,92.6,54,0,0
/global/archives/6216,(direct),11,10,8,1.375,53.125,49,0,0
/global/archives/category/press-room,(direct),11,9,4,2.75,4.25,41,0,0
/global/archives/category/press-room,google,11,7,7,1.5714285714285714,33.857142857142854,41,0,0
/global/archives/15259,google,10,3,2,5,68.5,41,0,0
/global/archives/17569,google,10,13,10,1,13.2,47,0,0
/global/archives/17595,google,10,8,5,2,35.8,39,0,0
/global/archives/17950,google,10,13,8,1.25,35.25,49,0,0
/global/archives/18445,google,10,10,9,1.1111111111111112,40,54,0,0
/global/archives/18690,(direct),10,9,8,1.25,10.125,38,0,0
/global/archives/3820,google,10,7,7,1.4285714285714286,34.714285714285715,44,0,0
/global/archives/category/insight/trend_report,google,10,10,6,1.6666666666666667,12.166666666666666,37,0,0
/global/archives/10939,google,9,8,6,1.5,39.666666666666664,42,0,0
/global/archives/13780,google,9,10,9,1,105.33333333333333,38,0,0
/global/archives/15937,google,9,9,6,1.5,71,39,0,0
/global/archives/16060,(direct),9,9,3,3,0,30,0,0
/global/archives/17499,google,9,10,9,1,43.77777777777778,46,0,0
/global/archives/18743,(direct),9,5,5,1.8,33.4,28,0,0
/global/archives/18770,linkedin.com,9,7,6,1.5,35.5,35,0,0
/global/archives/19014,(direct),9,11,6,1.5,109.83333333333333,41,0,0
/global/archives/4612,google,9,8,4,2.25,60,38,0,0
/global/archives/12220,bing,8,4,2,4,29.5,24,0,0
/global/archives/14193,google,8,9,7,1.1428571428571428,61.285714285714285,45,0,0
/global/archives/15664,google,8,9,6,1.3333333333333333,16.833333333333332,36,0,0
/global/archives/15687,google,8,6,6,1.3333333333333333,43.666666666666664,38,0,0
/global/archives/16286,(direct),8,8,7,1.1428571428571428,4,33,0,0
/global/archives/17356,google,8,8,7,1.1428571428571428,53.142857142857146,34,0,0
/global/archives/18659,(direct),8,9,8,1,3.5,31,0,0
/global/archives/18753,google,8,6,5,1.6,43.4,29,0,0
/global/archives/18770,google,8,10,7,1.1428571428571428,26.714285714285715,22,0,0
/global/archives/18989,ozmailer.com,8,7,3,2.6666666666666665,15.666666666666666,27,0,0
/global/archives/4751,google,8,8,8,1,35.75,35,0,0
/global/archives/category/people,(direct),8,7,7,1.1428571428571428,10.285714285714286,28,0,0
/global/legal-notices,(direct),8,8,5,1.6,24.2,31,0,0
/global/archives/10774,google,7,7,7,1,47.42857142857143,33,0,0
/global/archives/11161,google,7,5,4,1.75,22.75,31,0,0
/global/archives/12022,google,7,8,8,0.875,8.25,31,0,0
/global/archives/12106,google,7,6,6,1.1666666666666667,39.5,28,0,0
/global/archives/13521,google,7,7,7,1,12.285714285714286,36,0,0
/global/archives/14491,(direct),7,7,7,1,16.571428571428573,31,0,0
/global/archives/16834,google,7,10,7,1,8.571428571428571,37,0,0
/global/archives/18283,google,7,7,7,1,61.142857142857146,29,0,0
/global/archives/18361,google,7,8,6,1.1666666666666667,163.33333333333334,27,0,0
/global/archives/18608,(direct),7,6,5,1.4,79.8,33,0,0
/global/archives/18770,skinnovation.com,7,8,6,1.1666666666666667,82.16666666666667,32,0,0
/global/archives/3709,google,7,8,4,1.75,19.25,32,0,0
/global/archives/5892,google,7,6,6,1.1666666666666667,41.666666666666664,32,0,0
/global/archives/category/corporates/sk-on,(direct),7,6,3,2.3333333333333335,101,22,0,0
/global/archives/tag/2024-q2,google,7,3,3,2.3333333333333335,17,27,0,0
/global/archives/10913,google,6,6,5,1.2,17,24,0,0
/global/archives/15865,google,6,6,4,1.5,14.75,21,0,0
/global/archives/16376,google,6,6,5,1.2,26.8,28,0,0
/global/archives/17737,google,6,6,6,1,42.333333333333336,30,0,0
/global/archives/17990,(direct),6,5,5,1.2,73,25,0,0
/global/archives/18140,skenergy.com,6,6,2,3,8.5,19,0,0
/global/archives/18301,google,6,6,5,1.2,33.6,28,0,0
/global/archives/18374,google,6,5,5,1.2,26.4,24,0,0
/global/archives/6253,google,6,6,5,1.2,16.4,26,0,0
/global/archives/category/corporates/sk-innovation,(direct),6,4,4,1.5,35,22,0,0
/global/archives/category/press-room/issue-fact,google,6,5,5,1.2,6.4,23,0,0
/global/archives/tag/financial-results,google,6,4,4,1.5,18.5,22,0,0
/global/archives/tag/pbat,google,6,5,4,1.5,13.25,26,0,0
/global/archives/tag/skba,google,6,3,3,2,33.333333333333336,25,0,0
/global/archives/tag/sko,google,6,5,4,1.5,13.75,30,0,0
/global/archives/10939,bing,5,2,2,2.5,169,20,0,0
/global/archives/12147,google,5,5,5,1,36.6,25,0,0
/global/archives/13329,google,5,7,5,1,75,26,0,0
/global/archives/14226,google,5,4,4,1.25,11.25,19,0,0
/global/archives/14634,google,5,5,4,1.25,10.75,22,0,0
/global/archives/14766,google,5,5,5,1,13.2,23,0,0
/global/archives/15007,(direct),5,4,3,1.6666666666666667,18.333333333333332,18,0,0
/global/archives/15462,google,5,7,5,1,14.6,23,0,0
/global/archives/16286,google,5,2,2,2.5,37.5,20,0,0
/global/archives/16480,bing,5,5,1,5,0,15,0,0
/global/archives/16493,google,5,5,5,1,9.6,23,0,0
/global/archives/17426,bing,5,7,4,1.25,101.5,22,0,0
/global/archives/18783,(direct),5,4,4,1.25,4.75,16,0,0
/global/archives/18783,linkedin.com,5,4,3,1.6666666666666667,28.666666666666668,21,0,0
/global/archives/3820,(direct),5,4,4,1.25,10.5,23,0,0
/global/archives/7445,google,5,5,5,1,26.8,23,0,0
/global/archives/category/corporate/sk-enmove,skenmove.com,5,5,3,1.6666666666666667,24.333333333333332,23,0,0
/global/archives/category/corporates,(direct),5,4,4,1.25,11.5,16,0,0
/global/archives/category/press-room,skinnovation.com,5,3,3,1.6666666666666667,65.66666666666667,20,0,0
/global/archives/category/press-room/press-release,skinnovation.com,5,4,4,1.25,24.25,20,0,0
/global/archives/tag/nickel,(direct),5,5,5,1,13.2,24,0,0
/global/,(not set),4,4,4,1,13.25,22,0,0
/global/,chn.sk-on.com,4,2,2,2,77.5,21,0,0
/global/,eng.skgeocentric.com,4,3,2,2,20.5,17,0,0
/global/archives/1058,google,4,4,3,1.3333333333333333,93.33333333333333,18,0,0
/global/archives/11087,bing,4,2,2,2,36.5,14,0,0
/global/archives/12036,google,4,4,4,1,7.25,18,0,0
/global/archives/12950,google,4,3,3,1.3333333333333333,19.333333333333332,16,0,0
/global/archives/1399,google,4,4,4,1,84.5,15,0,0
/global/archives/15840,google,4,4,4,1,16,18,0,0
/global/archives/16154,google,4,3,3,1.3333333333333333,4.666666666666667,18,0,0
/global/archives/17386,google,4,5,4,1,21.75,19,0,0
/global/archives/17817,google,4,4,2,2,33.5,17,0,0
/global/archives/18140,google,4,4,2,2,7,14,0,0
/global/archives/18167,google,4,3,3,1.3333333333333333,32,19,0,0
/global/archives/18361,(direct),4,4,1,4,57,16,0,0
/global/archives/18421,skinnovation.com,4,3,3,1.3333333333333333,32.333333333333336,16,0,0
/global/archives/18546,statics.teams.cdn.office.net,4,6,4,1,44.75,23,0,0
/global/archives/18659,bing,4,5,3,1.3333333333333333,11.666666666666666,18,0,0
/global/archives/18690,google,4,2,2,2,34,14,0,0
/global/archives/18690,linkedin.com,4,4,4,1,1.5,15,0,0
/global/archives/18690,skinnovation.com,4,2,2,2,46.5,17,0,0
/global/archives/18753,(direct),4,4,4,1,22.5,14,0,0
/global/archives/18753,skinnovation.com,4,4,3,1.3333333333333333,15.666666666666666,17,0,0
/global/archives/18989,google,4,4,4,1,17.25,18,0,0
/global/archives/19014,google,4,2,1,4,22,15,0,0
/global/archives/3123,skenergy.com,4,1,1,4,15,13,0,0
/global/archives/4360,google,4,4,4,1,121,19,0,0
/global/archives/4793,google,4,3,2,2,35,14,0,0
/global/archives/6377,google,4,4,4,1,2,17,0,0
/global/archives/7445,(direct),4,4,4,1,7.75,16,0,0
/global/archives/7670,google,4,3,3,1.3333333333333333,6,16,0,0
/global/archives/9493,google,4,4,3,1.3333333333333333,9,16,0,0
/global/archives/9668,(direct),4,4,4,1,0.75,16,0,0
/global/archives/9740,google,4,4,2,2,89.5,16,0,0
/global/archives/9910,bing,4,5,3,1.3333333333333333,198.66666666666666,22,0,0
/global/archives/9998,google,4,3,2,2,27,18,0,0
/global/archives/category/corporates/sk-earthon,(direct),4,2,2,2,5.5,11,0,0
/global/archives/category/corporates/sk-earthon,(not set),4,1,1,4,21,13,0,0
/global/archives/category/corporates/sk-innovation,bing,4,3,3,1.3333333333333333,4,15,0,0
/global/archives/category/corporates/sk-rading-international,google,4,4,4,1,11.75,16,0,0
/global/archives/category/corporates/sk-rading-international,lens.google.com,4,1,1,4,27,16,0,0
/global/archives/category/insight,(direct),4,4,4,1,21.25,18,0,0
/global/archives/category/press-room,chn.sk-on.com,4,2,2,2,29.5,14,0,0
/global/archives/category/press-room/press-release,eng.sk-on.com,4,1,1,4,58,16,0,0
/global/archives/tag/financial-results,eng.sk-on.com,4,2,1,4,18,16,0,0
/global/archives/tag/ncm811,google,4,2,2,2,11,16,0,0
/global/latestnews,ozmailer.com,4,3,2,2,3.5,15,0,0
/global/,ozmailer.com,3,3,3,1,3,12,0,0
/global/archives/10133,google,3,2,2,1.5,23.5,14,0,0
/global/archives/10535,google,3,3,2,1.5,53,12,0,0
/global/archives/10835,google,3,2,2,1.5,49,12,0,0
/global/archives/10872,(direct),3,2,2,1.5,110,12,0,0
/global/archives/10872,google,3,3,3,1,9.333333333333334,12,0,0
/global/archives/11004,google,3,3,3,1,62.333333333333336,15,0,0
/global/archives/11596,skenergy.com,3,3,2,1.5,4.5,12,0,0
/global/archives/11807,google,3,3,1,3,84,13,0,0
/global/archives/12220,google,3,1,1,3,501,8,0,0
/global/archives/12688,(direct),3,2,2,1.5,360,14,0,0
/global/archives/12688,google,3,4,3,1,1.3333333333333333,11,0,0
/global/archives/13103,google,3,3,3,1,0.3333333333333333,13,0,0
/global/archives/13595,google,3,3,3,1,59.333333333333336,14,0,0
/global/archives/13595,lens.google.com,3,1,1,3,207,12,0,0
/global/archives/14309,google,3,3,3,1,11.666666666666666,12,0,0
/global/archives/14333,(direct),3,3,3,1,16.333333333333332,13,0,0
/global/archives/15374,bing,3,3,2,1.5,8.5,13,0,0
/global/archives/15374,skenergy.com,3,3,3,1,23.666666666666668,14,0,0
/global/archives/15574,google,3,3,3,1,2.6666666666666665,11,0,0
/global/archives/15664,(direct),3,2,2,1.5,76,13,0,0
/global/archives/16448,google,3,4,3,1,11,12,0,0
/global/archives/16480,google,3,3,3,1,13.333333333333334,15,0,0
/global/archives/16787,google,3,3,3,1,9.666666666666666,15,0,0
/global/archives/16939,skinnovation.com,3,2,2,1.5,53.5,10,0,0
/global/archives/16970,bing,3,1,1,3,19,11,0,0
/global/archives/17022,google,3,2,2,1.5,10.5,11,0,0
/global/archives/17169,google,3,3,3,1,43.666666666666664,15,0,0
/global/archives/17216,skinnovation.com,3,3,2,1.5,37,10,0,0
/global/archives/17313,google,3,4,2,1.5,2,15,0,0
