# ----------------------------------------
# 보고서 CSV 내보내기
# 계정: skinno global
# 속성: skinno 글로벌 - GA4
# ----------------------------------------
# 
# 모든 사용자
# 시작일: 20240902
# 종료일: 20240908
페이지 경로 및 화면 클래스,국가,조회수,세션수,활성 사용자,활성 사용자당 조회수,활성 사용자당 평균 참여 시간,이벤트 수,주요 이벤트,총 수익
/global/,South Korea,96,58,40,2.4,36.35,422,0,0
/global/latestnews,China,90,94,91,0.989010989010989,18.373626373626372,347,0,0
/global/latestnews,South Korea,34,22,12,2.8333333333333335,27.333333333333332,126,0,0
/global/,United States,31,22,19,1.631578947368421,31,136,0,0
/global/archives/18546,South Korea,29,24,18,1.6111111111111112,58,111,0,0
/global/latestnews,Germany,28,28,3,9.333333333333334,20,81,0,0
/global/,United Kingdom,25,25,25,1,0.04,99,0,0
/global/archives/18770,South Korea,25,17,14,1.7857142857142858,39.142857142857146,89,0,0
/global/latestnews,United States,21,19,13,1.6153846153846154,19.692307692307693,86,0,0
/global/archives/18770,United States,18,20,13,1.3846153846153846,101.84615384615384,81,0,0
/global/archives/4921,United States,16,16,8,2,30.375,71,0,0
/global/archives/9910,Malaysia,16,23,15,1.0666666666666667,57.2,86,0,0
/global/archives/18546,Singapore,15,21,13,1.1538461538461537,37.15384615384615,76,0,0
/global/archives/6216,South Korea,15,12,6,2.5,16.5,55,0,0
/global/archives/category/press-room/press-release,United States,15,10,10,1.5,73.5,60,0,0
/global/,India,13,10,9,1.4444444444444444,29.666666666666668,55,0,0
/global/archives/17476,South Korea,13,9,7,1.8571428571428572,44.857142857142854,49,0,0
/global/archives/18989,South Korea,13,12,8,1.625,29,48,0,0
/global/,Germany,12,10,6,2,10.666666666666666,46,0,0
/global/archives/17426,Singapore,12,9,8,1.5,29,44,0,0
/global/archives/17426,United Kingdom,12,6,3,4,113.66666666666667,51,0,0
/global/archives/18107,United States,12,10,10,1.2,157.2,54,0,0
/global/archives/18546,United States,12,14,10,1.2,56,51,0,0
/global/archives/category/press-room,United States,12,8,5,2.4,53.4,47,0,0
/global/archives/17426,United States,11,7,7,1.5714285714285714,144.14285714285714,49,0,0
/global/archives/18608,United States,11,8,5,2.2,38.8,43,0,0
/global/archives/category/press-room/financial-results,Germany,11,4,2,5.5,50,44,0,0
/global/archives/category/press-room/financial-results,United States,11,6,6,1.8333333333333333,17.5,43,0,0
/global/archives/category/press-room/press-release,India,11,8,4,2.75,48.75,43,0,0
/global/archives/16463,Hong Kong,10,5,1,10,37,40,0,0
/global/archives/18283,Norway,10,11,10,1,31.6,48,0,0
/global/archives/category/corporates/sk-innovation,South Korea,10,6,6,1.6666666666666667,12.833333333333334,40,0,0
/global/archives/category/press-room/press-release,France,10,10,10,1,5.9,39,0,0
/global/legal-notices,South Korea,10,15,6,1.6666666666666667,32,45,0,0
/global/archives/16286,United States,9,9,8,1.125,3.5,37,0,0
/global/archives/18608,Hong Kong,9,9,3,3,25,32,0,0
/global/archives/18989,United States,9,9,9,1,50.44444444444444,43,0,0
/global/archives/category/corporates/sk-earthon,South Korea,9,3,3,3,14.666666666666666,28,0,0
/global/archives/category/corporates/sk-innovation,Singapore,9,9,7,1.2857142857142858,8.428571428571429,35,0,0
/global/archives/category/press-room/financial-results,Hong Kong,9,4,2,4.5,25.5,27,0,0
/global/archives/category/press-room/press-release,Japan,9,7,2,4.5,75.5,31,0,0
/global/,China,8,7,6,1.3333333333333333,33.166666666666664,35,0,0
/global/archives/15259,United Kingdom,8,2,1,8,133,33,0,0
/global/archives/15490,Singapore,8,7,3,2.6666666666666665,9,29,0,0
/global/archives/18546,Hong Kong,8,11,6,1.3333333333333333,12.5,39,0,0
/global/archives/18546,United Kingdom,8,10,6,1.3333333333333333,47.5,41,0,0
/global/archives/18659,South Korea,8,7,7,1.1428571428571428,5.714285714285714,29,0,0
/global/archives/18770,India,8,8,5,1.6,5.8,29,0,0
/global/archives/19014,South Korea,8,6,3,2.6666666666666665,8.666666666666666,32,0,0
/global/archives/5892,South Korea,8,7,7,1.1428571428571428,35.714285714285715,35,0,0
/global/archives/6216,United States,8,9,8,1,42,39,0,0
/global/archives/category/corporates/sk-on,China,8,6,3,2.6666666666666665,77.66666666666667,25,0,0
/global/archives/category/corporates/sk-on,South Korea,8,8,8,1,27.5,33,0,0
/global/archives/category/press-room/press-release,South Korea,8,7,6,1.3333333333333333,24,31,0,0
/global/,Poland,7,7,3,2.3333333333333335,35.666666666666664,23,0,0
/global/,Singapore,7,7,7,1,10,32,0,0
/global/archives/11087,United States,7,5,5,1.4,12.6,27,0,0
/global/archives/14491,Hong Kong,7,9,6,1.1666666666666667,27,34,0,0
/global/archives/15374,Singapore,7,7,5,1.4,25.2,31,0,0
/global/archives/15374,South Korea,7,7,6,1.1666666666666667,3.8333333333333335,28,0,0
/global/archives/15490,Canada,7,6,5,1.4,60.8,29,0,0
/global/archives/16060,Germany,7,6,1,7,0,20,0,0
/global/archives/16532,Indonesia,7,3,3,2.3333333333333335,51.666666666666664,25,0,0
/global/archives/17595,Japan,7,3,2,3.5,15.5,22,0,0
/global/archives/17623,South Korea,7,6,6,1.1666666666666667,152.33333333333334,35,0,0
/global/archives/18743,South Korea,7,4,4,1.75,56.25,24,0,0
/global/archives/18770,Hungary,7,7,6,1.1666666666666667,28.166666666666668,27,0,0
/global/archives/9910,United Kingdom,7,8,4,1.75,137.75,34,0,0
/global/archives/category/corporates,China,7,3,3,2.3333333333333335,41,27,0,0
/global/archives/category/corporates/sk-enterm,Singapore,7,4,2,3.5,6.5,29,0,0
/global/archives/category/corporates/sk-ie-technology,United States,7,5,3,2.3333333333333335,23.333333333333332,29,0,0
/global/archives/category/press-room,Singapore,7,7,3,2.3333333333333335,1,25,0,0
/global/archives/tag/financial-results,United States,7,4,3,2.3333333333333335,26.333333333333332,27,0,0
/global/archives/tag/pbat,India,7,4,4,1.75,20.5,27,0,0
/global/archives/12220,South Korea,6,3,1,6,17,17,0,0
/global/archives/14491,India,6,6,4,1.5,62.5,26,0,0
/global/archives/15490,South Korea,6,7,5,1.2,108.8,32,0,0
/global/archives/15490,United States,6,6,4,1.5,56.75,26,0,0
/global/archives/17216,South Korea,6,7,5,1.2,15,26,0,0
/global/archives/17950,Singapore,6,6,2,3,51.5,25,0,0
/global/archives/17990,India,6,6,4,1.5,44.75,25,0,0
/global/archives/18445,South Korea,6,7,6,1,25.333333333333332,33,0,0
/global/archives/18546,Australia,6,6,4,1.5,40.5,25,0,0
/global/archives/18546,India,6,5,5,1.2,50,27,0,0
/global/archives/18659,Australia,6,8,5,1.2,37.6,28,0,0
/global/archives/18659,Malaysia,6,7,3,2,5,21,0,0
/global/archives/18690,South Korea,6,6,6,1,4,23,0,0
/global/archives/3820,India,6,3,3,2,33,25,0,0
/global/archives/4612,United Kingdom,6,4,1,6,120,22,0,0
/global/archives/6216,Japan,6,7,4,1.5,66.75,29,0,0
/global/archives/category/press-room,South Korea,6,3,3,2,21.333333333333332,23,0,0
/global/archives/category/press-room/financial-results,Singapore,6,5,4,1.5,6.25,25,0,0
/global/archives/category/press-room/financial-results,United Kingdom,6,4,2,3,25,24,0,0
/global/archives/category/press-room/issue-fact,United States,6,4,4,1.5,4.75,20,0,0
/global/archives/category/press-room/press-release,Singapore,6,5,5,1.2,11,24,0,0
/global/archives/tag/skba,United States,6,3,3,2,33.333333333333336,25,0,0
/global/archives/tag/sko,South Korea,6,5,4,1.5,13.75,30,0,0
/global/who-we-are,Singapore,6,6,5,1.2,12.6,28,0,0
/global/who-we-are,United Kingdom,6,4,3,2,18.333333333333332,28,0,0
/global/,Hong Kong,5,5,4,1.25,2.5,20,0,0
/global/archives/11807,South Korea,5,5,3,1.6666666666666667,34,19,0,0
/global/archives/12688,South Korea,5,4,4,1.25,181,21,0,0
/global/archives/14193,South Korea,5,5,3,1.6666666666666667,53.333333333333336,23,0,0
/global/archives/16463,India,5,4,4,1.25,12.5,19,0,0
