# ----------------------------------------
# 보고서 CSV 내보내기
# 계정: SK이노베이션(한글)
# 속성: SK이노베이션 - GA4
# ----------------------------------------
# 
# 모든 사용자
# 시작일: 20240301
# 종료일: 20240301
기기 카테고리,페이지 경로 및 화면 클래스,총 사용자,새 사용자 수,조회수
mobile,/archives/24686,100,94,111
mobile,/archives/32828,35,34,38
desktop,/,28,21,36
mobile,/archives/96864,15,12,13
desktop,/posts,7,6,12
mobile,/archives/103947,6,6,6
mobile,/,8,5,10
mobile,/archives/10815,4,4,5
mobile,/archives/16295,4,4,4
desktop,/archives/100667,4,3,4
desktop,/archives/32828,4,3,4
desktop,/archives/84588,4,3,4
desktop,/archives/96864,4,3,3
desktop,/archives/97077,6,3,7
desktop,/archives/category/business/sk-on,7,3,12
mobile,/archives/109462,3,3,3
mobile,/archives/113680,5,3,4
mobile,/archives/113998,3,3,3
mobile,/archives/30434,3,3,3
mobile,/archives/51614,3,3,4
mobile,/archives/63622,3,3,4
mobile,/archives/85006,3,3,3
desktop,/archives/100892,2,2,4
desktop,/archives/103947,2,2,3
desktop,/archives/104002,3,2,3
desktop,/archives/14875,2,2,2
desktop,/archives/24686,3,2,2
desktop,/archives/36253,2,2,2
desktop,/archives/49884,2,2,2
desktop,/archives/95110,2,2,2
desktop,/archives/98731,2,2,2
desktop,/archives/category/field-news,3,2,3
desktop,/archives/category/industry-and-insight,3,2,3
desktop,/archives/category/social-news,2,2,2
mobile,/archives/103932,2,2,2
mobile,/archives/104504,2,2,2
mobile,/archives/107557,2,2,3
mobile,/archives/113952,3,2,2
mobile,/archives/114094,2,2,2
mobile,/archives/8422,2,2,2
mobile,/archives/8935,2,2,2
mobile,/archives/92808,2,2,2
mobile,/archives/97391,2,2,3
mobile,/archives/98613,2,2,2
mobile,/archives/category/business/sk-enmove,2,2,2
mobile,/archives/category/business/sk-incheonpetrochem,3,2,5
mobile,/archives/category/business/sk-on,4,2,7
mobile,/newsroom-guide,3,2,5
tablet,/archives/32828,2,2,2
desktop,/archives/100327,1,1,1
desktop,/archives/10131,1,1,1
desktop,/archives/102328,1,1,2
desktop,/archives/103803,1,1,1
desktop,/archives/103818,1,1,1
desktop,/archives/103989,1,1,1
desktop,/archives/105395,1,1,2
desktop,/archives/105532,1,1,1
desktop,/archives/105914,1,1,1
desktop,/archives/107411,1,1,1
desktop,/archives/107845,1,1,1
desktop,/archives/107963,1,1,1
desktop,/archives/108874,1,1,1
desktop,/archives/109462,2,1,2
desktop,/archives/110015,1,1,1
desktop,/archives/110186,1,1,1
desktop,/archives/110206,1,1,1
desktop,/archives/110323,3,1,1
desktop,/archives/110536,1,1,1
desktop,/archives/111373,1,1,1
desktop,/archives/111406,1,1,2
desktop,/archives/111978,1,1,1
desktop,/archives/112133,1,1,1
desktop,/archives/112210,1,1,1
desktop,/archives/112480,1,1,1
desktop,/archives/112908,1,1,1
desktop,/archives/113105,1,1,1
desktop,/archives/113289,1,1,1
desktop,/archives/113680,1,1,1
desktop,/archives/113998,2,1,2
desktop,/archives/114065,1,1,1
desktop,/archives/114138,1,1,1
desktop,/archives/13682,1,1,1
desktop,/archives/17876,1,1,1
desktop,/archives/20706,1,1,1
desktop,/archives/20855,1,1,1
desktop,/archives/20948,1,1,1
desktop,/archives/22022,1,1,1
desktop,/archives/24874,1,1,1
desktop,/archives/25579,1,1,1
desktop,/archives/25711,1,1,1
desktop,/archives/25955,1,1,1
desktop,/archives/27825,1,1,1
desktop,/archives/28782,1,1,1
desktop,/archives/32713,1,1,1
desktop,/archives/34128,1,1,1
desktop,/archives/34426,1,1,1
desktop,/archives/37693,1,1,1
desktop,/archives/45433,1,1,3
desktop,/archives/47192,1,1,1
desktop,/archives/47645,1,1,1
desktop,/archives/48028,1,1,1
desktop,/archives/49054,1,1,2
desktop,/archives/52962,1,1,1
desktop,/archives/61743,1,1,1
desktop,/archives/63622,2,1,2
desktop,/archives/70639,1,1,2
desktop,/archives/7636,1,1,1
desktop,/archives/76541,1,1,1
desktop,/archives/79784,1,1,1
desktop,/archives/8034,1,1,1
desktop,/archives/83065,1,1,1
desktop,/archives/83181,1,1,1
desktop,/archives/83720,2,1,2
