# ----------------------------------------
# 보고서 CSV 내보내기
# 계정: SK이노베이션(한글)
# 속성: SK이노베이션 - GA4
# ----------------------------------------
# 
# 모든 사용자
# 시작일: 20240327
# 종료일: 20240327
기기 카테고리,페이지 경로 및 화면 클래스,총 사용자,새 사용자 수,조회수
desktop,/,102,40,243
mobile,/archives/32828,38,35,37
mobile,/archives/114364,42,34,44
mobile,/archives/24686,19,19,21
mobile,/archives/85006,22,19,24
mobile,/,29,16,62
desktop,/archives/84588,18,13,20
desktop,/archives/114364,25,12,65
mobile,/archives/114221,17,11,17
desktop,/archives/103947,12,10,12
desktop,/archives/104002,14,10,14
mobile,/archives/category/business/sk-incheonpetrochem,12,10,23
desktop,/archives/111387,9,9,9
desktop,/archives/32828,9,9,9
mobile,/archives/114430,25,9,32
desktop,/archives/49884,8,8,8
desktop,/archives/113998,11,7,11
desktop,/archives/45433,8,6,8
desktop,/archives/96864,7,6,8
mobile,/archives/104721,8,6,8
mobile,/archives/49884,6,6,7
mobile,/archives/8422,6,6,6
mobile,/archives/8448,6,6,7
mobile,/archives/84588,6,6,7
mobile,/newsroom-guide,6,6,7
desktop,/archives/32681,5,5,5
desktop,/archives/8935,5,5,5
mobile,/archives/114407,8,5,8
desktop,/archives/114094,4,4,4
desktop,/archives/24686,4,4,4
desktop,/archives/25903,6,4,6
desktop,/archives/48279,4,4,4
desktop,/archives/60291,4,4,4
desktop,/archives/63622,4,4,5
desktop,/archives/85006,6,4,6
desktop,/archives/8502,5,4,5
desktop,/archives/94081,4,4,4
desktop,/archives/category/business/sk-enterm,5,4,9
mobile,/archives/104978,4,4,6
mobile,/archives/113998,5,4,5
mobile,/archives/51378,4,4,4
mobile,/archives/83720,4,4,4
mobile,/archives/8935,4,4,4
mobile,/archives/96864,4,4,4
mobile,/archives/category/business/sk-on,5,4,5
tablet,/archives/49884,4,4,4
desktop,/archives/105883,3,3,4
desktop,/archives/107411,3,3,3
desktop,/archives/10815,3,3,3
desktop,/archives/109462,3,3,3
desktop,/archives/113952,4,3,5
desktop,/archives/114172,9,3,12
desktop,/archives/114430,15,3,17
desktop,/archives/18301,3,3,3
desktop,/archives/22870,3,3,3
desktop,/archives/23352,3,3,3
desktop,/archives/48881,3,3,4
desktop,/archives/7348,3,3,3
desktop,/archives/88269,5,3,6
desktop,/archives/91050,4,3,5
desktop,/archives/9860,3,3,4
desktop,/archives/98731,4,3,4
desktop,/archives/category/business/sk-energy,9,3,11
desktop,/archives/category/business/sk-incheonpetrochem,5,3,20
desktop,/archives/category/field-news,7,3,10
