# ----------------------------------------
# 보고서 CSV 내보내기
# 계정: skinno global
# 속성: skinno 글로벌 - GA4
# ----------------------------------------
# 
# 모든 사용자
# 시작일: 20241028
# 종료일: 20241103
페이지 경로 및 화면 클래스,기기 카테고리,조회수,세션수,활성 사용자,활성 사용자당 조회수,활성 사용자당 평균 참여 시간,이벤트 수,주요 이벤트,총수익
/global/archives/19268,mobile,1162,970,754,1.5411140583554377,1.8010610079575597,4046,0,0
/global/,desktop,221,181,138,1.6014492753623188,14.101449275362318,2289,0,0
/global/latestnews,desktop,156,168,117,1.3333333333333333,22.478632478632477,568,0,0
/pagead/aclk,mobile,110,75,75,1.4666666666666666,0,343,0,0
/global/archives/19421,mobile,109,96,81,1.345679012345679,16.691358024691358,411,0,0
/global/archives/19268,tablet,94,75,64,1.46875,1.4375,323,0,0
/global/archives/19421,desktop,89,94,76,1.1710526315789473,59.223684210526315,390,0,0
/global/,mobile,87,34,28,3.107142857142857,86.60714285714286,362,0,0
/global/archives/19393,desktop,87,88,69,1.2608695652173914,38.710144927536234,347,0,0
/global/archives/18546,desktop,84,96,63,1.3333333333333333,50.507936507936506,377,0,0
/global/archives/19268,desktop,75,68,62,1.2096774193548387,3.3548387096774195,277,0,0
/global/archives/19078,desktop,60,61,37,1.6216216216216217,31.405405405405407,249,0,0
/global/archives/category/press-room/financial-results,desktop,56,39,24,2.3333333333333335,28.375,229,0,0
/global/archives/category/press-room/press-release,desktop,52,46,33,1.5757575757575757,14.696969696969697,194,0,0
/global/archives/category/press-room,desktop,43,35,24,1.7916666666666667,47.375,164,0,0
/global/archives/17426,desktop,42,40,27,1.5555555555555556,75.5925925925926,187,0,0
/global/archives/19393,mobile,42,40,38,1.105263157894737,8.131578947368421,164,0,0
/global/archives/18608,desktop,32,31,24,1.3333333333333333,22.583333333333332,132,0,0
/global/archives/category/corporates/sk-innovation,desktop,28,26,21,1.3333333333333333,48.19047619047619,109,0,0
/global/sustainability-report,desktop,28,27,27,1.037037037037037,5.074074074074074,135,0,0
/global/archives/13130,desktop,27,24,22,1.2272727272727273,11.045454545454545,127,0,0
/global/archives/18445,desktop,27,23,19,1.4210526315789473,22.105263157894736,123,0,0
