# ----------------------------------------
# 보고서 CSV 내보내기
# 계정: skinno global
# 속성: skinno 글로벌 - GA4
# ----------------------------------------
# 
# 모든 사용자
# 시작일: 20240101
# 종료일: 20240107
페이지 경로 및 화면 클래스,조회수,세션수,사용자,사용자당 조회수,평균 참여 시간,이벤트 수,전환,총 수익
/global/archives/10535,4,3,3,1.3333333333333333,85,20,0,0
/global/archives/10872,4,3,2,2,1,15,0,0
/global/archives/11087,4,4,4,1,40.75,18,0,0
/global/archives/11180,4,4,2,2,14.5,15,0,0
/global/archives/11889,4,2,1,4,133,15,0,0
/global/archives/12190,4,5,3,1.3333333333333333,3.3333333333333335,17,0,0
/global/archives/12483,4,5,4,1,11,20,0,0
/global/archives/12688,4,3,3,1.3333333333333333,103.66666666666667,19,0,0
/global/archives/12692,4,3,3,1.3333333333333333,9,16,0,0
/global/archives/13374,4,5,4,1,32.25,21,0,0
/global/archives/14179,4,5,3,1.3333333333333333,5.666666666666667,15,0,0
/global/archives/16060,4,5,4,1,8.5,18,0,0
/global/archives/7445,4,5,3,1.3333333333333333,83.66666666666667,18,0,0
/global/archives/8230,4,5,4,1,49,19,0,0
/global/archives/8350,4,4,3,1.3333333333333333,57,17,0,0
/global/archives/9548,4,2,2,2,27.5,14,0,0
/global/archives/9740,4,4,3,1.3333333333333333,48,17,0,0
/global/archives/tag/europe,4,2,2,2,15,16,0,0
/global/archives/tag/vwbe,4,4,3,1.3333333333333333,8,18,0,0
/global/archives/,3,1,1,3,8,12,0,0
/global/archives/1058,3,6,2,1.5,0,17,0,0
/global/archives/10654,3,3,3,1,146,15,0,0
/global/archives/10767,3,4,3,1,55.333333333333336,18,0,0
/global/archives/10913,3,3,3,1,124,14,0,0
/global/archives/13230,3,3,2,1.5,57,13,0,0
/global/archives/13850,3,3,2,1.5,27,11,0,0
/global/archives/14065,3,3,3,1,13.666666666666666,13,0,0
/global/archives/14078,3,3,3,1,41.333333333333336,13,0,0
/global/archives/14083,3,3,3,1,66.33333333333333,16,0,0
/global/archives/15353,3,3,3,1,19.666666666666668,11,0,0
/global/archives/15574,3,4,3,1,1.3333333333333333,14,0,0
/global/archives/15654,3,4,3,1,17.333333333333332,15,0,0
/global/archives/16169,3,4,2,1.5,1.5,13,0,0
/global/archives/16738,3,3,3,1,35,13,0,0
/global/archives/3922,3,2,2,1.5,81,12,0,0
/global/archives/3962,3,3,3,1,10.333333333333334,13,0,0
/global/archives/4308,3,2,2,1.5,416,14,0,0
/global/archives/4450,3,3,1,3,0,10,0,0
/global/archives/4518,3,3,1,3,4,11,0,0
/global/archives/4612,3,4,3,1,0.3333333333333333,13,0,0
/global/archives/4751,3,3,3,1,23,13,0,0
/global/archives/5893,3,2,2,1.5,26.5,12,0,0
/global/archives/6323,3,2,2,1.5,142.5,12,0,0
/global/archives/6343,3,3,3,1,23,14,0,0
/global/archives/7245,3,4,3,1,31.333333333333332,14,0,0
/global/archives/7476,3,3,2,1.5,0,11,0,0
/global/archives/8400,3,4,2,1.5,5,15,0,0
/global/archives/category/ces/ces-2023,3,2,2,1.5,37.5,13,0,0
/global/archives/category/corporate/sk-earthon,3,3,3,1,28.333333333333332,12,0,0
/global/archives/category/people/inno-people,3,3,3,1,10.333333333333334,11,0,0
/global/archives/tag/ccus,3,1,1,3,17,12,0,0
/global/archives/tag/depolymerization,3,1,1,3,13,12,0,0
/global/archives/tag/ncm811,3,1,1,3,58,13,0,0
/global/archives/tag/sk-innovations-institute-of-environmental-science-technology,3,2,2,1.5,58.5,16,0,0
/global/archives/tag/skei-singapore,3,2,2,1.5,17.5,14,0,0
/global/archives/tag/skeo,3,3,3,1,9.333333333333334,15,0,0
/global/terms-and-conditions,3,3,3,1,10.333333333333334,10,0,0
/global/archives/10460,2,2,2,1,19.5,9,0,0
/global/archives/10939,2,2,2,1,12,9,0,0
/global/archives/10985,2,2,2,1,1,9,0,0
/global/archives/11010,2,2,2,1,60.5,8,0,0
/global/archives/1114,2,2,1,2,0,6,0,0
/global/archives/11161,2,3,1,2,1,8,0,0
/global/archives/11596,2,1,1,2,0,6,0,0
/global/archives/12008,2,2,2,1,31,9,0,0
/global/archives/12319,2,2,2,1,30.5,7,0,0
/global/archives/12373,2,2,2,1,56,9,0,0
/global/archives/12413,2,2,2,1,20.5,9,0,0
/global/archives/12473,2,2,2,1,0,7,0,0
/global/archives/12610,2,3,1,2,0,8,0,0
/global/archives/13103,2,2,2,1,79.5,6,0,0
/global/archives/13153,2,2,2,1,24.5,9,0,0
/global/archives/13327,2,2,2,1,13.5,9,0,0
/global/archives/13329,2,4,2,1,1.5,9,0,0
/global/archives/13437,2,2,2,1,11.5,7,0,0
/global/archives/13932,2,1,1,2,28,7,0,0
/global/archives/14030,2,1,1,2,7,7,0,0
/global/archives/14146,2,2,2,1,6,10,0,0
/global/archives/14333,2,2,2,1,187,9,0,0
/global/archives/14962,2,2,2,1,20,8,0,0
/global/archives/15610,2,2,2,1,0,7,0,0
/global/archives/15902,2,1,1,2,94,9,0,0
/global/archives/16583,2,2,2,1,329,8,0,0
/global/archives/2280,2,2,2,1,5.5,9,0,0
/global/archives/2329,2,2,2,1,5.5,9,0,0
/global/archives/3674,2,2,2,1,67,9,0,0
/global/archives/4193,2,2,2,1,15,10,0,0
/global/archives/4499,2,2,2,1,0,8,0,0
/global/archives/4844,2,2,2,1,0,7,0,0
/global/archives/5129,2,2,2,1,31.5,8,0,0
/global/archives/5205,2,2,2,1,24.5,10,0,0
/global/archives/5772,2,2,1,2,0,7,0,0
/global/archives/6559,2,2,1,2,6,10,0,0
/global/archives/6734,2,1,1,2,19,6,0,0
/global/archives/6870,2,2,2,1,16.5,10,0,0
/global/archives/7177,2,2,2,1,15,9,0,0
/global/archives/7596,2,2,1,2,149,9,0,0
/global/archives/7761,2,2,2,1,157.5,10,0,0
/global/archives/7919,2,2,2,1,32.5,10,0,0
/global/archives/8646,2,1,1,2,11,7,0,0
/global/archives/9286,2,2,2,1,62.5,8,0,0
/global/archives/9695,2,1,1,2,103,6,0,0
/global/archives/9709,2,2,2,1,19.5,11,0,0
/global/archives/category/insight,2,2,2,1,8.5,6,0,0
/global/archives/category/insight/trend_report,2,2,2,1,20.5,8,0,0
/global/archives/category/social-value,2,3,2,1,1,9,0,0
/global/archives/tag/1-4-butanediol,2,1,1,2,20,7,0,0
/global/archives/tag/autosilicon,2,2,2,1,8.5,10,0,0
/global/archives/tag/bmic,2,1,1,2,1,8,0,0
/global/archives/tag/ces-2024,2,2,2,1,5.5,10,0,0
/global/archives/tag/earnings,2,1,1,2,14,8,0,0
/global/archives/tag/ecopro,2,1,1,2,18,10,0,0
/global/archives/tag/ecopro-bm,2,2,2,1,7,10,0,0
/global/archives/tag/electric-vehicles,2,2,2,1,34,8,0,0
/global/archives/tag/ev-battery,2,2,2,1,3.5,8,0,0
/global/archives/tag/financial-results,2,1,1,2,39,8,0,0
/global/archives/tag/green-bonds,2,2,2,1,21.5,11,0,0
/global/archives/tag/ivancsa,2,1,1,2,8,9,0,0
/global/archives/tag/jee-dong-seob,2,2,2,1,41.5,11,0,0
/global/archives/tag/lubricant,2,2,1,2,19,9,0,0
/global/archives/tag/nmc,2,2,2,1,0,7,0,0
/global/archives/tag/pbat,2,2,2,1,37,9,0,0
/global/archives/tag/pouch-type-battery,2,1,1,2,27,8,0,0
/global/archives/tag/pyrolysis,2,2,2,1,13,8,0,0
/global/archives/tag/recycle,2,2,2,1,32,10,0,0
/global/archives/tag/rosewell,2,2,2,1,0,7,0,0
/global/archives/tag/skbh,2,2,2,1,34.5,10,0,0
/global/archives/tag/skgca,2,2,2,1,5,8,0,0
/global/archives/tag/skoh,2,2,2,1,3.5,8,0,0
/global/archives/tag/yubase,2,2,2,1,8,8,0,0
/global/archives/10159,1,1,1,1,0,4,0,0
/global/archives/10254,1,1,1,1,61,6,0,0
/global/archives/10310,1,1,1,1,5,5,0,0
/global/archives/10404,1,1,1,1,16,4,0,0
/global/archives/1043,1,1,1,1,6,6,0,0
/global/archives/10478,1,1,1,1,0,3,0,0
/global/archives/10511,1,1,1,1,37,6,0,0
/global/archives/10680,1,1,1,1,110,3,0,0
/global/archives/10802,1,1,1,1,4,5,0,0
/global/archives/10835,1,2,1,1,0,6,0,0
/global/archives/11004,1,1,1,1,92,4,0,0
/global/archives/11286,1,1,1,1,0,2,0,0
/global/archives/1131,1,1,1,1,0,4,0,0
/global/archives/11415,1,1,1,1,25,4,0,0
/global/archives/11486,1,1,1,1,2,4,0,0
/global/archives/11512,1,1,1,1,0,4,0,0
/global/archives/11527,1,1,1,1,80,5,0,0
/global/archives/11683,1,1,1,1,64,6,0,0
/global/archives/11830,1,1,1,1,0,4,0,0
/global/archives/12044,1,1,1,1,29,2,0,0
/global/archives/12072,1,1,1,1,102,5,0,0
/global/archives/12147,1,1,1,1,21,5,0,0
/global/archives/12293,1,1,1,1,10,4,0,0
/global/archives/12389,1,1,1,1,20,5,0,0
/global/archives/12471,1,2,1,1,0,6,0,0
/global/archives/12475,1,1,1,1,76,5,0,0
/global/archives/12878,1,1,1,1,21,4,0,0
/global/archives/13184,1,1,1,1,0,4,0,0
/global/archives/13256,1,1,1,1,53,4,0,0
/global/archives/13313,1,2,1,1,1,5,0,0
/global/archives/13413,1,1,1,1,5,4,0,0
/global/archives/13595/6-9_900,1,1,1,1,15,5,0,0
/global/archives/13879,1,1,1,1,0,3,0,0
/global/archives/13881,1,1,1,1,18,4,0,0
/global/archives/14193,1,1,0,0,0,3,0,0
/global/archives/14219,1,1,1,1,34,3,0,0
/global/archives/14264,1,2,1,1,0,6,0,0
/global/archives/14302,1,1,1,1,12,6,0,0
/global/archives/14354,1,1,1,1,0,3,0,0
/global/archives/14588,1,1,1,1,8,4,0,0
/global/archives/14628,1,1,1,1,2,4,0,0
/global/archives/14668,1,1,1,1,0,3,0,0
/global/archives/14688,1,1,1,1,26,5,0,0
/global/archives/14800,1,1,1,1,7,4,0,0
/global/archives/15067,1,1,1,1,4,4,0,0
/global/archives/15153,1,1,1,1,2,4,0,0
/global/archives/15409,1,1,1,1,43,6,0,0
/global/archives/15462,1,1,1,1,7,5,0,0
/global/archives/15497,1,1,1,1,0,3,0,0
/global/archives/15592,1,1,1,1,0,3,0,0
/global/archives/15760,1,1,1,1,8,5,0,0
/global/archives/15840,1,1,1,1,57,5,0,0
/global/archives/16073,1,1,1,1,37,4,0,0
/global/archives/16563,1,1,1,1,94,4,0,0
/global/archives/16624,1,1,1,1,14,5,0,0
/global/archives/16810,1,1,1,1,3,4,0,0
/global/archives/1722,1,1,1,1,95,5,0,0
/global/archives/2293,1,1,1,1,63,5,0,0
/global/archives/2448,1,1,1,1,74,4,0,0
/global/archives/253,1,1,1,1,77,4,0,0
/global/archives/2568,1,1,1,1,0,4,0,0
/global/archives/3292,1,1,1,1,26,5,0,0
/global/archives/3304,1,1,1,1,34,5,0,0
/global/archives/3393,1,1,1,1,100,5,0,0
/global/archives/3689,1,2,1,1,0,6,0,0
/global/archives/3830,1,1,1,1,11,5,0,0
/global/archives/4482,1,1,1,1,12,4,0,0
/global/archives/479,1,1,1,1,10,4,0,0
/global/archives/4900,1,1,1,1,0,3,0,0
/global/archives/497,1,1,1,1,18,6,0,0
/global/archives/5016,1,1,1,1,8,4,0,0
/global/archives/5119,1,1,1,1,4,5,0,0
/global/archives/5146,1,2,1,1,1,6,0,0
/global/archives/5234,1,1,1,1,0,4,0,0
/global/archives/576,1,1,1,1,0,4,0,0
/global/archives/5853,1,2,1,1,51,3,0,0
/global/archives/5944,1,2,1,1,0,6,0,0
/global/archives/6090,1,1,1,1,0,3,0,0
/global/archives/6313,1,1,1,1,14,4,0,0
/global/archives/6329,1,1,1,1,0,2,0,0
/global/archives/6436,1,1,1,1,18,5,0,0
/global/archives/6517,1,1,1,1,13,6,0,0
/global/archives/653,1,1,1,1,0,4,0,0
/global/archives/6710,1,1,1,1,41,5,0,0
/global/archives/7215,1,1,1,1,16,6,0,0
/global/archives/7292,1,1,1,1,132,5,0,0
/global/archives/7302,1,1,1,1,0,2,0,0
/global/archives/7319,1,1,1,1,0,4,0,0
/global/archives/733,1,1,1,1,0,4,0,0
/global/archives/7463,1,4,1,1,0,10,0,0
/global/archives/7633,1,1,1,1,0,4,0,0
/global/archives/7670,1,1,1,1,25,5,0,0
/global/archives/7710,1,1,1,1,25,5,0,0
/global/archives/7808,1,1,1,1,0,2,0,0
/global/archives/7870,1,1,1,1,17,4,0,0
/global/archives/7961,1,1,1,1,278,5,0,0
/global/archives/7979,1,1,1,1,6,5,0,0
/global/archives/7991,1,1,1,1,18,5,0,0
/global/archives/8022,1,1,1,1,0,3,0,0
/global/archives/8067,1,1,1,1,25,6,0,0
/global/archives/8168,1,1,1,1,0,4,0,0
/global/archives/8298,1,1,1,1,0,2,0,0
/global/archives/8327,1,1,1,1,0,4,0,0
/global/archives/8599,1,2,1,1,0,6,0,0
/global/archives/8914,1,1,1,1,41,5,0,0
/global/archives/9079,1,1,1,1,56,4,0,0
/global/archives/9129,1,1,1,1,3,5,0,0
/global/archives/9480,1,2,1,1,0,6,0,0
/global/archives/9493,1,1,1,1,72,4,0,0
/global/archives/9509,1,2,1,1,0,5,0,0
/global/archives/9519,1,1,1,1,0,4,0,0
/global/archives/9648,1,1,1,1,93,6,0,0
/global/archives/9715,1,1,1,1,25,5,0,0
/global/archives/9998,1,1,1,1,15,5,0,0
/global/archives/category/ces/previous,1,1,1,1,24,4,0,0
/global/archives/category/corporate/sk-incheon-petrochem,1,1,1,1,5,3,0,0
/global/archives/category/corporate/sk-rading-international,1,1,1,1,9,3,0,0
/global/archives/category/insight/expert-voice,1,1,1,1,41,4,0,0
/global/archives/category/people/onsite-report,1,1,1,1,21,3,0,0
/global/archives/category/social-value/csr-program,1,1,1,1,54,4,0,0
/global/archives/tag/baas,1,2,1,1,15,4,0,0
/global/archives/tag/carbon-capture,1,2,1,1,30,5,0,0
/global/archives/tag/carbon-neutrality,1,1,1,1,11,5,0,0
/global/archives/tag/cdp,1,1,1,1,4,5,0,0
/global/archives/tag/ces-2023,1,1,1,1,18,5,0,0
/global/archives/tag/charging,1,2,1,1,4,4,0,0
/global/archives/tag/china-ev-100-forum,1,1,1,1,10,5,0,0
/global/archives/tag/e-mobility,1,1,1,1,0,3,0,0
/global/archives/tag/ek-energy,1,1,1,1,2,5,0,0
/global/archives/tag/envirun-for-the-earth,1,1,1,1,2,3,0,0
/global/archives/tag/fcw,1,1,1,1,44,6,0,0
/global/archives/tag/global-boiling,1,1,1,1,9,4,0,0
/global/archives/tag/hungary,1,1,1,1,75,6,0,0
/global/archives/tag/inspire-happiness,1,1,1,1,20,4,0,0
/global/archives/tag/jva,1,1,1,1,5,5,0,0
/global/archives/tag/kaiwa,1,1,1,1,3,5,0,0
/global/archives/tag/komarom,1,1,1,1,8,5,0,0
/global/archives/tag/korea-hydro-nuclear-power,1,2,1,1,0,6,0,0
/global/archives/tag/lac-da-trang,1,1,1,1,6,4,0,0
/global/archives/tag/liquid-immersion-cooling-system,1,1,1,1,6,6,0,0
/global/archives/tag/ncm9,1,1,1,1,9,4,0,0
/global/archives/tag/nft,1,1,1,1,6,6,0,0
/global/archives/tag/plastic-energy,1,1,1,1,14,4,0,0
/global/archives/tag/plastic-recycling,1,1,1,1,4,4,0,0
/global/archives/tag/pm-cic,1,1,1,1,6,5,0,0
/global/archives/tag/purecycle-technologies,1,1,1,1,117,5,0,0
/global/archives/tag/quebec,1,1,1,1,13,4,0,0
/global/archives/tag/singapore,1,1,1,1,44,6,0,0
/global/archives/tag/sk-battery-america,1,1,1,1,4,4,0,0
/global/archives/tag/sk-gc-americas,1,1,1,1,8,6,0,0
/global/archives/tag/sk-geo-centric,1,1,1,1,13,4,0,0
/global/archives/tag/sk-group,1,1,1,1,11,5,0,0
/global/archives/tag/sk-hi-tech-battery-materials-poland,1,1,1,1,15,6,0,0
/global/archives/tag/sk-innovation,1,1,1,1,29,4,0,0
/global/archives/tag/sk-tank-terminal,1,1,1,1,10,4,0,0
/global/archives/tag/skbm,1,1,1,1,7,5,0,0
/global/archives/tag/skbmc,1,1,0,0,0,3,0,0
/global/archives/tag/skbmp,1,1,1,1,0,4,0,0
/global/archives/tag/sk综合化学,1,2,1,1,0,6,0,0
/global/archives/tag/solid-power,1,1,1,1,20,5,0,0
/global/archives/tag/ulsan-complex,1,1,1,1,13,4,0,0
/global/archives/tag/yukong,1,1,1,1,1,5,0,0
/global/privacy-policy,1,1,1,1,27,3,0,0
/global/archives/9631,0,1,1,0,0,2,0,0
