# ----------------------------------------
# 보고서 CSV 내보내기
# 계정: skinno global
# 속성: skinno 글로벌 - GA4
# ----------------------------------------
# 
# 모든 사용자
# 시작일: 20240909
# 종료일: 20240915
페이지 경로 및 화면 클래스,세션 소스,조회수,세션수,활성 사용자,활성 사용자당 조회수,활성 사용자당 평균 참여 시간,이벤트 수,주요 이벤트,총 수익
/global/archives/19045,google,9111,7181,6529,1.3954663807627508,4.654005207535611,34937,0,0
/pagead/aclk,google,423,170,151,2.801324503311258,0,1060,0,0
/global/archives/19045,(direct),355,261,243,1.4609053497942386,15.304526748971194,1342,0,0
/global/,google,159,116,107,1.485981308411215,17.1588785046729,567,0,0
/global/archives/19078,(direct),147,140,121,1.2148760330578512,29.34710743801653,607,0,0
/global/,(direct),111,87,71,1.5633802816901408,25.211267605633804,453,0,0
/global/latestnews,(direct),99,95,90,1.1,18.27777777777778,376,0,0
/global/archives/19078,google,83,81,67,1.2388059701492538,37.83582089552239,358,0,0
/global/archives/18546,google,60,69,39,1.5384615384615385,72.84615384615384,272,0,0
/global/archives/9910,google,56,53,45,1.2444444444444445,69.31111111111112,248,0,0
/global/archives/19078,linkedin.com,54,53,48,1.125,17.8125,235,0,0
/global/latestnews,google,44,39,12,3.6666666666666665,19.25,153,0,0
/global/archives/18546,(direct),37,39,32,1.15625,36.375,158,0,0
/global/archives/19045,linkedin.com,37,35,26,1.4230769230769231,22.26923076923077,163,0,0
/global/archives/17426,google,32,30,25,1.28,33.6,148,0,0
/global/archives/category/press-room/financial-results,google,32,20,14,2.2857142857142856,27.5,128,0,0
/global/archives/category/corporates/sk-earthon,google,31,21,21,1.4761904761904763,15.047619047619047,113,0,0
/global/,linkedin.com,29,18,7,4.142857142857143,39.57142857142857,110,0,0
/global/archives/18107,google,26,27,26,1,90.38461538461539,123,0,0
/global/archives/4921,google,26,25,18,1.4444444444444444,23.333333333333332,106,0,0
/global/archives/6216,google,26,28,19,1.368421052631579,44.89473684210526,124,0,0
/global/,googleadservices.com,25,20,19,1.3157894736842106,0,64,0,0
/global/,skinnovation.com,25,16,15,1.6666666666666667,66.93333333333334,108,0,0
/global/archives/6377,google,25,27,23,1.0869565217391304,10.26086956521739,107,0,0
/global/archives/category/press-room/press-release,(direct),24,23,13,1.8461538461538463,48.38461538461539,89,0,0
/global/archives/18608,google,23,16,13,1.7692307692307692,80.76923076923077,89,0,0
/global/archives/18659,google,23,18,14,1.6428571428571428,51.785714285714285,85,0,0
/global/,eng.skearthon.com,22,14,13,1.6923076923076923,20.53846153846154,101,0,0
/global/archives/category/press-room/press-release,google,22,19,19,1.1578947368421053,15.947368421052632,90,0,0
/global/archives/17426,(direct),20,18,13,1.5384615384615385,32.76923076923077,76,0,0
/global/archives/17595,google,20,24,16,1.25,33.5,91,0,0
/global/archives/category/corporate/sk-energy,skenergy.com,20,18,17,1.1764705882352942,11.705882352941176,90,0,0
/global/archives/19045,statics.teams.cdn.office.net,19,18,11,1.7272727272727273,71.27272727272727,83,0,0
/global/archives/category/corporates,google,19,16,13,1.4615384615384615,24.846153846153847,73,0,0
/global/archives/category/corporates/sk-innovation,google,19,18,16,1.1875,11,71,0,0
/global/archives/19078,skenergy.com,18,19,14,1.2857142857142858,42.92857142857143,65,0,0
/global/archives/18770,google,17,21,13,1.3076923076923077,110.23076923076923,62,0,0
/global/archives/11807,google,16,13,9,1.7777777777777777,62.22222222222222,69,0,0
/global/archives/17216,google,16,18,15,1.0666666666666667,19.866666666666667,67,0,0
/global/archives/category/corporates,skinnovation.com,16,5,4,4,42.75,63,0,0
/global/archives/13780,google,15,17,13,1.1538461538461537,15.23076923076923,68,0,0
/global/archives/16532,google,14,14,7,2,35,50,0,0
/global/archives/17623,google,14,14,12,1.1666666666666667,11.166666666666666,56,0,0
/global/archives/3820,google,14,15,12,1.1666666666666667,23.75,64,0,0
/global/archives/category/corporates/sk-on,google,14,13,10,1.4,22.8,53,0,0
/global/archives/category/people,(direct),14,13,12,1.1666666666666667,10.75,54,0,0
/global/archives/tag/malaysia,google,14,12,12,1.1666666666666667,8.583333333333334,42,0,0
/global/archives/15490,google,13,16,12,1.0833333333333333,10.5,57,0,0
/global/archives/19045,eng.skearthon.com,13,17,12,1.0833333333333333,63.25,53,0,0
/global/archives/category/press-room,(direct),13,9,7,1.8571428571428572,10.857142857142858,47,0,0
/global/archives/12022,google,12,11,11,1.0909090909090908,34.81818181818182,59,0,0
/global/archives/12106,google,12,14,6,2,16.833333333333332,50,0,0
/global/archives/15374,google,12,10,8,1.5,91.125,45,0,0
/global/archives/15937,google,12,12,5,2.4,186.6,45,0,0
/global/archives/16448,google,12,11,8,1.5,15.875,54,0,0
/global/archives/category/corporate/sk-geo-centric,(direct),12,8,5,2.4,66.6,47,0,0
/global/archives/12147,google,11,12,10,1.1,60.4,50,0,0
/global/archives/19078,statics.teams.cdn.office.net,11,14,7,1.5714285714285714,39.142857142857146,54,0,0
/global/archives/9509,google,11,7,5,2.2,85.4,44,0,0
/global/archives/category/corporates/sk-geo-centric,(direct),11,3,3,3.6666666666666665,44.666666666666664,40,0,0
/global/archives/category/corporates/sk-geo-centric,google,11,7,6,1.8333333333333333,24.166666666666668,36,0,0
/global/archives/category/insight,(direct),11,12,11,1,10.727272727272727,45,0,0
/global/archives/category/people,google,11,9,9,1.2222222222222223,10,40,0,0
/global/archives/15259,(direct),10,10,10,1,0,39,0,0
/global/archives/17499,google,10,10,9,1.1111111111111112,103.66666666666667,43,0,0
/global/archives/17569,(direct),10,10,9,1.1111111111111112,0.5555555555555556,39,0,0
/global/archives/18283,google,10,12,9,1.1111111111111112,16.22222222222222,43,0,0
/global/archives/18770,skinnovation.com,10,8,5,2,48.8,45,0,0
/global/archives/19045,bing,10,9,9,1.1111111111111112,72.55555555555556,52,0,0
/global/archives/9910,(direct),10,8,8,1.25,5.75,37,0,0
/global/archives/category/corporate/sk-enmove,skenmove.com,10,7,6,1.6666666666666667,33,44,0,0
/global/archives/category/press-room/financial-results,(direct),10,7,7,1.4285714285714286,19,37,0,0
/global/archives/tag/financial-results,google,10,4,3,3.3333333333333335,13.333333333333334,38,0,0
/global/archives/15687,google,9,8,7,1.2857142857142858,36.714285714285715,40,0,0
/global/archives/16060,google,9,12,7,1.2857142857142858,4.714285714285714,39,0,0
/global/archives/16154,google,9,9,6,1.5,12.333333333333334,32,0,0
/global/archives/16286,(direct),9,9,9,1,0,36,0,0
/global/archives/16376,google,9,10,9,1,128.88888888888889,43,0,0
/global/archives/17356,google,9,8,7,1.2857142857142858,29.714285714285715,42,0,0
/global/archives/18301,google,9,8,7,1.2857142857142858,31.428571428571427,39,0,0
/global/archives/18546,bing,9,8,4,2.25,96.25,29,0,0
/global/archives/18608,(direct),9,7,6,1.5,67.5,41,0,0
/global/archives/18753,google,9,11,6,1.5,36.166666666666664,31,0,0
/global/archives/19078,ozmailer.com,9,6,6,1.5,0.3333333333333333,32,0,0
/global/archives/category/corporates/sk-innovation,(direct),9,7,6,1.5,6.5,33,0,0
