# ----------------------------------------
# 보고서 CSV 내보내기
# 계정: skinno global
# 속성: skinno 글로벌 - GA4
# ----------------------------------------
# 
# 모든 사용자
# 시작일: 20240909
# 종료일: 20240915
페이지 경로 및 화면 클래스,국가,조회수,세션수,활성 사용자,활성 사용자당 조회수,활성 사용자당 평균 참여 시간,이벤트 수,주요 이벤트,총 수익
/global/archives/19045,Vietnam,5494,4591,4269,1.2869524478800656,4.089248067463106,21517,0,0
/global/archives/19045,Malaysia,3762,2709,2373,1.5853350189633375,6.061525495153814,13981,0,0
/pagead/aclk,Vietnam,423,171,153,2.764705882352941,0,1061,0,0
/global/,Vietnam,108,73,70,1.542857142857143,9.6,324,0,0
/global/,South Korea,87,55,35,2.4857142857142858,16.085714285714285,358,0,0
/global/latestnews,China,83,96,97,0.8556701030927835,19.556701030927837,332,0,0
/global/archives/19045,United States,72,72,71,1.0140845070422535,6.323943661971831,252,0,0
/global/archives/19045,Singapore,59,59,44,1.3409090909090908,34.40909090909091,254,0,0
/global/archives/19078,Singapore,51,47,39,1.3076923076923077,30.333333333333332,216,0,0
/global/archives/9910,Malaysia,48,42,40,1.2,65.675,212,0,0
/global/archives/19045,South Korea,44,41,27,1.6296296296296295,30.22222222222222,173,0,0
/global/archives/19078,South Korea,42,39,36,1.1666666666666667,25.86111111111111,168,0,0
/global/,United Kingdom,39,35,34,1.1470588235294117,7.235294117647059,162,0,0
/global/archives/19078,India,38,41,30,1.2666666666666666,43.46666666666667,170,0,0
/global/archives/19078,United States,38,39,34,1.1176470588235294,16.529411764705884,158,0,0
/global/archives/19045,India,33,36,24,1.375,77.125,138,0,0
/global/archives/19045,(not set),32,32,32,1,0,128,0,0
/global/,Japan,31,11,10,3.1,69,133,0,0
/global/archives/19078,China,27,17,16,1.6875,54.1875,95,0,0
/global/latestnews,Germany,27,25,1,27,17,86,0,0
/global/archives/19078,United Kingdom,26,24,18,1.4444444444444444,26.88888888888889,113,0,0
/global/archives/4921,United States,26,25,18,1.4444444444444444,23.333333333333332,106,0,0
/global/archives/19078,Japan,25,24,18,1.3888888888888888,45.333333333333336,108,0,0
/global/,Malaysia,23,21,20,1.15,20.2,80,0,0
/global/archives/17426,United States,22,24,20,1.1,62.5,100,0,0
/global/archives/19045,Indonesia,20,17,8,2.5,19.375,69,0,0
/global/,United States,19,17,16,1.1875,24.3125,87,0,0
/global/archives/19078,Malaysia,19,20,17,1.1176470588235294,15.352941176470589,81,0,0
/global/archives/18546,Singapore,16,21,14,1.1428571428571428,127.78571428571429,79,0,0
/global/archives/19045,United Kingdom,16,19,17,0.9411764705882353,31.529411764705884,70,0,0
/global/archives/18546,United States,15,17,12,1.25,24,67,0,0
/global/latestnews,South Korea,15,12,7,2.142857142857143,22.428571428571427,58,0,0
/global/archives/18546,United Kingdom,14,15,7,2,21.142857142857142,59,0,0
/global/archives/category/corporates/sk-earthon,Malaysia,14,10,10,1.4,17.7,49,0,0
/global/archives/category/corporates/sk-earthon,Vietnam,14,12,12,1.1666666666666667,17,51,0,0
/global/archives/category/press-room/press-release,India,14,11,8,1.75,12.75,55,0,0
/global/archives/11807,Japan,13,7,4,3.25,80.5,49,0,0
/global/archives/18546,South Korea,13,16,10,1.3,43.8,63,0,0
/global/archives/18608,United States,13,10,8,1.625,75,48,0,0
/global/archives/category/press-room/press-release,Japan,13,12,6,2.1666666666666665,29,51,0,0
/global/,Indonesia,12,5,2,6,131.5,58,0,0
/global/archives/18546,India,12,18,8,1.5,79.875,53,0,0
/global/archives/19078,Netherlands,12,13,12,1,69.33333333333333,53,0,0
/global/archives/category/corporates,Japan,12,6,6,2,27.666666666666668,46,0,0
/global/,India,11,6,6,1.8333333333333333,20,42,0,0
/global/archives/18546,Japan,11,11,8,1.375,38.625,44,0,0
/global/archives/category/corporate/sk-geo-centric,Japan,11,7,3,3.6666666666666665,105,41,0,0
/global/archives/category/press-room,Singapore,11,8,5,2.2,13.6,40,0,0
/global/,China,10,6,6,1.6666666666666667,219.5,38,0,0
/global/archives/13780,Singapore,10,5,3,3.3333333333333335,73.66666666666667,31,0,0
/global/archives/15259,United States,10,10,10,1,0.1,39,0,0
/global/archives/16286,United States,10,10,10,1,0,40,0,0
/global/archives/17426,China,10,7,4,2.5,100.75,37,0,0
/global/archives/17426,India,10,10,7,1.4285714285714286,17.857142857142858,43,0,0
/global/archives/17426,Singapore,10,9,5,2,44,40,0,0
/global/archives/17623,South Korea,10,10,8,1.25,11.875,43,0,0
/global/archives/19078,Indonesia,10,12,8,1.25,18.75,46,0,0
/global/archives/6216,United States,10,11,7,1.4285714285714286,49.142857142857146,51,0,0
/global/archives/category/corporates/sk-on,Japan,10,5,3,3.3333333333333335,63.333333333333336,37,0,0
/global/archives/category/press-room/financial-results,United States,10,8,7,1.4285714285714286,5.857142857142857,37,0,0
/global/archives/tag/malaysia,Vietnam,10,10,10,1,7.6,29,0,0
/global/,Poland,9,10,3,3,9.333333333333334,35,0,0
/global/,Singapore,9,10,8,1.125,6.75,39,0,0
/global/,Thailand,9,5,4,2.25,83.5,38,0,0
/global/archives/15490,Canada,9,7,7,1.2857142857142858,44.857142857142854,34,0,0
/global/archives/16463,United States,9,10,8,1.125,17.875,40,0,0
/global/archives/17569,South Korea,9,9,9,1,10.11111111111111,42,0,0
/global/archives/19045,Japan,9,9,8,1.125,33.25,40,0,0
/global/archives/category/corporates/sk-geo-centric,Japan,9,2,2,4.5,50,33,0,0
