# ----------------------------------------
# 보고서 CSV 내보내기
# 계정: SK이노베이션(한글)
# 속성: SK이노베이션 - GA4
# ----------------------------------------
# 
# 모든 사용자
# 시작일: 20240503
# 종료일: 20240503
기기 카테고리,페이지 경로 및 화면 클래스,총 사용자,새 사용자 수,조회수
mobile,/archives/32828,42,39,55
desktop,/,70,27,137
desktop,/archives/84588,27,19,30
mobile,/archives/115020,21,18,22
desktop,/archives/113797,16,13,17
mobile,/,21,13,45
mobile,/archives/83720,12,11,12
mobile,/archives/25903,11,10,14
desktop,/archives/32828,8,8,8
desktop,/archives/96864,9,8,9
mobile,/archives/84588,8,8,10
desktop,/archives/103947,10,7,13
desktop,/archives/49884,8,7,9
desktop,/archives/83720,10,7,14
desktop,/archives/104002,9,6,9
mobile,/archives/96864,6,6,6
desktop,/archives/65154,5,5,5
mobile,/archives/104002,5,5,5
mobile,/archives/23352,5,5,5
mobile,/archives/49884,6,5,7
mobile,/archives/85006,5,5,5
desktop,/archives/110323,4,4,4
desktop,/archives/113998,6,4,6
desktop,/archives/114094,5,4,5
desktop,/archives/114118,8,4,8
mobile,/archives/113797,4,4,4
mobile,/archives/24686,4,4,5
mobile,/archives/25579,5,4,5
desktop,/archives/100739,3,3,4
desktop,/archives/104049,4,3,4
desktop,/archives/107142,3,3,5
desktop,/archives/10815,3,3,3
desktop,/archives/111978,4,3,4
desktop,/archives/114138,8,3,12
desktop,/archives/114931,8,3,15
desktop,/archives/114973,6,3,6
desktop,/archives/115020,10,3,15
desktop,/archives/12929,3,3,3
desktop,/archives/18301,3,3,3
desktop,/archives/48028,7,3,6
desktop,/archives/87738,3,3,6
desktop,/archives/8935,3,3,3
mobile,/archives/102285,3,3,4
mobile,/archives/10963,3,3,3
mobile,/archives/114973,3,3,3
mobile,/archives/18301,3,3,3
mobile,/archives/2624,3,3,3
mobile,/archives/category/business/sk-on,5,3,5
desktop,/archives/100327,2,2,2
desktop,/archives/100667,5,2,8
desktop,/archives/103336,2,2,2
desktop,/archives/103803,2,2,2
desktop,/archives/104439,2,2,2
desktop,/archives/105131,4,2,4
desktop,/archives/10557,2,2,3
desktop,/archives/105770,3,2,3
desktop,/archives/109462,2,2,2
desktop,/archives/109888,3,2,3
desktop,/archives/110206,2,2,2
desktop,/archives/112487,6,2,6
desktop,/archives/113159,2,2,2
desktop,/archives/114632,5,2,7
desktop,/archives/114999,15,2,17
desktop,/archives/11993,2,2,2
desktop,/archives/13718,3,2,3
desktop,/archives/15214,2,2,3
desktop,/archives/24078,2,2,2
desktop,/archives/24660,2,2,2
desktop,/archives/25903,4,2,6
desktop,/archives/36237,3,2,3
desktop,/archives/45433,3,2,3
desktop,/archives/47192,2,2,2
desktop,/archives/47699,2,2,2
desktop,/archives/51077,3,2,3
desktop,/archives/59030,2,2,2
desktop,/archives/72552,2,2,3
desktop,/archives/73326,3,2,3
desktop,/archives/7348,2,2,2
desktop,/archives/74262,3,2,5
desktop,/archives/77592/201112_상식in_최초의합성석유_카드뉴스_03-2,2,2,2
desktop,/archives/78785,2,2,2
desktop,/archives/8269,2,2,2
desktop,/archives/8422,2,2,2
desktop,/archives/8448,2,2,2
desktop,/archives/84762,3,2,3
desktop,/archives/85278,3,2,3
desktop,/archives/9049,2,2,2
desktop,/archives/94311,2,2,2
desktop,/archives/95380,2,2,2
desktop,/archives/9562,2,2,2
desktop,/archives/96454,4,2,4
desktop,/archives/97077,2,2,2
desktop,/archives/98605,2,2,2
desktop,/archives/98610,3,2,5
desktop,/archives/99361,5,2,6
desktop,/archives/category/business/sk-enmove,9,2,13
desktop,/archives/tag/sk이노베이션-울산complex,2,2,3
mobile,/archives/105883,2,2,2
mobile,/archives/111387,2,2,2
mobile,/archives/114094,2,2,2
mobile,/archives/14965,2,2,2
mobile,/archives/20723,2,2,2
mobile,/archives/28045,2,2,3
mobile,/archives/28782,2,2,2
mobile,/archives/31846,2,2,2
mobile,/archives/33788,2,2,5
mobile,/archives/34678,2,2,2
mobile,/archives/38706,2,2,2
mobile,/archives/51614,2,2,2
