# ----------------------------------------
# 보고서 CSV 내보내기
# 계정: SK이노베이션(한글)
# 속성: SK이노베이션 - GA4
# ----------------------------------------
# 
# 모든 사용자
# 시작일: 20240501
# 종료일: 20240501
기기 카테고리,페이지 경로 및 화면 클래스,총 사용자,새 사용자 수,조회수
mobile,/archives/32828,51,48,59
desktop,/,36,20,42
mobile,/archives/114973,24,20,28
mobile,/archives/23352,18,17,20
desktop,/archives/84588,18,12,20
desktop,/archives/104002,12,10,12
desktop,/archives/32828,11,10,11
mobile,/archives/96864,12,10,13
mobile,/archives/24686,9,9,9
desktop,/archives/113797,9,8,14
mobile,/archives/85006,9,8,10
desktop,/archives/36237,6,6,7
desktop,/archives/88269,6,6,8
mobile,/,11,6,16
desktop,/archives/107142,6,5,6
desktop,/archives/114973,8,5,8
desktop,/archives/48279,5,5,5
mobile,/archives/16295,5,5,6
desktop,/archives/103947,8,4,8
desktop,/archives/105131,4,4,5
desktop,/archives/112487,4,4,5
desktop,/archives/48028,4,4,6
desktop,/archives/8502,4,4,4
mobile,/archives/113998,6,4,6
desktop,/archives/100159,3,3,3
desktop,/archives/112580,3,3,5
desktop,/archives/114065,3,3,3
desktop,/archives/17285,3,3,3
desktop,/archives/23352,3,3,3
desktop,/archives/47000,3,3,3
desktop,/archives/59457,3,3,4
desktop,/archives/83720,3,3,3
desktop,/archives/8422,3,3,3
desktop,/archives/96864,4,3,3
mobile,/archives/34355,3,3,5
mobile,/archives/34678,3,3,3
mobile,/archives/84588,4,3,5
mobile,/archives/9049,3,3,3
mobile,/archives/9782,3,3,3
tablet,/archives/36237,3,3,5
desktop,/archives/100667,2,2,2
desktop,/archives/110975,3,2,3
desktop,/archives/111387,2,2,2
desktop,/archives/112418,3,2,4
desktop,/archives/112908,2,2,2
desktop,/archives/113159,3,2,2
desktop,/archives/113998,2,2,2
desktop,/archives/114094,2,2,3
desktop,/archives/114153,2,2,3
desktop,/archives/114632,4,2,5
desktop,/archives/114999,5,2,5
desktop,/archives/13682,2,2,2
desktop,/archives/14136,2,2,2
desktop,/archives/15214,3,2,3
desktop,/archives/21277,2,2,2
desktop,/archives/22283,2,2,2
desktop,/archives/24686,2,2,3
desktop,/archives/26186,2,2,2
desktop,/archives/50898,2,2,2
desktop,/archives/73127,2,2,2
desktop,/archives/73751,2,2,2
desktop,/archives/78553,2,2,2
desktop,/archives/8355,2,2,2
desktop,/archives/8482,2,2,2
desktop,/archives/90522,2,2,2
desktop,/archives/91050,3,2,3
desktop,/archives/98610,2,2,3
desktop,/archives/category/field-news,5,2,5
desktop,/archives/category/industry-and-insight,2,2,2
mobile,/archives/104002,2,2,2
mobile,/archives/10963,2,2,2
mobile,/archives/111387,2,2,2
mobile,/archives/112908,2,2,2
mobile,/archives/113289,3,2,3
mobile,/archives/114094,2,2,2
mobile,/archives/114773,3,2,3
mobile,/archives/11955,2,2,2
mobile,/archives/21277,2,2,2
mobile,/archives/36348,2,2,3
mobile,/archives/45433,2,2,2
mobile,/archives/48028,2,2,3
mobile,/archives/57901,2,2,2
mobile,/archives/61743,2,2,2
mobile,/archives/76541,2,2,2
mobile,/archives/83571,2,2,2
mobile,/archives/8935,2,2,2
mobile,/archives/89977,2,2,30
mobile,/archives/97463,2,2,2
mobile,/archives/98107,2,2,3
desktop,/archives/100197,1,1,1
desktop,/archives/100222,1,1,1
desktop,/archives/100999,1,1,1
desktop,/archives/101462,1,1,2
desktop,/archives/103803,1,1,1
desktop,/archives/105384,1,1,1
desktop,/archives/105440,1,1,2
desktop,/archives/105499,1,1,1
desktop,/archives/10557,1,1,1
desktop,/archives/105821,1,1,1
desktop,/archives/106345,1,1,1
desktop,/archives/106868,2,1,1
desktop,/archives/107557,1,1,1
desktop,/archives/107738,1,1,1
desktop,/archives/107793,1,1,1
desktop,/archives/10815,1,1,1
desktop,/archives/108755,1,1,3
desktop,/archives/109888,1,1,1
desktop,/archives/110382,1,1,1
desktop,/archives/110425,1,1,1
desktop,/archives/110675,1,1,1
desktop,/archives/111831,4,1,6
desktop,/archives/111978,1,1,1
desktop,/archives/112544,1,1,1
desktop,/archives/113663,1,1,1
desktop,/archives/11371,1,1,1
desktop,/archives/113952,1,1,1
desktop,/archives/114052,2,1,3
desktop,/archives/114138,1,1,1
desktop,/archives/114172,1,1,2
desktop,/archives/114221,1,1,1
desktop,/archives/114608,1,1,1
desktop,/archives/11848,1,1,1
desktop,/archives/14875,1,1,1
desktop,/archives/17256,1,1,1
desktop,/archives/18301,1,1,1
desktop,/archives/18414,1,1,1
desktop,/archives/19728,1,1,1
desktop,/archives/20263,1,1,1
desktop,/archives/21354,1,1,1
desktop,/archives/22310,1,1,1
desktop,/archives/22805,1,1,1
desktop,/archives/2410,1,1,1
desktop,/archives/24874,1,1,1
desktop,/archives/2505,1,1,1
desktop,/archives/25194,1,1,1
desktop,/archives/25579,2,1,2
desktop,/archives/25903,1,1,2
desktop,/archives/26127,1,1,2
desktop,/archives/2624,1,1,1
desktop,/archives/28045,1,1,1
desktop,/archives/28782,1,1,1
desktop,/archives/29674,1,1,2
desktop,/archives/35099,1,1,1
desktop,/archives/36434,1,1,1
desktop,/archives/45433,1,1,1
desktop,/archives/47192,1,1,1
desktop,/archives/47741,1,1,1
desktop,/archives/48690,1,1,2
desktop,/archives/48881,1,1,2
desktop,/archives/49234,1,1,1
desktop,/archives/49884,3,1,5
desktop,/archives/50688,1,1,1
desktop,/archives/50750/190329_나이노이야기_2년차주니어사원_인터뷰_하민영-2,1,1,1
desktop,/archives/51614,1,1,1
desktop,/archives/51746,1,1,1
desktop,/archives/53520,2,1,1
desktop,/archives/53704,1,1,1
desktop,/archives/53791,1,1,1
desktop,/archives/54522,1,1,1
desktop,/archives/55097,1,1,1
desktop,/archives/55181,1,1,1
desktop,/archives/56262,1,1,2
desktop,/archives/57820,1,1,1
desktop,/archives/57901,1,1,1
desktop,/archives/59136,2,1,2
desktop,/archives/59768,1,1,1
desktop,/archives/61110,1,1,1
desktop,/archives/61743,1,1,1
desktop,/archives/62178,1,1,1
desktop,/archives/64304,1,1,1
desktop,/archives/64469,1,1,1
desktop,/archives/64647,1,1,1
desktop,/archives/65154,1,1,2
desktop,/archives/6654,1,1,1
desktop,/archives/69107,1,1,1
desktop,/archives/69205,1,1,1
desktop,/archives/70048,1,1,1
desktop,/archives/70521,1,1,1
desktop,/archives/71812,1,1,1
desktop,/archives/74262,1,1,1
desktop,/archives/74629,1,1,1
desktop,/archives/76494,1,1,1
desktop,/archives/76541,1,1,1
desktop,/archives/7725,1,1,2
desktop,/archives/77592,1,1,1
desktop,/archives/77996,2,1,2
desktop,/archives/78311,1,1,1
desktop,/archives/79054,1,1,1
desktop,/archives/79656,1,1,1
desktop,/archives/80343,1,1,1
desktop,/archives/83065,1,1,1
desktop,/archives/83181,1,1,1
desktop,/archives/83801,1,1,1
desktop,/archives/83888,2,1,2
desktop,/archives/8448,1,1,1
desktop,/archives/84804,2,1,2
desktop,/archives/85006,1,1,1
desktop,/archives/8544,1,1,1
desktop,/archives/85853,1,1,2
desktop,/archives/87345,1,1,1
desktop,/archives/87414,1,1,1
desktop,/archives/88042,1,1,1
desktop,/archives/88816,1,1,2
desktop,/archives/89053,1,1,2
desktop,/archives/89108,1,1,1
desktop,/archives/89362,1,1,1
desktop,/archives/93867,2,1,2
desktop,/archives/94311,1,1,1
desktop,/archives/95110,2,1,2
desktop,/archives/96200,2,1,2
desktop,/archives/96768,2,1,2
desktop,/archives/97391,1,1,1
desktop,/archives/9782,1,1,1
desktop,/archives/98107,1,1,1
desktop,/archives/98182,1,1,1
desktop,/archives/99678,1,1,1
desktop,/archives/category/business/sk-energy,3,1,8
desktop,/archives/category/business/sk-enmove,1,1,2
desktop,/archives/category/business/sk-on,6,1,17
desktop,/archives/category/social-news,1,1,1
desktop,/archives/tag/달전등갓만들기,1,1,1
desktop,/archives/tag/무재해,1,1,1
desktop,/archives/tag/베트남,1,1,1
desktop,/archives/tag/신입사원-교육과정,1,1,2
desktop,/archives/tag/자취생레시피,1,1,1
desktop,/archives/tag/지능형cctv,1,1,1
desktop,/posts,3,1,3
desktop,/privacy-policy,1,1,1
mobile,/archives/100113,1,1,1
mobile,/archives/100667,1,1,1
mobile,/archives/10083,1,1,1
mobile,/archives/100892,1,1,1
mobile,/archives/102733,1,1,1
mobile,/archives/103947,1,1,2
mobile,/archives/104151,1,1,1
mobile,/archives/104504,1,1,1
mobile,/archives/105883,1,1,1
mobile,/archives/106205,1,1,1
mobile,/archives/106374,1,1,2
mobile,/archives/106868,1,1,1
mobile,/archives/107142,1,1,1
mobile,/archives/107618,1,1,1
mobile,/archives/10815,2,1,3
mobile,/archives/108569,1,1,1
mobile,/archives/109090,1,1,1
mobile,/archives/10987,1,1,1
mobile,/archives/110055,1,1,1
mobile,/archives/110328,1,1,2
mobile,/archives/110489,1,1,1
mobile,/archives/110959,1,1,1
mobile,/archives/111373,1,1,2
mobile,/archives/113680,1,1,1
mobile,/archives/113797,1,1,1
mobile,/archives/113952,1,1,1
mobile,/archives/114052,1,1,1
mobile,/archives/114172,2,1,2
mobile,/archives/114364,1,1,1
mobile,/archives/114483,1,1,1
mobile,/archives/114608,1,1,1
mobile,/archives/114931,3,1,3
mobile,/archives/114999,4,1,5
mobile,/archives/14070,1,1,1
mobile,/archives/20133,1,1,1
mobile,/archives/20948,1,1,1
mobile,/archives/21354,1,1,1
mobile,/archives/21573,1,1,1
mobile,/archives/22421,1,1,1
mobile,/archives/22498,1,1,1
mobile,/archives/25258,1,1,1
mobile,/archives/25882,1,1,1
mobile,/archives/26127,1,1,1
mobile,/archives/26926,1,1,1
mobile,/archives/27825,1,1,1
mobile,/archives/28045,1,1,1
mobile,/archives/28782,1,1,1
mobile,/archives/29461,1,1,1
mobile,/archives/34162,1,1,1
mobile,/archives/35115,1,1,1
mobile,/archives/38706,1,1,1
mobile,/archives/46397,1,1,1
mobile,/archives/47000,1,1,1
mobile,/archives/49884,2,1,4
mobile,/archives/50750/190329_나이노이야기_2년차주니어사원_인터뷰_하민영-2,1,1,1
mobile,/archives/52417,1,1,1
mobile,/archives/54482,1,1,1
mobile,/archives/60291,1,1,1
mobile,/archives/63622,1,1,1
mobile,/archives/64439,1,1,1
mobile,/archives/69864,1,1,1
mobile,/archives/70300,1,1,2
mobile,/archives/72390,1,1,1
mobile,/archives/73127,1,1,1
mobile,/archives/7348,1,1,1
mobile,/archives/74438,1,1,1
mobile,/archives/75805,1,1,1
mobile,/archives/80453,1,1,1
mobile,/archives/80568,1,1,1
mobile,/archives/83099,1,1,1
mobile,/archives/84111,1,1,1
mobile,/archives/84762,1,1,1
mobile,/archives/8502,1,1,1
mobile,/archives/85853,1,1,1
mobile,/archives/88816,1,1,1
mobile,/archives/88954,1,1,1
mobile,/archives/90293,1,1,1
mobile,/archives/92880,1,1,1
mobile,/archives/94030,1,1,1
mobile,/archives/9439,1,1,1
mobile,/archives/9512,1,1,1
mobile,/archives/9670,1,1,1
mobile,/archives/9764,1,1,1
mobile,/archives/9807,1,1,1
mobile,/archives/98112,1,1,1
mobile,/archives/98610,1,1,1
mobile,/archives/category/business/sk-enmove,1,1,1
mobile,/archives/category/business/sk-on,2,1,3
mobile,/archives/category/field-news/inno-people,1,1,1
mobile,/archives/category/social-news,1,1,1
mobile,/archives/tag/bm-혁신,1,1,1
mobile,/archives/tag/sk-supex추구협의회,1,1,1
mobile,/archives/tag/sk경영경제연구소,1,1,2
mobile,/archives/tag/sk인천석유화학,1,1,1
mobile,/archives/tag/sk주유소,1,1,1
mobile,/archives/tag/국립현대미술관무료개방,1,1,1
mobile,/archives/tag/대양석유,1,1,2
mobile,/archives/tag/부모초청행사,1,1,2
mobile,/archives/tag/세대공감-clan,1,1,1
mobile,/archives/tag/시험치기전초콜릿,1,1,1
mobile,/archives/tag/폴리카보네이트,1,1,12
mobile,/archives/tag/행복-cc,1,1,1
mobile,/newsroom-guide,2,1,22
tablet,/archives/107142,1,1,1
tablet,/archives/111831,1,1,1
tablet,/archives/113159,1,1,1
tablet,/archives/114973,1,1,1
tablet,/archives/14070,1,1,1
tablet,/archives/16295,1,1,1
tablet,/archives/23352,1,1,1
tablet,/archives/32828,2,1,2
tablet,/archives/48279,1,1,3
tablet,/archives/53791,1,1,1
tablet,/archives/69107,1,1,1
tablet,/archives/7288,1,1,1
tablet,/archives/7636,1,1,1
tablet,/archives/85171,1,1,1
tablet,/archives/category/business/sk-geo-centric,1,1,1
desktop,/archives/101945,1,0,1
desktop,/archives/102329,1,0,1
desktop,/archives/102543,1,0,0
desktop,/archives/102980,1,0,1
desktop,/archives/103044,1,0,1
desktop,/archives/103704,1,0,1
desktop,/archives/103989,1,0,2
desktop,/archives/104049,1,0,1
desktop,/archives/105313,1,0,0
desktop,/archives/105395,1,0,1
desktop,/archives/105458,1,0,1
desktop,/archives/105641,1,0,1
desktop,/archives/105707,1,0,1
desktop,/archives/107411,1,0,0
desktop,/archives/108569,1,0,1
desktop,/archives/108874,2,0,3
desktop,/archives/109571,1,0,0
desktop,/archives/110458,1,0,2
desktop,/archives/110743,1,0,1
desktop,/archives/110819,1,0,1
desktop,/archives/11127,1,0,1
desktop,/archives/111302,1,0,1
desktop,/archives/111454,1,0,1
desktop,/archives/111540,5,0,6
desktop,/archives/111719,1,0,1
desktop,/archives/111929,1,0,1
desktop,/archives/112142,1,0,1
desktop,/archives/112156,1,0,2
desktop,/archives/112882,1,0,1
desktop,/archives/113289,1,0,1
desktop,/archives/113680,1,0,2
desktop,/archives/114278,3,0,3
desktop,/archives/114364,1,0,1
desktop,/archives/114407,2,0,2
desktop,/archives/114483,1,0,1
desktop,/archives/114522,1,0,1
desktop,/archives/114810,1,0,1
desktop,/archives/114931,3,0,3
desktop,/archives/19981,1,0,1
desktop,/archives/24588,2,0,1
desktop,/archives/25711,2,0,1
desktop,/archives/26085,1,0,1
desktop,/archives/26278,1,0,1
desktop,/archives/27747,1,0,1
desktop,/archives/32708,1,0,1
desktop,/archives/34093,1,0,1
desktop,/archives/34426,1,0,1
desktop,/archives/37693,1,0,2
desktop,/archives/51926,1,0,1
desktop,/archives/59389,1,0,1
desktop,/archives/62211,1,0,1
desktop,/archives/63622,1,0,1
desktop,/archives/68973,1,0,1
desktop,/archives/70471,1,0,1
desktop,/archives/70639,1,0,0
desktop,/archives/72036,1,0,1
desktop,/archives/76980,1,0,0
desktop,/archives/80136,1,0,1
desktop,/archives/80526,1,0,1
desktop,/archives/81437,1,0,0
desktop,/archives/81513,1,0,1
desktop,/archives/81784,1,0,1
desktop,/archives/83166,3,0,3
desktop,/archives/84762,1,0,1
desktop,/archives/85278,1,0,1
desktop,/archives/89732,1,0,2
desktop,/archives/90946,1,0,1
desktop,/archives/92880,1,0,1
desktop,/archives/92917,1,0,1
desktop,/archives/93757,1,0,0
desktop,/archives/93780,1,0,1
desktop,/archives/9512,1,0,1
desktop,/archives/95303,1,0,1
desktop,/archives/9562,1,0,1
desktop,/archives/95813,1,0,1
desktop,/archives/96251,1,0,1
desktop,/archives/96759,1,0,1
desktop,/archives/97077,1,0,1
desktop,/archives/98731,1,0,1
desktop,/archives/category/9,1,0,1
desktop,/archives/category/business,3,0,3
desktop,/archives/category/business/sk-enterm,2,0,3
desktop,/archives/category/business/sk-geo-centric,2,0,2
desktop,/archives/category/business/sk-innovation,2,0,2
desktop,/archives/category/business/sk-tradinginternational,1,0,3
desktop,/archives/category/industry-and-insight/basics,3,0,3
desktop,/archives/category/industry-and-insight/inno-column,1,0,1
desktop,/archives/category/press,1,0,1
desktop,/archives/category/press/archive,1,0,1
desktop,/archives/category/press/press-release,4,0,7
desktop,/archives/tag/no-1-fcc생산1-unit,1,0,2
desktop,/archives/tag/sk-울산complex,1,0,1
desktop,/archives/tag/sk이노베이션,1,0,1
desktop,/archives/tag/그린본드,1,0,1
desktop,/archives/tag/미세먼지,1,0,2
desktop,/archives/tag/주유소,1,0,2
mobile,/archives/105384,1,0,1
mobile,/archives/109462,1,0,1
mobile,/archives/109520,1,0,1
mobile,/archives/112487,1,0,2
mobile,/archives/112490,1,0,2
mobile,/archives/113159,1,0,1
mobile,/archives/113218,1,0,1
mobile,/archives/113925,1,0,1
mobile,/archives/114309,1,0,1
mobile,/archives/114354,1,0,1
mobile,/archives/13682,1,0,1
mobile,/archives/15214,1,0,1
mobile,/archives/32839,1,0,1
mobile,/archives/54675,1,0,1
mobile,/archives/5506,1,0,1
mobile,/archives/57491,1,0,1
mobile,/archives/61753,1,0,1
mobile,/archives/69589,1,0,1
mobile,/archives/69621,1,0,3
mobile,/archives/73326,1,0,1
mobile,/archives/81784,1,0,1
mobile,/archives/88198,1,0,1
mobile,/archives/category/business,1,0,1
mobile,/archives/category/business/sk-enterm,1,0,1
mobile,/archives/category/business/sk-geo-centric,1,0,1
mobile,/archives/category/business/sk-ietechnology,1,0,1
mobile,/archives/category/business/sk-innovation,2,0,5
mobile,/archives/category/field-news,1,0,1
mobile,/archives/category/field-news/inno-field,1,0,1
mobile,/archives/category/industry-and-insight/basics,1,0,1
mobile,/archives/category/press,1,0,1
mobile,/archives/category/press/press-release,1,0,1
mobile,/archives/tag/sk아이이테크놀로지,1,0,1
mobile,/archives/tag/시험기간에너지드링크,1,0,2
mobile,/archives/tag/집중력높이는음식,1,0,2
mobile,/archives/tag/폴리에틸렌-테레프탈레이트,1,0,1
mobile,/posts,1,0,2
tablet,/,1,0,1
tablet,/archives/100667,1,0,1
tablet,/archives/105384,1,0,2
tablet,/archives/48028,1,0,0
tablet,/archives/category/industry-and-insight/basics,1,0,1
