# ----------------------------------------
# 보고서 CSV 내보내기
# 계정: SK이노베이션(한글)
# 속성: SK이노베이션 - GA4
# ----------------------------------------
# 
# 모든 사용자
# 시작일: 20240505
# 종료일: 20240505
기기 카테고리,페이지 경로 및 화면 클래스,총 사용자,새 사용자 수,조회수
mobile,/archives/115020,54,51,57
mobile,/archives/32828,30,27,34
desktop,/,32,20,48
mobile,/archives/85006,20,19,23
mobile,/archives/96864,13,13,15
mobile,/archives/105883,8,8,8
mobile,/archives/114973,9,8,11
mobile,/archives/113952,7,7,7
desktop,/archives/32828,6,6,6
desktop,/archives/84588,6,6,7
desktop,/archives/85006,7,6,7
desktop,/archives/49884,5,5,7
tablet,/archives/85006,5,5,5
desktop,/archives/100159,4,4,4
mobile,/archives/16295,4,4,4
desktop,/archives/104002,5,3,5
desktop,/archives/108569,4,3,4
desktop,/archives/110323,3,3,3
desktop,/archives/112580,4,3,4
desktop,/archives/113998,3,3,3
desktop,/archives/114973,3,3,3
desktop,/archives/33833,3,3,3
desktop,/archives/48028,3,3,7
desktop,/archives/8355,3,3,7
desktop,/archives/96864,3,3,3
mobile,/,11,3,12
mobile,/archives/10963,3,3,3
mobile,/archives/113797,3,3,3
mobile,/archives/7636,3,3,4
mobile,/archives/8422,3,3,3
mobile,/archives/9049,3,3,3
desktop,/archives/103947,2,2,2
desktop,/archives/105131,3,2,3
desktop,/archives/107142,2,2,3
desktop,/archives/107738,4,2,4
desktop,/archives/10963,2,2,3
desktop,/archives/113159,3,2,3
desktop,/archives/115020,3,2,3
desktop,/archives/11993,2,2,2
desktop,/archives/15214,2,2,2
desktop,/archives/18301,2,2,2
desktop,/archives/23352,2,2,2
desktop,/archives/25903,3,2,3
desktop,/archives/61743,2,2,6
desktop,/archives/76420,2,2,3
desktop,/archives/76541,2,2,2
desktop,/archives/82455,2,2,2
desktop,/archives/83065,3,2,2
desktop,/archives/91050,2,2,2
desktop,/archives/98107,3,2,3
mobile,/archives/103947,2,2,2
mobile,/archives/107411,2,2,2
mobile,/archives/111540,2,2,2
mobile,/archives/114810,3,2,3
mobile,/archives/114999,5,2,5
mobile,/archives/24192,2,2,2
mobile,/archives/24686,2,2,3
mobile,/archives/25903,3,2,3
mobile,/archives/34678,2,2,2
mobile,/archives/59030,2,2,2
mobile,/archives/83720,2,2,2
mobile,/archives/8448,2,2,3
mobile,/archives/84588,2,2,2
mobile,/archives/tag/제주유나이티드fc,2,2,2
tablet,/archives/115020,2,2,2
desktop,/archives/100892,1,1,1
desktop,/archives/10131,1,1,1
desktop,/archives/105651,1,1,1
desktop,/archives/105883,1,1,2
desktop,/archives/105945,1,1,1
