# ----------------------------------------
# 보고서 CSV 내보내기
# 계정: SK이노베이션(한글)
# 속성: SK이노베이션 - GA4
# ----------------------------------------
# 
# 모든 사용자
# 시작일: 20240301
# 종료일: 20240331
페이지 경로 및 화면 클래스,세션 소스,조회수,사용자,사용자당 조회수,평균 참여 시간,이벤트 수,전환,총 수익
/,google,1598,494,3.2348178137651824,40.28947368421053,7305,0,0
/,(direct),1472,830,1.7734939759036144,16.113253012048194,6385,0,0
/archives/32828,google,973,864,1.1261574074074074,70.97685185185185,4786,0,0
/archives/84588,google,758,645,1.1751937984496124,56.370542635658914,3651,0,0
/archives/24686,naver,664,571,1.1628721541155866,82.8984238178634,3225,0,0
/,naver,638,177,3.6045197740112993,65.59322033898304,2860,0,0
/archives/103947,google,434,355,1.2225352112676056,53.2056338028169,2148,0,0
/archives/96864,google,414,374,1.106951871657754,51.43850267379679,1956,0,0
/,sk-on.com,396,204,1.9411764705882353,26.852941176470587,1857,0,0
/archives/104002,google,394,331,1.190332326283988,65.79154078549848,1900,0,0
/archives/32828,naver,363,341,1.064516129032258,61.847507331378296,1889,0,0
/archives/49884,google,318,268,1.1865671641791045,52.25373134328358,1524,0,0
/archives/114153,google,313,242,1.2933884297520661,45.429752066115704,1380,0,0
/archives/114172,facebook,306,253,1.209486166007905,9.853754940711463,1249,0,0
/archives/113998,google,299,243,1.2304526748971194,55.629629629629626,1354,0,0
/archives/category/business/sk-on,google,295,156,1.891025641025641,28.653846153846153,1210,0,0
/archives/24686,naver.com,294,276,1.065217391304348,28.105072463768117,1318,0,0
/archives/8448,google,287,264,1.0871212121212122,35.958333333333336,1376,0,0
/archives/24686,google,259,225,1.1511111111111112,36.675555555555555,1145,0,0
/archives/category/business/sk-on,naver,255,181,1.408839779005525,43.6243093922652,1166,0,0
/archives/114172,google,238,167,1.4251497005988023,38.7185628742515,990,0,0
/archives/48279,google,226,180,1.2555555555555555,52.71111111111111,1071,0,0
/archives/category/press/press-release,(direct),201,56,3.5892857142857144,25.928571428571427,702,0,0
/archives/48028,google,199,163,1.2208588957055215,49.79141104294479,905,0,0
/archives/category/business/sk-incheonpetrochem,skincheonpetrochem.com,193,114,1.6929824561403508,14.087719298245615,810,0,0
/archives/113680,google,191,158,1.2088607594936709,49.75949367088607,891,0,0
/posts,(direct),186,110,1.690909090909091,46.38181818181818,790,0,0
/archives/category/business/sk-enterm,naver,176,104,1.6923076923076923,8.509615384615385,813,0,0
/newsroom-guide,(direct),175,135,1.2962962962962963,0.6074074074074074,646,0,0
/archives/16295,google,172,155,1.1096774193548387,29.529032258064515,780,0,0
/archives/85006,naver.com,172,142,1.2112676056338028,30.366197183098592,817,0,0
/archives/8935,google,168,154,1.0909090909090908,40.1948051948052,817,0,0
/archives/114364,facebook,163,131,1.2442748091603053,4.977099236641221,580,0,0
/archives/114208,google,161,101,1.5940594059405941,37.21782178217822,674,0,0
/archives/113952,google,158,138,1.144927536231884,40.094202898550726,750,0,0
/archives/category/business/sk-innovation,google,156,114,1.368421052631579,19.640350877192983,606,0,0
/archives/85006,google,150,130,1.1538461538461537,23.715384615384615,727,0,0
/archives/113797,google,140,118,1.1864406779661016,70.97457627118644,677,0,0
/archives/category/business/sk-energy,skenergy.com,138,84,1.6428571428571428,34.88095238095238,626,0,0
/archives/113159,google,136,116,1.1724137931034482,84.01724137931035,644,0,0
/archives/category/business/sk-on,sk-on.com,135,61,2.2131147540983607,39.278688524590166,515,0,0
/archives/98107,google,134,111,1.2072072072072073,65.7927927927928,641,0,0
/archives/107411,google,127,120,1.0583333333333333,49.49166666666667,662,0,0
/archives/8502,google,127,102,1.2450980392156863,57.431372549019606,567,0,0
/archives/category/press/press-release,google,126,59,2.135593220338983,28.728813559322035,499,0,0
/archives/34678,google,125,115,1.0869565217391304,36.243478260869566,615,0,0
/archives/110323,google,123,100,1.23,65.52,585,0,0
/,skgeocentric.com,120,59,2.0338983050847457,27.661016949152543,566,0,0
/archives/category/business/sk-enmove,skenmove.com,119,69,1.7246376811594204,29.72463768115942,508,0,0
/archives/104187,google,118,98,1.2040816326530612,47.765306122448976,522,0,0
/archives/8355,google,116,102,1.1372549019607843,64.1470588235294,572,0,0
/archives/85006,naver,116,96,1.2083333333333333,34.916666666666664,574,0,0
/archives/10815,google,115,68,1.6911764705882353,41.411764705882355,475,0,0
/archives/114278,google,115,91,1.2637362637362637,32.08791208791209,460,0,0
/archives/category/business,google,115,71,1.619718309859155,13.816901408450704,440,0,0
/archives/112580,google,114,96,1.1875,69.61458333333333,577,0,0
/archives/category/business/sk-enmove,naver,114,77,1.4805194805194806,49.064935064935064,512,0,0
/archives/99361,google,113,94,1.202127659574468,64.19148936170212,511,0,0
/archives/104721,google,105,86,1.2209302325581395,26.96511627906977,510,0,0
/archives/category/business/sk-on,(direct),105,56,1.875,28.875,417,0,0
/archives/category/industry-and-insight/basics,google,104,62,1.6774193548387097,20.951612903225808,412,0,0
/archives/45433,google,101,79,1.2784810126582278,77.70886075949367,460,0,0
/archives/category/business/sk-enterm,google,101,61,1.6557377049180328,7.590163934426229,430,0,0
/archives/32828,naver.com,100,91,1.098901098901099,39.05494505494506,490,0,0
/archives/100667,google,99,90,1.1,65.16666666666667,470,0,0
/archives/114094,google,96,76,1.263157894736842,41.73684210526316,464,0,0
/archives/25903,google,96,83,1.1566265060240963,39.01204819277108,462,0,0
/archives/97077,google,96,83,1.1566265060240963,91.74698795180723,464,0,0
/archives/104187,naver,90,89,1.0112359550561798,67.43820224719101,460,0,0
/archives/32828,m.search.naver.com,90,80,1.125,57.125,441,0,0
/archives/114309,facebook,87,79,1.1012658227848102,4.2025316455696204,374,0,0
/archives/24686,m.search.naver.com,87,77,1.12987012987013,48.116883116883116,398,0,0
/archives/category/business/sk-energy,google,87,44,1.9772727272727273,31.886363636363637,330,0,0
/archives/83065,google,86,84,1.0238095238095237,44.107142857142854,442,0,0
/posts,google,86,45,1.9111111111111112,50.93333333333333,350,0,0
/archives/111540,google,85,74,1.1486486486486487,57.82432432432432,430,0,0
/archives/28782,google,84,75,1.12,61,432,0,0
/archives/63622,google,84,78,1.0769230769230769,25.641025641025642,409,0,0
/,skenergy.com,82,33,2.484848484848485,44.27272727272727,374,0,0
/archives/30434,google,82,73,1.1232876712328768,59.50684931506849,395,0,0
/archives/57901,google,82,70,1.1714285714285715,45.08571428571429,381,0,0
/archives/6688,google,82,52,1.5769230769230769,28.96153846153846,370,0,0
/archives/100892,google,81,72,1.125,33.666666666666664,373,0,0
/archives/103947,(direct),81,64,1.265625,40.53125,358,0,0
/archives/95110,google,79,70,1.1285714285714286,41.17142857142857,379,0,0
/,linkedin.com,78,1,78,696,333,0,0
