# ----------------------------------------
# 보고서 CSV 내보내기
# 계정: skinno global
# 속성: skinno 글로벌 - GA4
# ----------------------------------------
# 
# 모든 사용자
# 시작일: 20240923
# 종료일: 20240929
페이지 경로 및 화면 클래스,기기 카테고리,조회수,세션수,활성 사용자,활성 사용자당 조회수,활성 사용자당 평균 참여 시간,이벤트 수,주요 이벤트,총 수익
/global/archives/19078,mobile,526,402,302,1.7417218543046358,4.033112582781457,1693,0,0
/global/,desktop,210,167,121,1.7355371900826446,18.636363636363637,881,0,0
/global/archives/19078,desktop,155,154,122,1.2704918032786885,46.34426229508197,639,0,0
/global/latestnews,desktop,140,157,123,1.1382113821138211,19.414634146341463,536,0,0
/global/archives/category/press-room/financial-results,desktop,74,35,31,2.3870967741935485,33.54838709677419,301,0,0
/global/archives/17426,desktop,47,37,34,1.3823529411764706,26.058823529411764,212,0,0
/global/archives/19045,mobile,43,37,15,2.8666666666666667,18.133333333333333,143,0,0
/global/archives/category/press-room/press-release,desktop,42,40,28,1.5,11.642857142857142,163,0,0
/global/archives/18546,desktop,38,41,30,1.2666666666666666,53.266666666666666,167,0,0
/global/archives/19045,desktop,36,35,25,1.44,27.32,139,0,0
/global/archives/18608,desktop,30,31,25,1.2,40.48,129,0,0
/global/archives/19128,desktop,30,33,18,1.6666666666666667,5.5,117,0,0
/global/archives/19108,desktop,28,27,21,1.3333333333333333,19.761904761904763,108,0,0
/global/archives/category/corporates/sk-on,desktop,28,22,22,1.2727272727272727,23.90909090909091,109,0,0
/global/archives/19078,tablet,26,20,19,1.368421052631579,1.6842105263157894,92,0,0
/global/archives/category/corporates/sk-energy,desktop,26,18,13,2,22.53846153846154,100,0,0
/global/archives/18107,desktop,25,24,21,1.1904761904761905,34.23809523809524,114,0,0
/global/archives/16060,desktop,24,23,18,1.3333333333333333,36.77777777777778,99,0,0
/global/archives/3820,desktop,24,24,15,1.6,53.8,105,0,0
/global/archives/category/press-room,desktop,24,20,14,1.7142857142857142,24.571428571428573,91,0,0
/global/archives/15374,desktop,23,26,16,1.4375,73.1875,110,0,0
/global/archives/18445,desktop,22,25,18,1.2222222222222223,85,88,0,0
/global/archives/6216,desktop,22,27,19,1.1578947368421053,29.842105263157894,107,0,0
/global/archives/category/corporates/sk-innovation,desktop,22,19,16,1.375,19.5625,81,0,0
