# ----------------------------------------
# 보고서 CSV 내보내기
# 계정: skinno global
# 속성: skinno 글로벌 - GA4
# ----------------------------------------
# 
# 모든 사용자
# 시작일: 20240108
# 종료일: 20240114
페이지 경로 및 화면 클래스,기기 카테고리,조회수,세션수,사용자,사용자당 조회수,평균 참여 시간,이벤트 수,전환,총 수익
/global/,desktop,305,228,148,2.060810810810811,23.013513513513512,1235,0,0
/global/archives/17047,mobile,144,143,119,1.2100840336134453,26,578,0,0
/global/archives/17010,desktop,122,119,96,1.2708333333333333,33.666666666666664,503,0,0
/global/archives/17022,desktop,114,106,82,1.3902439024390243,38.98780487804878,498,0,0
/global/archives/17047,desktop,113,117,97,1.1649484536082475,33.54639175257732,535,0,0
/global/archives/16939,desktop,112,118,86,1.302325581395349,43.94186046511628,522,0,0
/global/,mobile,107,78,27,3.962962962962963,19.25925925925926,359,0,0
/global/latestnews,desktop,96,76,30,3.2,28.966666666666665,332,0,0
/global/archives/16613,mobile,85,78,29,2.9310344827586206,5.241379310344827,275,0,0
/global/archives/category/press-room/press-release,desktop,85,78,59,1.4406779661016949,43.101694915254235,333,0,0
/global/archives/17010,mobile,78,69,58,1.3448275862068966,13.10344827586207,294,0,0
/global/archives/16881,mobile,69,59,33,2.090909090909091,14.424242424242424,227,0,0
/global/archives/category/corporate/sk-on,desktop,66,41,31,2.129032258064516,49.61290322580645,246,0,0
/global/archives/category/press-room/financial-results,desktop,62,35,24,2.5833333333333335,27.375,253,0,0
/global/archives/category/press-room,desktop,50,35,24,2.0833333333333335,20.541666666666668,188,0,0
/global/archives/16881,desktop,48,48,35,1.3714285714285714,28.34285714285714,201,0,0
/global/archives/17134,mobile,45,39,33,1.3636363636363635,71.78787878787878,187,0,0
/global/archives/16834,desktop,40,35,29,1.3793103448275863,38.275862068965516,169,0,0
/global/archives/16952,desktop,39,41,33,1.1818181818181819,32.21212121212121,161,0,0
/global/archives/14766,mobile,37,23,6,6.166666666666667,12.333333333333334,98,0,0
/global/archives/16286,desktop,36,36,21,1.7142857142857142,112,158,0,0
/global/archives/16939,mobile,34,30,26,1.3076923076923077,28,139,0,0
/global/archives/16480,mobile,32,31,6,5.333333333333333,1.8333333333333333,91,0,0
/global/archives/15664,desktop,31,35,28,1.1071428571428572,35.67857142857143,146,0,0
/global/archives/category/press-room/press-release,mobile,31,29,28,1.1071428571428572,3.6785714285714284,114,0,0
/global/archives/17022,mobile,30,32,29,1.0344827586206897,24.862068965517242,132,0,0
/global/archives/16376,mobile,29,27,8,3.625,13.125,85,0,0
/global/archives/16970,desktop,28,26,22,1.2727272727272727,25.545454545454547,112,0,0
/global/archives/6216,desktop,27,30,21,1.2857142857142858,106.76190476190476,135,0,0
/global/who-we-are,desktop,26,26,19,1.368421052631579,15.526315789473685,107,0,0
/global/archives/15490,desktop,25,28,24,1.0416666666666667,44.541666666666664,116,0,0
/global/archives/tag/sk-wonderland,mobile,25,23,12,2.0833333333333335,83.75,105,0,0
/global/archives/category/corporate/sk-innovation,desktop,23,21,21,1.0952380952380953,37.857142857142854,91,0,0
/global/archives/tag/sk-wonderland,desktop,22,21,18,1.2222222222222223,8.5,104,0,0
/global/archives/16154,mobile,21,20,7,3,3.5714285714285716,67,0,0
/global/archives/16952,mobile,21,18,17,1.2352941176470589,22.705882352941178,87,0,0
/global/archives/16980,desktop,21,23,15,1.4,5.4,81,0,0
/global/archives/10774,desktop,19,20,15,1.2666666666666666,48.266666666666666,82,0,0
/global/archives/12306,desktop,19,16,14,1.3571428571428572,76.57142857142857,79,0,0
/global/archives/17169,desktop,19,20,17,1.1176470588235294,38.88235294117647,81,0,0
/global/archives/15374,desktop,17,17,12,1.4166666666666667,82.5,75,0,0
/global/archives/category/corporate,desktop,17,15,12,1.4166666666666667,15.666666666666666,64,0,0
/global/archives/category/corporate/sk-energy,desktop,17,13,9,1.8888888888888888,62.22222222222222,66,0,0
/global/archives/category/corporate/sk-on,mobile,17,11,10,1.7,14.2,59,0,0
/global/archives/12106,desktop,16,16,11,1.4545454545454546,45.63636363636363,69,0,0
/global/archives/15937,mobile,16,16,5,3.2,1.2,48,0,0
/global/archives/16131,mobile,15,15,4,3.75,1,43,0,0
/global/archives/16613,desktop,15,14,8,1.875,3.25,47,0,0
