# ----------------------------------------
# 보고서 CSV 내보내기
# 계정: skinno global
# 속성: skinno 글로벌 - GA4
# ----------------------------------------
# 
# 모든 사용자
# 시작일: 20240701
# 종료일: 20240731
페이지 경로 및 화면 클래스,조회수,세션수,사용자,사용자당 조회수,평균 참여 시간,이벤트 수,주요 이벤트,총 수익
/global/archives/18546,1929,1925,1494,1.2911646586345382,39.92570281124498,8189,0,0
/global/,1630,1176,789,2.0659062103929022,24.06083650190114,6791,0,0
/global/archives/18388,1604,1390,1199,1.3377814845704754,25.753961634695578,5973,0,0
/global/latestnews,580,582,381,1.5223097112860893,22.1496062992126,2228,0,0
/global/archives/category/press-room/financial-results,509,271,204,2.4950980392156863,27.794117647058822,2023,0,0
/global/archives/category/press-room/press-release,491,444,339,1.448377581120944,18.51622418879056,1925,0,0
/global/archives/17426,322,263,194,1.6597938144329898,52.871134020618555,1357,0,0
/global/archives/category/corporates/sk-on,299,248,177,1.689265536723164,31.74576271186441,1179,0,0
/global/archives/18478,293,262,223,1.3139013452914798,19.57847533632287,1174,0,0
/global/archives/18283,257,252,184,1.3967391304347827,54.83152173913044,1040,0,0
/global/archives/18065,240,196,141,1.702127659574468,54.829787234042556,961,0,0
/global/archives/category/corporates/sk-innovation,201,157,140,1.4357142857142857,28.307142857142857,747,0,0
/global/archives/category/corporates/sk-enterm,198,139,105,1.8857142857142857,12,846,0,0
/global/archives/category/corporates,187,134,116,1.6120689655172413,29.767241379310345,704,0,0
/pagead/aclk,180,144,144,1.25,0,636,0,0
/global/archives/18361,176,178,145,1.2137931034482758,27.337931034482757,708,0,0
/global/archives/17216,168,173,137,1.2262773722627738,35.737226277372265,711,0,0
/global/archives/category/press-room,164,131,97,1.690721649484536,20.783505154639176,633,0,0
/global/archives/18421,155,146,119,1.3025210084033614,17.50420168067227,597,0,0
/global/sustainability-report,149,145,129,1.1550387596899225,4.705426356589148,619,0,0
/global/archives/9910,140,135,102,1.3725490196078431,66.25490196078431,635,0,0
/global/archives/18374,124,125,99,1.2525252525252526,32.81818181818182,477,0,0
/global/archives/18445,124,126,110,1.1272727272727272,40.64545454545455,500,0,0
/global/archives/18436,123,122,100,1.23,17.77,483,0,0
/global/archives/18140,121,114,52,2.326923076923077,19.51923076923077,403,0,0
/global/archives/6216,115,118,97,1.1855670103092784,48.72164948453608,556,0,0
/global/archives/15374,109,117,90,1.211111111111111,61.666666666666664,499,0,0
/global/archives/15664,108,111,87,1.2413793103448276,36.18390804597701,463,0,0
/global/archives/18107,101,100,89,1.1348314606741574,105.35955056179775,479,0,0
/global/archives/category/insight,101,90,83,1.216867469879518,12.481927710843374,379,0,0
/global/archives/category/people,100,86,82,1.2195121951219512,12.134146341463415,380,0,0
/global/archives/15490,96,100,83,1.1566265060240963,36.06024096385542,431,0,0
/global/archives/16834,96,91,75,1.28,37.92,417,0,0
/global/archives/category/corporates/sk-energy,93,71,63,1.4761904761904763,28.50793650793651,353,0,0
/global/archives/13521,90,93,80,1.125,40.325,411,0,0
/global/archives/14491,90,93,76,1.1842105263157894,28.38157894736842,397,0,0
/global/archives/16463,90,90,78,1.1538461538461537,20.807692307692307,395,0,0
/global/archives/17595,80,72,54,1.4814814814814814,30.574074074074073,326,0,0
/global/archives/18500,80,80,68,1.1764705882352942,8.25,308,0,0
/global/archives/10774,79,67,56,1.4107142857142858,52.57142857142857,331,0,0
/global/archives/17499,76,81,64,1.1875,72.1875,351,0,0
/global/archives/12022,75,72,62,1.2096774193548387,26.548387096774192,354,0,0
/global/archives/16532,75,78,56,1.3392857142857142,38.80357142857143,319,0,0
/global/archives/3820,74,75,58,1.2758620689655173,41.1551724137931,344,0,0
/global/archives/15687,65,59,50,1.3,79.2,276,0,0
/global/archives/category/insight/trend_report,62,55,35,1.7714285714285714,21.82857142857143,234,0,0
/global/archives/16448,60,66,48,1.25,29.520833333333332,247,0,0
/global/archives/16060,58,49,38,1.5263157894736843,45.86842105263158,244,0,0
/global/archives/18332,58,60,37,1.5675675675675675,132.97297297297297,248,0,0
/global/archives/category/people/inno-people,57,45,44,1.2954545454545454,27.363636363636363,219,0,0
/global/archives/12306,56,54,44,1.2727272727272727,34.63636363636363,234,0,0
/global/archives/17313,56,63,48,1.1666666666666667,18.125,225,0,0
/global/archives/17817,56,51,27,2.074074074074074,31.25925925925926,201,0,0
/global/archives/category/corporates/sk-enmove,55,41,33,1.6666666666666667,31.363636363636363,211,0,0
/global/archives/17169,54,54,45,1.2,25,244,0,0
/global/archives/18571,54,52,43,1.255813953488372,7.511627906976744,215,0,0
/global/archives/13780,51,51,43,1.186046511627907,22.651162790697676,239,0,0
/global/archives/13595,50,44,38,1.3157894736842106,64.02631578947368,201,0,0
/global/archives/15937,50,54,36,1.3888888888888888,30.38888888888889,206,0,0
/global/archives/11087,49,52,43,1.1395348837209303,32,230,0,0
/global/archives/17356,49,45,40,1.225,35.1,212,0,0
/global/archives/17569,49,50,41,1.1951219512195121,39.36585365853659,227,0,0
/global/archives/17990,49,48,35,1.4,38.34285714285714,203,0,0
/global/archives/9668,49,52,37,1.3243243243243243,21.054054054054053,220,0,0
/global/archives/9740,49,50,40,1.225,80.65,219,0,0
/global/archives/category/corporates/sk-earthon,49,31,24,2.0416666666666665,50.666666666666664,190,0,0
/global/archives/category/press-room/issue-fact,48,42,37,1.2972972972972974,11.891891891891891,184,0,0
/global/archives/15462,47,50,39,1.205128205128205,34.12820512820513,209,0,0
/global/archives/17737,47,38,31,1.5161290322580645,111.29032258064517,194,0,0
/global/archives/category/corporates/sk-geo-centric,46,37,33,1.393939393939394,19.696969696969695,171,0,0
/global/archives/category/people/sustainability,46,37,29,1.5862068965517242,16.275862068965516,178,0,0
/global/archives/category/corporates/sk-ie-technology,45,35,27,1.6666666666666667,27.074074074074073,170,0,0
/global/archives/category/corporates/sk-rading-international,45,35,31,1.4516129032258065,16.29032258064516,176,0,0
/global/archives/14766,41,50,35,1.1714285714285715,27.457142857142856,178,0,0
/global/archives/17623,41,42,35,1.1714285714285715,35.25714285714286,187,0,0
/global/archives/17950,37,36,28,1.3214285714285714,42.32142857142857,159,0,0
/global/archives/12008,36,36,26,1.3846153846153846,27,163,0,0
/global/archives/12274/skee,36,34,29,1.2413793103448276,13.344827586206897,182,0,0
/global/archives/13130,36,28,21,1.7142857142857142,41,135,0,0
/global/archives/16376,36,40,31,1.1612903225806452,54.96774193548387,159,0,0
/global/archives/17514,36,22,17,2.1176470588235294,119.29411764705883,150,0,0
/global/archives/18301,35,37,34,1.0294117647058822,66.47058823529412,155,0,0
/global/archives/12106,34,36,30,1.1333333333333333,47.86666666666667,153,0,0
/global/terms-and-conditions,34,26,19,1.7894736842105263,37.89473684210526,129,0,0
/global/archives/14634,33,35,25,1.32,58.36,139,0,0
/global/archives/16970,33,30,28,1.1785714285714286,46.82142857142857,128,0,0
/global/archives/3962,33,30,29,1.1379310344827587,44.62068965517241,153,0,0
/global/archives/17989,32,31,28,1.1428571428571428,64.75,122,0,0
/global/archives/category/corporates/sk-incheon-petrochem,32,29,22,1.4545454545454546,13.954545454545455,128,0,0
/global/archives/10985,31,23,22,1.4090909090909092,62.18181818181818,137,0,0
/global/archives/17965,31,32,23,1.3478260869565217,34.78260869565217,127,0,0
/global/archives/4612,31,26,16,1.9375,51.625,127,0,0
/global/archives/7445,31,35,26,1.1923076923076923,55.38461538461539,139,0,0
/global/archives/17047,30,27,22,1.3636363636363635,37.54545454545455,134,0,0
/global/archives/10939,29,36,26,1.1153846153846154,31.96153846153846,122,0,0
/global/archives/4751,29,24,17,1.7058823529411764,70.3529411764706,119,0,0
/global/archives/11853,28,33,26,1.0769230769230769,43.57692307692308,125,0,0
/global/archives/14065,28,18,15,1.8666666666666667,72.86666666666666,109,0,0
/global/archives/17844,28,24,18,1.5555555555555556,15.277777777777779,119,0,0
/global/archives/9709,28,25,21,1.3333333333333333,22.142857142857142,126,0,0
/global/archives/7292,27,28,23,1.173913043478261,18.91304347826087,111,0,0
/global/archives/10654,26,27,23,1.1304347826086956,87.56521739130434,109,0,0
/global/archives/16939,26,29,21,1.2380952380952381,21.285714285714285,124,0,0
/global/archives/18022,26,27,24,1.0833333333333333,31.208333333333332,125,0,0
/global/archives/category/corporate/sk-enmove,26,24,20,1.3,17.75,124,0,0
/global/archives/tag/financial-results,26,14,13,2,16.384615384615383,101,0,0
/global/archives/17476,25,28,25,1,27.4,124,0,0
/global/privacy-policy,25,22,16,1.5625,22.5,95,0,0
/global/archives/12190,24,19,16,1.5,55.3125,84,0,0
/global/archives/14226,24,25,21,1.1428571428571428,41.19047619047619,108,0,0
/global/archives/15204,24,21,17,1.411764705882353,44.94117647058823,93,0,0
/global/archives/15259,24,25,21,1.1428571428571428,15.238095238095237,103,0,0
/global/archives/15574,24,27,18,1.3333333333333333,54.611111111111114,107,0,0
/global/archives/category/corporate/sk-energy,24,19,17,1.411764705882353,14.470588235294118,99,0,0
/global/archives/12667,23,19,17,1.3529411764705883,70.82352941176471,103,0,0
/global/archives/14243,23,24,20,1.15,90.85,97,0,0
/global/archives/15007,23,23,18,1.2777777777777777,39.833333333333336,102,0,0
/global/archives/16286,23,21,19,1.2105263157894737,21.57894736842105,91,0,0
/global/archives/6824,23,21,14,1.6428571428571428,80.57142857142857,94,0,0
/global/archives/16154,22,23,13,1.6923076923076923,55.23076923076923,92,0,0
/global/archives/17863,22,22,17,1.2941176470588236,157.58823529411765,85,0,0
/global/archives/4921,22,21,20,1.1,36.35,102,0,0
/global/archives/8360,22,20,14,1.5714285714285714,77.92857142857143,94,0,0
/global/archives/category/corporate/sk-on,22,21,6,3.6666666666666665,33.166666666666664,85,0,0
/global/archives/tag/pouch-type-battery,22,17,16,1.375,12.1875,106,0,0
/global/archives/11527,21,24,17,1.2352941176470589,12,87,0,0
/global/archives/13329,21,21,18,1.1666666666666667,18.555555555555557,92,0,0
/global/archives/15103,21,21,18,1.1666666666666667,30.88888888888889,91,0,0
/global/archives/12220,20,23,19,1.0526315789473684,17.36842105263158,95,0,0
/global/archives/14354,20,18,13,1.5384615384615385,69.76923076923077,83,0,0
/global/archives/14493,20,17,13,1.5384615384615385,37.69230769230769,74,0,0
/global/archives/16480,20,20,18,1.1111111111111112,26.27777777777778,81,0,0
/global/archives/16493,20,17,16,1.25,27.8125,88,0,0
/global/archives/7245,20,18,18,1.1111111111111112,3.7222222222222223,76,0,0
/global/archives/category/people/onsite-report,20,18,18,1.1111111111111112,21.833333333333332,78,0,0
/global/archives/12147,19,19,17,1.1176470588235294,27.88235294117647,84,0,0
/global/archives/16025,19,16,15,1.2666666666666666,15.066666666666666,79,0,0
/global/archives/18208,19,22,14,1.3571428571428572,54.285714285714285,72,0,0
/global/archives/category/insight/expert-voice,19,16,11,1.7272727272727273,28.545454545454547,73,0,0
/global/archives/category/people/ceo-leaders,19,13,8,2.375,36.125,81,0,0
/global/archives/11596,18,16,14,1.2857142857142858,46.5,75,0,0
/global/archives/1399,18,20,16,1.125,33.875,81,0,0
/global/archives/14309,18,13,11,1.6363636363636365,14.272727272727273,68,0,0
/global/archives/17446,18,20,16,1.125,37.5,82,0,0
/global/archives/822,18,17,15,1.2,74.13333333333334,91,0,0
/global/archives/category/corporate/sk-incheon-petrochem,18,8,8,2.25,26.75,75,0,0
/global/archives/tag/ncm811,18,14,13,1.3846153846153846,9.76923076923077,83,0,0
/global/archives/10835,17,17,13,1.3076923076923077,14.23076923076923,70,0,0
/global/archives/10913,17,17,16,1.0625,26,75,0,0
/global/archives/11161,17,17,11,1.5454545454545454,58.63636363636363,82,0,0
/global/archives/12036,17,15,13,1.3076923076923077,41.38461538461539,74,0,0
/global/archives/14800,17,17,17,1,73.05882352941177,80,0,0
/global/archives/15353,17,15,13,1.3076923076923077,58.30769230769231,72,0,0
/global/archives/3709,17,20,11,1.5454545454545454,32.18181818181818,78,0,0
/global/archives/tag/2023-sk-global-forum,17,13,12,1.4166666666666667,5.5,72,0,0
/global/archives/14193,16,15,12,1.3333333333333333,126.08333333333333,72,0,0
/global/archives/14755,16,17,12,1.3333333333333333,19.25,66,0,0
/global/archives/15592,16,13,12,1.3333333333333333,11.166666666666666,70,0,0
/global/archives/16613,16,14,9,1.7777777777777777,14.444444444444445,56,0,0
/global/archives/16881,16,11,11,1.4545454545454546,26.90909090909091,67,0,0
/global/archives/17978,16,14,13,1.2307692307692308,15.615384615384615,64,0,0
/global/archives/2293,16,15,14,1.1428571428571428,6.428571428571429,69,0,0
