# ----------------------------------------
# 보고서 CSV 내보내기
# 계정: skinno global
# 속성: skinno 글로벌 - GA4
# ----------------------------------------
# 
# 모든 사용자
# 시작일: 20240826
# 종료일: 20240901
페이지 경로 및 화면 클래스,조회수,세션수,활성 사용자,활성 사용자당 조회수,활성 사용자당 평균 참여 시간,이벤트 수,주요 이벤트,총 수익
/global/,214,167,144,1.4861111111111112,15.534722222222221,886,0,0
/global/archives/18770,206,206,160,1.2875,28.33125,875,0,0
/global/archives/18546,140,161,108,1.2962962962962963,32.98148148148148,622,0,0
/global/latestnews,120,129,98,1.2244897959183674,23,462,0,0
/global/archives/category/press-room/financial-results,89,43,32,2.78125,40.9375,347,0,0
/global/archives/18608,68,54,37,1.837837837837838,44.270270270270274,271,0,0
/global/archives/18753,60,55,42,1.4285714285714286,31.404761904761905,235,0,0
/global/archives/category/press-room/press-release,60,56,36,1.6666666666666667,20.52777777777778,242,0,0
/global/archives/17426,53,48,37,1.4324324324324325,67.72972972972973,230,0,0
/global/archives/18743,40,41,33,1.2121212121212122,19.09090909090909,152,0,0
/global/archives/18783,40,35,31,1.2903225806451613,5.838709677419355,148,0,0
/global/archives/15490,39,40,24,1.625,43.458333333333336,158,0,0
/global/archives/18659,38,35,20,1.9,24.8,126,0,0
/global/archives/category/press-room,36,29,23,1.565217391304348,23.565217391304348,138,0,0
/global/archives/18107,35,34,30,1.1666666666666667,130.06666666666666,165,0,0
/global/archives/15374,30,32,28,1.0714285714285714,10.5,131,0,0
/global/archives/16060,29,30,21,1.380952380952381,26.523809523809526,136,0,0
/global/archives/6216,27,28,21,1.2857142857142858,88.57142857142857,129,0,0
/global/archives/18065,26,25,21,1.2380952380952381,46.38095238095238,98,0,0
/global/archives/9910,26,27,23,1.1304347826086956,51.21739130434783,116,0,0
/global/archives/17216,24,24,20,1.2,19.55,104,0,0
/global/archives/category/corporates,24,16,15,1.6,13.133333333333333,90,0,0
/global/archives/category/corporates/sk-innovation,22,20,17,1.2941176470588236,15.705882352941176,88,0,0
/global/archives/category/corporates/sk-on,22,17,15,1.4666666666666666,72.86666666666666,84,0,0
/global/archives/13780,21,22,18,1.1666666666666667,30.666666666666668,82,0,0
/global/archives/12106,20,19,14,1.4285714285714286,13.928571428571429,77,0,0
/global/archives/17569,20,20,13,1.5384615384615385,40.38461538461539,82,0,0
/global/archives/489,20,14,9,2.2222222222222223,217.22222222222223,82,0,0
/global/archives/16463,17,18,16,1.0625,11.9375,76,0,0
/global/archives/18283,17,17,16,1.0625,14.8125,77,0,0
/global/archives/17623,16,19,16,1,36.4375,79,0,0
/global/archives/category/insight/trend_report,16,13,13,1.2307692307692308,20.923076923076923,57,0,0
/global/archives/12022,15,16,14,1.0714285714285714,14,70,0,0
/global/archives/17476,15,16,12,1.25,26.666666666666668,66,0,0
/global/archives/18361,15,15,13,1.1538461538461537,26,60,0,0
/global/archives/category/people,15,12,12,1.25,12.333333333333334,63,0,0
/global/archives/11807,14,11,9,1.5555555555555556,36.111111111111114,54,0,0
/global/archives/13595,14,12,10,1.4,37,59,0,0
/global/archives/16532,13,10,8,1.625,35.25,54,0,0
/global/archives/category/corporates/sk-energy,13,10,7,1.8571428571428572,55.285714285714285,48,0,0
/global/archives/category/insight,13,15,15,0.8666666666666667,9.933333333333334,52,0,0
/global/archives/10939,12,10,7,1.7142857142857142,18.571428571428573,46,0,0
/global/archives/16286,12,12,11,1.0909090909090908,7.909090909090909,46,0,0
/global/archives/17595,12,8,7,1.7142857142857142,177.14285714285714,51,0,0
/global/archives/18436,12,14,10,1.2,102.1,53,0,0
/global/archives/7445,12,12,9,1.3333333333333333,43.666666666666664,52,0,0
/global/archives/category/people/inno-people,12,9,8,1.5,9.75,41,0,0
/global/archives/10774,11,13,11,1,81.18181818181819,54,0,0
/global/archives/15687,11,11,9,1.2222222222222223,29.555555555555557,45,0,0
/global/archives/14491,10,11,9,1.1111111111111112,57.22222222222222,39,0,0
/global/archives/14634,10,13,11,0.9090909090909091,57.72727272727273,51,0,0
