# ----------------------------------------
# 보고서 CSV 내보내기
# 계정: skinno global
# 속성: skinno 글로벌 - GA4
# ----------------------------------------
# 
# 모든 사용자
# 시작일: 20240826
# 종료일: 20240901
페이지 경로 및 화면 클래스,기기 카테고리,조회수,세션수,활성 사용자,활성 사용자당 조회수,활성 사용자당 평균 참여 시간,이벤트 수,주요 이벤트,총 수익
/global/,desktop,200,156,135,1.4814814814814814,15.814814814814815,830,0,0
/global/archives/18770,desktop,140,143,104,1.3461538461538463,34.25961538461539,598,0,0
/global/archives/18546,desktop,120,141,90,1.3333333333333333,35.522222222222226,539,0,0
/global/latestnews,desktop,120,129,98,1.2244897959183674,23,462,0,0
/global/archives/category/press-room/financial-results,desktop,83,40,30,2.7666666666666666,41.3,324,0,0
/global/archives/18770,mobile,66,63,56,1.1785714285714286,17.321428571428573,277,0,0
/global/archives/18608,desktop,62,48,33,1.878787878787879,42.24242424242424,248,0,0
/global/archives/category/press-room/press-release,desktop,59,55,35,1.6857142857142857,21.02857142857143,238,0,0
/global/archives/18753,desktop,57,52,39,1.4615384615384615,31.58974358974359,224,0,0
/global/archives/17426,desktop,51,46,35,1.457142857142857,66.31428571428572,220,0,0
/global/archives/15490,desktop,37,38,22,1.6818181818181819,46.13636363636363,152,0,0
/global/archives/18743,desktop,34,35,27,1.2592592592592593,18.037037037037038,125,0,0
/global/archives/category/press-room,desktop,34,27,22,1.5454545454545454,19.272727272727273,131,0,0
/global/archives/16060,desktop,27,28,19,1.4210526315789473,29.31578947368421,128,0,0
/global/archives/18783,desktop,25,21,20,1.25,4.7,95,0,0
/global/archives/6216,desktop,23,26,19,1.2105263157894737,68.3157894736842,112,0,0
/global/archives/18659,mobile,22,19,7,3.142857142857143,34.42857142857143,66,0,0
/global/archives/category/corporates,desktop,22,14,13,1.6923076923076923,15.153846153846153,84,0,0
/global/archives/category/corporates/sk-innovation,desktop,22,20,17,1.2941176470588236,15.705882352941176,88,0,0
/global/archives/category/corporates/sk-on,desktop,21,16,14,1.5,78.07142857142857,81,0,0
/global/archives/17216,desktop,20,20,16,1.25,24.4375,90,0,0
/global/archives/18107,mobile,20,18,15,1.3333333333333333,116.53333333333333,94,0,0
/global/archives/18546,mobile,20,20,18,1.1111111111111112,20.27777777777778,83,0,0
/global/archives/489,desktop,20,14,9,2.2222222222222223,217.22222222222223,82,0,0
/global/archives/15374,desktop,19,22,18,1.0555555555555556,13.944444444444445,87,0,0
/global/archives/18065,desktop,19,19,15,1.2666666666666666,34.8,70,0,0
/global/archives/9910,mobile,19,20,17,1.1176470588235294,40.94117647058823,82,0,0
/global/archives/13780,desktop,18,19,15,1.2,33.266666666666666,73,0,0
/global/archives/12106,desktop,17,16,11,1.5454545454545454,14.363636363636363,64,0,0
/global/archives/18283,desktop,17,17,16,1.0625,14.8125,77,0,0
/global/archives/18659,desktop,16,16,13,1.2307692307692308,19.615384615384617,60,0,0
/global/archives/category/insight/trend_report,desktop,16,13,13,1.2307692307692308,20.923076923076923,57,0,0
/global/archives/18107,desktop,15,16,15,1,143.6,71,0,0
/global/archives/18783,mobile,15,14,11,1.3636363636363635,7.909090909090909,53,0,0
/global/,mobile,14,11,9,1.5555555555555556,11.333333333333334,56,0,0
/global/archives/17569,desktop,14,14,10,1.4,50.2,60,0,0
/global/archives/17623,desktop,14,16,13,1.0769230769230769,42.84615384615385,70,0,0
/global/archives/category/people,desktop,13,11,11,1.1818181818181819,11.090909090909092,55,0,0
/global/archives/11807,desktop,12,10,8,1.5,40.625,48,0,0
/global/archives/12022,desktop,12,13,11,1.0909090909090908,13.818181818181818,56,0,0
/global/archives/16532,desktop,12,9,7,1.7142857142857142,22.571428571428573,49,0,0
/global/archives/17476,mobile,12,12,9,1.3333333333333333,26.22222222222222,49,0,0
/global/archives/18361,desktop,12,12,10,1.2,30.1,45,0,0
/global/archives/category/insight,desktop,12,14,14,0.8571428571428571,10.5,49,0,0
/global/archives/category/people/inno-people,desktop,12,9,8,1.5,9.75,41,0,0
/global/archives/15374,mobile,11,10,10,1.1,4.3,44,0,0
/global/archives/16286,desktop,11,11,10,1.1,6.4,42,0,0
/global/archives/16463,desktop,11,13,11,1,10.454545454545455,56,0,0
/global/archives/17595,desktop,11,7,6,1.8333333333333333,186.66666666666666,45,0,0
/global/archives/category/corporates/sk-energy,desktop,11,9,6,1.8333333333333333,32.5,40,0,0
/global/archives/13595,desktop,10,8,7,1.4285714285714286,49.142857142857146,44,0,0
/global/archives/14491,desktop,10,11,9,1.1111111111111112,57.22222222222222,39,0,0
/global/archives/7445,desktop,10,11,8,1.25,49.125,45,0,0
/global/archives/9951,desktop,10,8,5,2,68,40,0,0
/global/archives/category/corporates/sk-ie-technology,desktop,10,6,6,1.6666666666666667,41.666666666666664,35,0,0
/global/archives/tag/sko,desktop,10,3,3,3.3333333333333335,29.666666666666668,40,0,0
/global/archives/15462,desktop,9,11,9,1,21.333333333333332,45,0,0
/global/archives/15664,desktop,9,11,8,1.125,5.25,40,0,0
/global/archives/17737,desktop,9,10,8,1.125,56.625,44,0,0
/global/archives/18436,desktop,9,9,8,1.125,103,37,0,0
/global/archives/category/press-room/issue-fact,desktop,9,11,7,1.2857142857142858,20.714285714285715,35,0,0
/global/archives/10774,desktop,8,10,8,1,51,39,0,0
/global/archives/10939,desktop,8,6,5,1.6,20.6,31,0,0
/global/archives/13521,desktop,8,8,7,1.1428571428571428,8.571428571428571,38,0,0
/global/archives/15259,desktop,8,7,7,1.1428571428571428,8.571428571428571,30,0,0
/global/archives/15687,desktop,8,8,6,1.3333333333333333,43.333333333333336,32,0,0
/global/archives/16834,desktop,8,11,8,1,15.25,40,0,0
/global/archives/17499,desktop,8,10,8,1,25.375,40,0,0
/global/archives/18374,desktop,8,8,6,1.3333333333333333,22.833333333333332,32,0,0
/global/archives/10610,desktop,7,4,3,2.3333333333333335,73,28,0,0
/global/archives/14634,desktop,7,10,8,0.875,34.875,38,0,0
/global/archives/16154,desktop,7,7,4,1.75,47.25,29,0,0
/global/archives/17169,desktop,7,5,4,1.75,11.75,29,0,0
/global/archives/17313,desktop,7,7,6,1.1666666666666667,53.166666666666664,26,0,0
/global/archives/18690,desktop,7,10,7,1,70.57142857142857,36,0,0
/global/archives/3820,desktop,7,8,7,1,7.428571428571429,32,0,0
/global/archives/7245,desktop,7,7,6,1.1666666666666667,12.333333333333334,28,0,0
/global/archives/9493,desktop,7,5,3,2.3333333333333335,34.333333333333336,31,0,0
/global/archives/9910,desktop,7,7,6,1.1666666666666667,80.33333333333333,34,0,0
/global/archives/category/corporates/sk-earthon,desktop,7,5,5,1.4,13.8,32,0,0
/global/archives/10835,desktop,6,6,6,1,6.5,26,0,0
/global/archives/12190,desktop,6,7,5,1.2,19.4,27,0,0
/global/archives/12274/skee,desktop,6,6,5,1.2,28.6,31,0,0
/global/archives/16463,mobile,6,5,5,1.2,15.2,20,0,0
/global/archives/16970,desktop,6,4,4,1.5,32.25,24,0,0
/global/archives/17569,mobile,6,6,3,2,7.666666666666667,22,0,0
/global/archives/17965,desktop,6,4,3,2,16.333333333333332,23,0,0
/global/archives/18388,desktop,6,5,5,1.2,131.2,26,0,0
/global/archives/18445,desktop,6,7,6,1,62,27,0,0
/global/archives/18608,mobile,6,6,4,1.5,61,23,0,0
/global/archives/18743,mobile,6,6,6,1,23.833333333333332,27,0,0
/global/archives/4921,mobile,6,5,5,1.2,17.6,27,0,0
/global/archives/category/press-room/financial-results,mobile,6,3,2,3,35.5,23,0,0
/global/archives/tag/pouch-type-battery,desktop,6,6,4,1.5,15.5,30,0,0
/global/archives/tag/sk-gc-americas,desktop,6,4,4,1.5,8,29,0,0
/global/404,desktop,5,2,2,2.5,4.5,21,0,0
/global/archives/11161,desktop,5,5,5,1,259.4,24,0,0
/global/archives/11512,desktop,5,6,5,1,11,23,0,0
/global/archives/14243,mobile,5,3,3,1.6666666666666667,52.666666666666664,22,0,0
/global/archives/14766,desktop,5,5,5,1,39.4,20,0,0
/global/archives/15204,desktop,5,5,5,1,41,23,0,0
/global/archives/15760,desktop,5,4,3,1.6666666666666667,39.333333333333336,23,0,0
/global/archives/15840,desktop,5,5,5,1,75.6,26,0,0
/global/archives/15937,desktop,5,6,3,1.6666666666666667,25.333333333333332,22,0,0
/global/archives/17356,desktop,5,5,3,1.6666666666666667,61.333333333333336,23,0,0
/global/archives/18140,desktop,5,5,5,1,72.6,22,0,0
/global/archives/18478,desktop,5,5,5,1,36.2,22,0,0
/global/archives/7078,desktop,5,1,1,5,8,16,0,0
/global/archives/7633,desktop,5,5,2,2.5,52,19,0,0
/global/archives/9668,desktop,5,5,5,1,49.2,27,0,0
/global/archives/9740,desktop,5,5,4,1.25,42.75,21,0,0
/global/archives/category/corporate/sk-enmove,desktop,5,5,4,1.25,8.5,18,0,0
/global/archives/category/corporates/sk-enterm,desktop,5,5,4,1.25,7.5,24,0,0
