# ----------------------------------------
# 보고서 CSV 내보내기
# 계정: SK이노베이션(한글)
# 속성: SK이노베이션 - GA4
# ----------------------------------------
# 
# 모든 사용자
# 시작일: 20241029
# 종료일: 20241029
기기 카테고리,페이지 경로 및 화면 클래스,총 사용자,새 사용자 수,조회수
desktop,/,97,40,174
mobile,/archives/32828,29,27,32
desktop,/archives/115674,41,26,55
desktop,/archives/84588,21,21,22
desktop,/archives/114973,22,19,22
desktop,/archives/115731,23,19,23
desktop,/archives/117027,32,19,38
mobile,/archives/96864,20,19,20
desktop,/archives/115057,20,18,22
desktop,/archives/48028,21,18,20
desktop,/archives/32828,14,14,15
desktop,/archives/113797,17,13,17
mobile,/archives/117027,14,12,15
desktop,/archives/116346,15,10,15
mobile,/,17,10,22
desktop,/archives/114094,10,8,12
mobile,/archives/113952,8,8,8
mobile,/archives/115057,8,8,9
mobile,/archives/16295,8,8,9
desktop,/archives/112580,7,7,11
desktop,/archives/21277,7,7,9
desktop,/archives/8502,7,7,8
desktop,/archives/96864,9,7,9
mobile,/archives/115674,8,7,12
desktop,/archives/104002,13,6,15
desktop,/archives/111387,6,6,7
desktop,/archives/22283,6,6,7
desktop,/archives/45433,6,6,7
desktop,/archives/49884,8,6,9
desktop,/archives/category/business/sk-on,17,6,24
mobile,/archives/112580,7,6,6
mobile,/archives/24686,6,6,7
desktop,/archives/110323,5,5,5
desktop,/archives/114138,6,5,6
desktop,/archives/115258,9,5,8
desktop,/archives/23900,6,5,7
desktop,/archives/24686,5,5,5
desktop,/archives/34678,5,5,5
desktop,/archives/8935,5,5,5
mobile,/archives/116437,5,5,5
tablet,/archives/21277,8,5,10
desktop,/archives/111831,5,4,5
desktop,/archives/116290,6,4,8
desktop,/archives/48881,4,4,4
desktop,/archives/59030,6,4,9
desktop,/archives/8355,5,4,5
desktop,/archives/98605,5,4,5
desktop,/posts,9,4,12
mobile,/archives/105883,4,4,6
mobile,/archives/107887,4,4,6
mobile,/archives/10815,4,4,4
mobile,/archives/113797,4,4,5
mobile,/archives/84588,4,4,4
mobile,/archives/8502,4,4,6
tablet,/archives/115057,4,4,7
desktop,/archives/100667,3,3,4
desktop,/archives/110015,4,3,4
desktop,/archives/111978,4,3,3
desktop,/archives/113159,4,3,5
desktop,/archives/115020,4,3,6
desktop,/archives/21261,3,3,4
desktop,/archives/25903,8,3,9
desktop,/archives/47741,3,3,3
desktop,/archives/63622,3,3,4
desktop,/archives/7288,3,3,3
desktop,/archives/8544,4,3,3
desktop,/archives/98107,3,3,3
desktop,/archives/98731,3,3,3
desktop,/archives/category/business/sk-energy,7,3,9
desktop,/archives/tag/sk루브리컨츠,3,3,3
mobile,/archives/114094,5,3,5
mobile,/archives/21775,3,3,4
mobile,/archives/48028,4,3,4
mobile,/archives/48279,3,3,4
mobile,/archives/49884,3,3,3
mobile,/archives/8935,3,3,3
mobile,/archives/category/business/sk-on,3,3,5
tablet,/archives/115020,3,3,7
tablet,/archives/59768,3,3,3
desktop,/archives/101248,3,2,3
desktop,/archives/103947,2,2,2
desktop,/archives/105770,2,2,2
desktop,/archives/106868,2,2,2
desktop,/archives/107411,3,2,3
desktop,/archives/107738,2,2,2
desktop,/archives/111540,2,2,2
desktop,/archives/112776,3,2,4
desktop,/archives/112908,3,2,4
desktop,/archives/112956,2,2,3
desktop,/archives/113226,2,2,2
desktop,/archives/113855,5,2,5
desktop,/archives/113952,3,2,3
desktop,/archives/114407,3,2,4
desktop,/archives/114632,2,2,2
desktop,/archives/114773,2,2,2
desktop,/archives/115517,2,2,2
desktop,/archives/115537,5,2,6
desktop,/archives/115558,3,2,5
desktop,/archives/115727,3,2,3
desktop,/archives/115877,2,2,4
desktop,/archives/117002,8,2,8
desktop,/archives/12929,2,2,2
desktop,/archives/14327,2,2,3
desktop,/archives/14875,2,2,4
desktop,/archives/16295,2,2,2
desktop,/archives/22032,2,2,2
desktop,/archives/22310,2,2,2
desktop,/archives/28782,2,2,2
desktop,/archives/32681,2,2,3
desktop,/archives/34355,2,2,4
desktop,/archives/47699,2,2,2
desktop,/archives/51077,2,2,2
desktop,/archives/51614,2,2,2
desktop,/archives/60291,2,2,2
desktop,/archives/6688,4,2,6
desktop,/archives/78457,2,2,3
desktop,/archives/8269,2,2,2
desktop,/archives/83166,3,2,4
desktop,/archives/84762,2,2,2
desktop,/archives/88954,2,2,2
desktop,/archives/93938,4,2,5
desktop,/archives/9637,2,2,2
desktop,/archives/96443,2,2,2
desktop,/archives/97264,2,2,3
desktop,/archives/97391,2,2,2
desktop,/archives/97463,2,2,2
desktop,/archives/98215,2,2,2
desktop,/archives/98889,2,2,2
desktop,/archives/99361,5,2,6
desktop,/archives/tag/sk이노베이션-울산complex,4,2,4
desktop,/archives/tag/sk주유소,2,2,2
mobile,/archives/100667,2,2,2
mobile,/archives/104002,3,2,2
mobile,/archives/10512,2,2,2
mobile,/archives/111831,2,2,2
mobile,/archives/113159,2,2,2
mobile,/archives/114014,2,2,2
mobile,/archives/114065,2,2,2
mobile,/archives/114999,2,2,3
mobile,/archives/115020,2,2,2
mobile,/archives/115537,2,2,2
mobile,/archives/115587,2,2,2
mobile,/archives/115731,2,2,2
mobile,/archives/115988,3,2,3
mobile,/archives/116844,3,2,3
mobile,/archives/16114,2,2,2
mobile,/archives/18648,2,2,3
mobile,/archives/21573,2,2,2
mobile,/archives/22283,2,2,3
mobile,/archives/22310,2,2,2
mobile,/archives/25596,2,2,2
mobile,/archives/28520,2,2,2
mobile,/archives/28782,2,2,2
mobile,/archives/30647,2,2,2
mobile,/archives/34678,2,2,2
mobile,/archives/36237,2,2,3
mobile,/archives/36253,2,2,2
mobile,/archives/6688,2,2,2
mobile,/archives/69864,2,2,3
mobile,/archives/70071,2,2,2
mobile,/archives/79213,2,2,2
mobile,/archives/8422,2,2,2
mobile,/archives/8544,2,2,2
mobile,/archives/97544,2,2,3
mobile,/archives/98107,2,2,3
mobile,/archives/98182,2,2,3
tablet,/archives/113952,3,2,3
tablet,/archives/114094,2,2,2
tablet,/archives/117053,3,2,3
tablet,/archives/12432,2,2,3
tablet,/archives/22283,2,2,2
tablet,/archives/32828,2,2,3
tablet,/archives/36237,2,2,2
tablet,/archives/57901,2,2,3
tablet,/archives/8502,2,2,2
desktop,/archives/100001,3,1,5
desktop,/archives/100521,1,1,1
desktop,/archives/100641,1,1,1
desktop,/archives/100739,1,1,1
desktop,/archives/102531,1,1,1
desktop,/archives/102835,1,1,1
desktop,/archives/103233,1,1,1
desktop,/archives/10330,1,1,1
desktop,/archives/103302,1,1,1
desktop,/archives/103349,4,1,3
desktop,/archives/103400,1,1,1
desktop,/archives/103803,1,1,1
desktop,/archives/104261,1,1,2
desktop,/archives/104487,1,1,1
desktop,/archives/104532,2,1,2
desktop,/archives/10512,1,1,1
desktop,/archives/105343,1,1,1
desktop,/archives/105395,1,1,1
desktop,/archives/10557,2,1,3
desktop,/archives/105726,1,1,1
desktop,/archives/106172,1,1,1
desktop,/archives/107557,1,1,1
desktop,/archives/107822,1,1,1
desktop,/archives/107887,2,1,7
desktop,/archives/108755,1,1,1
desktop,/archives/109090,1,1,1
desktop,/archives/109386,1,1,1
desktop,/archives/10963,2,1,2
desktop,/archives/109765,1,1,1
desktop,/archives/109888,2,1,2
desktop,/archives/110120,1,1,1
desktop,/archives/110237,1,1,1
desktop,/archives/111406,2,1,1
desktop,/archives/111887,2,1,2
desktop,/archives/112006,1,1,1
desktop,/archives/112046,1,1,1
desktop,/archives/112167,1,1,1
desktop,/archives/112279,1,1,1
desktop,/archives/112411,2,1,2
desktop,/archives/112418,2,1,1
desktop,/archives/112480,1,1,1
desktop,/archives/112487,2,1,2
desktop,/archives/113197,1,1,3
desktop,/archives/113565,1,1,1
desktop,/archives/113624,1,1,1
desktop,/archives/113663,2,1,2
desktop,/archives/113680,1,1,1
desktop,/archives/113998,3,1,3
desktop,/archives/114118,1,1,2
desktop,/archives/114153,2,1,2
