# ----------------------------------------
# 보고서 CSV 내보내기
# 계정: SK이노베이션(한글)
# 속성: SK이노베이션 - GA4
# ----------------------------------------
# 
# 모든 사용자
# 시작일: 20241010
# 종료일: 20241010
기기 카테고리,페이지 경로 및 화면 클래스,총 사용자,새 사용자 수,조회수
mobile,/archives/32828,43,43,45
desktop,/,79,30,129
mobile,/archives/116690,31,25,33
desktop,/archives/83720,22,21,22
desktop,/archives/84588,26,19,27
desktop,/archives/113797,18,16,20
desktop,/archives/114094,16,14,20
desktop,/archives/115674,26,14,30
mobile,/archives/83720,14,14,15
desktop,/archives/116690,26,12,37
desktop,/archives/115731,15,10,18
desktop,/archives/48028,10,9,10
desktop,/archives/115057,10,8,14
desktop,/archives/111387,11,7,15
desktop,/archives/116346,9,7,11
desktop,/archives/32828,7,7,7
mobile,/archives/113952,7,7,9
mobile,/archives/96864,8,7,9
desktop,/archives/112580,7,6,7
desktop,/archives/113952,6,6,6
desktop,/archives/114773,12,6,17
desktop,/archives/115779,10,6,19
desktop,/archives/48881,7,6,9
mobile,/archives/115057,6,6,7
desktop,/archives/104002,7,5,6
desktop,/archives/114973,12,5,11
desktop,/archives/96864,7,5,8
desktop,/archives/98107,8,5,8
mobile,/archives/10963,5,5,5
tablet,/archives/115057,5,5,6
desktop,/archives/112480,4,4,4
desktop,/archives/113159,5,4,6
desktop,/archives/115664,6,4,8
desktop,/archives/27825,6,4,8
desktop,/archives/49884,8,4,10
desktop,/archives/8448,4,4,6
mobile,/,9,4,12
mobile,/archives/115731,4,4,5
mobile,/archives/21277,5,4,5
mobile,/archives/23352,4,4,5
mobile,/archives/24686,5,4,5
mobile,/archives/63622,4,4,4
tablet,/archives/48881,5,4,10
desktop,/archives/107411,3,3,5
desktop,/archives/111406,3,3,3
desktop,/archives/112487,3,3,4
desktop,/archives/112956,3,3,4
desktop,/archives/114138,3,3,3
desktop,/archives/115988,3,3,3
desktop,/archives/116844,13,3,15
desktop,/archives/21277,3,3,3
desktop,/archives/24686,4,3,4
desktop,/archives/25955,3,3,3
desktop,/archives/34162,3,3,3
desktop,/archives/34678,4,3,4
desktop,/archives/51077,3,3,4
desktop,/archives/53520,3,3,3
desktop,/archives/63622,4,3,4
desktop,/archives/65154,3,3,4
desktop,/archives/80453,3,3,5
desktop,/archives/88269,3,3,4
desktop,/archives/category/business/sk-geo-centric,8,3,13
desktop,/archives/tag/sk경영경제연구소,4,3,4
desktop,/posts,10,3,18
mobile,/archives/104439,3,3,3
mobile,/archives/111540,3,3,3
mobile,/archives/112908,3,3,3
mobile,/archives/113797,4,3,4
mobile,/archives/116346,3,3,4
mobile,/archives/16295,3,3,3
mobile,/archives/24737,3,3,3
mobile,/archives/33788,3,3,3
mobile,/archives/8935,3,3,3
mobile,/archives/9439,3,3,3
mobile,/archives/category/business/sk-on,4,3,5
tablet,/archives/48028,3,3,3
desktop,/archives/100667,2,2,2
desktop,/archives/103947,5,2,5
desktop,/archives/103989,3,2,3
desktop,/archives/105770,2,2,2
desktop,/archives/107557,4,2,4
desktop,/archives/108755,3,2,3
desktop,/archives/108874,2,2,2
desktop,/archives/10963,2,2,2
desktop,/archives/111978,2,2,2
desktop,/archives/112411,2,2,2
desktop,/archives/113680,2,2,2
desktop,/archives/113925,2,2,2
desktop,/archives/114065,5,2,7
desktop,/archives/114309,2,2,2
desktop,/archives/114632,3,2,3
desktop,/archives/114688,3,2,3
desktop,/archives/115558,2,2,3
desktop,/archives/115899,4,2,4
desktop,/archives/116170,2,2,2
desktop,/archives/116635,2,2,3
desktop,/archives/116801,3,2,5
desktop,/archives/19039,2,2,2
desktop,/archives/22283,2,2,2
desktop,/archives/22421,3,2,4
desktop,/archives/23352,2,2,2
desktop,/archives/26186,2,2,2
desktop,/archives/34355,2,2,2
desktop,/archives/34624,4,2,4
desktop,/archives/45433,3,2,3
desktop,/archives/48279,4,2,4
desktop,/archives/54273,2,2,2
desktop,/archives/57901,3,2,4
desktop,/archives/61250,2,2,2
desktop,/archives/72250,2,2,2
desktop,/archives/7268,2,2,2
desktop,/archives/7348,3,2,3
desktop,/archives/75079,2,2,2
desktop,/archives/81367,2,2,2
desktop,/archives/83392,2,2,3
desktop,/archives/84762,2,2,2
desktop,/archives/89053,2,2,2
desktop,/archives/9249,2,2,2
desktop,/archives/93353,2,2,2
desktop,/archives/98731,3,2,3
desktop,/archives/category/business/sk-energy,6,2,9
desktop,/archives/category/social-news,2,2,2
desktop,/archives/tag/김준,2,2,2
mobile,/archives/10815,2,2,2
mobile,/archives/108569,2,2,2
mobile,/archives/110323,2,2,2
mobile,/archives/114094,2,2,3
mobile,/archives/114973,3,2,3
mobile,/archives/115587,2,2,2
mobile,/archives/115899,2,2,3
mobile,/archives/115988,2,2,2
mobile,/archives/116170,2,2,2
mobile,/archives/13682,2,2,2
mobile,/archives/18648,2,2,2
mobile,/archives/2410,2,2,2
mobile,/archives/28045,2,2,2
mobile,/archives/32337,2,2,3
mobile,/archives/47748,2,2,2
mobile,/archives/48028,3,2,4
mobile,/archives/49884,2,2,2
mobile,/archives/76541,2,2,2
mobile,/archives/8355,4,2,4
mobile,/archives/84588,2,2,2
mobile,/archives/85006,3,2,4
mobile,/archives/8502,2,2,2
mobile,/archives/category/business/sk-incheonpetrochem,2,2,2
tablet,/archives/108569,3,2,10
tablet,/archives/112046,2,2,3
desktop,/190904_전기차충전기_카드뉴스_10,1,1,1
desktop,/archives/100061,1,1,1
desktop,/archives/100113,1,1,1
desktop,/archives/100553,1,1,1
desktop,/archives/102531,1,1,2
desktop,/archives/103367,1,1,1
desktop,/archives/103803,1,1,1
desktop,/archives/104151,2,1,2
desktop,/archives/104439,1,1,1
desktop,/archives/104677,1,1,1
desktop,/archives/105499,1,1,1
desktop,/archives/105521,1,1,1
desktop,/archives/10557,1,1,1
desktop,/archives/105914,1,1,1
desktop,/archives/106172,1,1,1
desktop,/archives/106345,1,1,1
desktop,/archives/106701,1,1,1
desktop,/archives/106868,1,1,1
desktop,/archives/107142,1,1,1
desktop,/archives/108569,4,1,3
desktop,/archives/108736,1,1,1
desktop,/archives/109090,1,1,1
desktop,/archives/109111,1,1,1
desktop,/archives/109118,3,1,3
desktop,/archives/109216,1,1,2
desktop,/archives/109674,1,1,1
desktop,/archives/109977,1,1,1
desktop,/archives/110015,2,1,2
desktop,/archives/110245,1,1,1
desktop,/archives/110323,1,1,1
desktop,/archives/110665,1,1,1
desktop,/archives/110681,1,1,1
desktop,/archives/110919,1,1,1
desktop,/archives/110959,1,1,1
desktop,/archives/110975,1,1,1
desktop,/archives/111373,1,1,1
desktop,/archives/111831,1,1,1
desktop,/archives/111843,2,1,2
desktop,/archives/111968,1,1,1
desktop,/archives/112036,2,1,2
desktop,/archives/112046,2,1,3
desktop,/archives/112239,1,1,1
desktop,/archives/112418,2,1,2
desktop,/archives/112776,1,1,1
desktop,/archives/112908,2,1,2
desktop,/archives/113121,1,1,1
desktop,/archives/113197,1,1,1
desktop,/archives/113268,1,1,1
desktop,/archives/113475/3-sk이노베이션_ces2024_sk원더랜드_sk-wonderland_원더글로브_1-4,1,1,1
desktop,/archives/113565,1,1,1
desktop,/archives/113663,1,1,1
desktop,/archives/11371,1,1,1
desktop,/archives/114014,2,1,3
desktop,/archives/114153,2,1,2
desktop,/archives/114221,1,1,1
desktop,/archives/114327,1,1,1
desktop,/archives/114522,1,1,1
desktop,/archives/114751,2,1,2
desktop,/archives/115394,1,1,1
desktop,/archives/115416/5-인천서구자원봉사센터-사랑의-밥차-봉사활동,1,1,1
desktop,/archives/115416/sk트레이딩인터내셔널-환경정화-봉사활동-7,1,1,1
desktop,/archives/115494,1,1,1
desktop,/archives/115537,2,1,2
desktop,/archives/115691,1,1,1
desktop,/archives/115727,1,1,1
desktop,/archives/115837,1,1,1
desktop,/archives/115877,5,1,6
desktop,/archives/115922,1,1,1
desktop,/archives/116456,1,1,1
desktop,/archives/116668,1,1,1
desktop,/archives/116690 /,1,1,1
desktop,/archives/116822,2,1,2
desktop,/archives/11761,1,1,1
desktop,/archives/12513,1,1,1
desktop,/archives/13718,1,1,1
desktop,/archives/14117,1,1,1
desktop,/archives/14188,1,1,1
desktop,/archives/14275,1,1,1
desktop,/archives/14327,1,1,1
desktop,/archives/14875,1,1,1
desktop,/archives/14965,1,1,1
desktop,/archives/15654,1,1,1
desktop,/archives/16013,1,1,1
desktop,/archives/16295,1,1,2
desktop,/archives/17876,1,1,1
desktop,/archives/18301,1,1,1
desktop,/archives/21295,1,1,1
desktop,/archives/21314,1,1,1
desktop,/archives/21455,1,1,1
desktop,/archives/21532,1,1,1
desktop,/archives/21617,1,1,1
desktop,/archives/21973,1,1,1
desktop,/archives/22185,1,1,1
desktop,/archives/22870,1,1,1
desktop,/archives/23219,1,1,2
desktop,/archives/24005,1,1,1
desktop,/archives/24588,1,1,1
desktop,/archives/24591,1,1,1
desktop,/archives/24660,1,1,1
desktop,/archives/25596,1,1,2
desktop,/archives/25623,1,1,1
desktop,/archives/25903,1,1,1
desktop,/archives/27705,1,1,1
desktop,/archives/27728,1,1,1
desktop,/archives/28634,1,1,1
desktop,/archives/29138,1,1,1
desktop,/archives/29201,1,1,1
desktop,/archives/30576,1,1,1
desktop,/archives/31735,1,1,1
desktop,/archives/31846,1,1,1
desktop,/archives/31857,1,1,1
desktop,/archives/33788,1,1,1
desktop,/archives/34093,1,1,1
desktop,/archives/35137,1,1,1
desktop,/archives/35678,3,1,3
desktop,/archives/38114,1,1,1
desktop,/archives/38633,1,1,1
desktop,/archives/4521,2,1,2
desktop,/archives/47218,3,1,3
desktop,/archives/47741,1,1,1
desktop,/archives/47895,1,1,1
desktop,/archives/49319,1,1,1
desktop,/archives/50863,1,1,1
desktop,/archives/50898,1,1,1
desktop,/archives/51614,1,1,1
desktop,/archives/54432,1,1,1
desktop,/archives/54522,1,1,1
desktop,/archives/56046,1,1,1
desktop,/archives/57650,1,1,1
desktop,/archives/59030,2,1,3
desktop,/archives/59768,1,1,1
desktop,/archives/59917,1,1,2
desktop,/archives/60160,1,1,2
desktop,/archives/60291,1,1,1
desktop,/archives/60564,1,1,2
desktop,/archives/61753,1,1,1
desktop,/archives/61987,1,1,1
desktop,/archives/63062,1,1,1
desktop,/archives/63128,1,1,1
desktop,/archives/63586,1,1,1
desktop,/archives/64364,1,1,1
desktop,/archives/6688,1,1,1
desktop,/archives/67904,1,1,1
desktop,/archives/67997,1,1,1
desktop,/archives/67998,1,1,1
desktop,/archives/69107,1,1,1
desktop,/archives/6947,1,1,1
desktop,/archives/69621,1,1,1
desktop,/archives/69990,1,1,1
desktop,/archives/70071,1,1,1
desktop,/archives/70521,2,1,3
desktop,/archives/70737,1,1,2
desktop,/archives/70814,1,1,1
desktop,/archives/71524,1,1,1
desktop,/archives/72120,1,1,1
desktop,/archives/72139,1,1,1
desktop,/archives/72162,1,1,1
desktop,/archives/73326,1,1,1
desktop,/archives/73965,1,1,1
desktop,/archives/74311,1,1,1
desktop,/archives/74629,1,1,2
desktop,/archives/7475,1,1,1
desktop,/archives/75226,1,1,1
desktop,/archives/75513,1,1,1
desktop,/archives/7554,1,1,1
desktop,/archives/7636,1,1,1
desktop,/archives/76429,1,1,1
desktop,/archives/76950,1,1,1
desktop,/archives/77408,1,1,1
desktop,/archives/78753,1,1,1
desktop,/archives/78785,1,1,1
desktop,/archives/80546,1,1,1
desktop,/archives/81090,1,1,1
desktop,/archives/8254,1,1,1
desktop,/archives/8289,1,1,1
