# ----------------------------------------
# 보고서 CSV 내보내기
# 계정: skinno global
# 속성: skinno 글로벌 - GA4
# ----------------------------------------
# 
# 모든 사용자
# 시작일: 20240701
# 종료일: 20240707
페이지 경로 및 화면 클래스,국가,조회수,세션수,사용자,사용자당 조회수,평균 참여 시간,이벤트 수,주요 이벤트,총 수익
/global/,South Korea,138,83,50,2.76,25.3,577,0,0
/global/archives/18388,United States,80,78,73,1.095890410958904,71.6027397260274,338,0,0
/global/archives/18388,South Korea,43,41,33,1.303030303030303,29.545454545454547,174,0,0
/global/archives/category/press-room/press-release,France,43,43,42,1.0238095238095237,0.6428571428571429,171,0,0
/global/latestnews,China,43,50,50,0.86,20.56,178,0,0
/global/,China,33,20,15,2.2,13.866666666666667,111,0,0
/global/archives/18388,India,28,28,22,1.2727272727272727,133.9090909090909,123,0,0
/global/archives/18140,India,26,25,8,3.25,0.5,76,0,0
/global/,Japan,25,20,13,1.9230769230769231,21.923076923076923,107,0,0
/global/,United Kingdom,24,24,24,1,4.458333333333333,98,0,0
/global/archives/18388,Canada,21,23,18,1.1666666666666667,8.333333333333334,93,0,0
/global/latestnews,South Korea,21,25,10,2.1,5.8,86,0,0
/global/archives/18283,South Korea,20,16,12,1.6666666666666667,12.666666666666666,79,0,0
/global/archives/category/press-room/financial-results,Singapore,20,8,7,2.857142857142857,19.714285714285715,75,0,0
/global/archives/18421,India,19,14,10,1.9,16,70,0,0
/global/archives/18421,United States,19,17,17,1.1176470588235294,8.647058823529411,71,0,0
/global/,United States,17,14,12,1.4166666666666667,18.75,73,0,0
/global/archives/17737,South Korea,17,8,5,3.4,349,58,0,0
/global/archives/category/corporates/sk-on,South Korea,17,15,12,1.4166666666666667,27.666666666666668,68,0,0
/global/archives/category/press-room/financial-results,United States,16,10,7,2.2857142857142856,16.857142857142858,62,0,0
/global/archives/18107,United States,15,19,15,1,146,78,0,0
/global/archives/18361,South Korea,15,13,11,1.3636363636363635,6.636363636363637,57,0,0
/global/archives/category/press-room/press-release,Japan,15,12,7,2.142857142857143,26.142857142857142,53,0,0
/global/,Singapore,14,10,8,1.75,17.75,61,0,0
/global/archives/16025,South Korea,14,11,10,1.4,5,56,0,0
/global/archives/17817,India,14,13,1,14,0,40,0,0
/global/archives/18388,United Kingdom,14,16,14,1,168.28571428571428,66,0,0
/global/archives/12274/skee,South Korea,13,9,7,1.8571428571428572,29.428571428571427,60,0,0
