# ----------------------------------------
# 보고서 CSV 내보내기
# 계정: skinno global
# 속성: skinno 글로벌 - GA4
# ----------------------------------------
# 
# 모든 사용자
# 시작일: 20240722
# 종료일: 20240728
페이지 경로 및 화면 클래스,국가,조회수,세션수,사용자,사용자당 조회수,평균 참여 시간,이벤트 수,주요 이벤트,총 수익
/global/archives/18546,United States,245,238,195,1.2564102564102564,36.92820512820513,1011,0,0
/global/,South Korea,98,64,38,2.5789473684210527,16,415,0,0
/global/archives/18546,South Korea,80,83,54,1.4814814814814814,25.444444444444443,327,0,0
/global/archives/category/press-room/press-release,France,49,47,46,1.065217391304348,1.891304347826087,194,0,0
/global/archives/18546,Singapore,48,56,36,1.3333333333333333,80.22222222222223,220,0,0
/global/archives/18546,India,47,39,30,1.5666666666666667,47.63333333333333,193,0,0
/global/latestnews,China,42,47,46,0.9130434782608695,19.217391304347824,165,0,0
/global/,United States,35,26,24,1.4583333333333333,21.833333333333332,152,0,0
/global/,United Kingdom,34,30,30,1.1333333333333333,2.3666666666666667,147,0,0
/global/archives/18546,Germany,33,26,24,1.375,30.375,136,0,0
/global/archives/18546,Japan,32,31,21,1.5238095238095237,62.285714285714285,134,0,0
/global/archives/9910,Malaysia,31,29,23,1.3478260869565217,43.869565217391305,142,0,0
/global/archives/18546,United Kingdom,28,24,19,1.4736842105263157,26.210526315789473,123,0,0
/global/,India,25,16,14,1.7857142857142858,14.857142857142858,104,0,0
/global/archives/18546,Hong Kong,24,24,19,1.263157894736842,79.42105263157895,109,0,0
/global/,Japan,22,14,13,1.6923076923076923,20.692307692307693,95,0,0
/global/latestnews,Germany,22,22,1,22,11,56,0,0
/global/archives/category/corporates,United States,20,4,4,5,65.25,78,0,0
/global/archives/category/press-room/financial-results,Singapore,20,10,10,2,19.6,81,0,0
/global/archives/18546,Hungary,19,20,15,1.2666666666666666,121.46666666666667,75,0,0
/global/latestnews,South Korea,19,16,6,3.1666666666666665,23.833333333333332,77,0,0
/global/archives/17313,United States,18,21,16,1.125,4.9375,71,0,0
/global/archives/18332,South Korea,18,18,6,3,166.83333333333334,78,0,0
/global/,China,17,12,9,1.8888888888888888,31.11111111111111,62,0,0
/global/archives/18546,Spain,17,10,7,2.4285714285714284,66.42857142857143,58,0,0
/global/archives/18065,South Korea,15,9,6,2.5,24,61,0,0
/global/archives/category/corporates/sk-on,United States,15,12,8,1.875,27.375,61,0,0
/global/archives/category/press-room,Singapore,14,13,6,2.3333333333333335,30.666666666666668,52,0,0
/global/archives/18546,Canada,13,15,13,1,0,54,0,0
/global/archives/18546,France,13,13,13,1,15.384615384615385,53,0,0
/global/archives/18571,South Korea,13,9,6,2.1666666666666665,2.5,43,0,0
/global/archives/8360,Thailand,13,10,9,1.4444444444444444,47.22222222222222,52,0,0
/global/archives/category/press-room/press-release,India,13,10,6,2.1666666666666665,196.83333333333334,50,0,0
/global/latestnews,United States,13,14,7,1.8571428571428572,11.571428571428571,47,0,0
/global/archives/17216,United States,12,8,8,1.5,28,48,0,0
/global/archives/17426,Singapore,11,8,7,1.5714285714285714,22.428571428571427,47,0,0
/global/archives/18140,India,11,11,2,5.5,0,35,0,0
