# ----------------------------------------
# 보고서 CSV 내보내기
# 계정: SK이노베이션(한글)
# 속성: SK이노베이션 - GA4
# ----------------------------------------
# 
# 모든 사용자
# 시작일: 20240915
# 종료일: 20240915
기기 카테고리,페이지 경로 및 화면 클래스,총 사용자,새 사용자 수,조회수
desktop,/archives/category/press/press-release,49,48,50
mobile,/archives/32828,30,29,31
mobile,/archives/96864,18,18,19
desktop,/,24,17,27
mobile,/archives/16295,9,8,9
mobile,/archives/category/business/sk-enmove,7,7,13
mobile,/,9,6,14
desktop,/archives/115674,5,5,6
desktop,/archives/115731,6,5,7
desktop,/posts,6,5,10
mobile,/archives/115731,5,5,5
desktop,/archives/114973,6,4,4
desktop,/archives/34678,4,4,5
desktop,/archives/84588,4,4,5
mobile,/archives/114309,4,4,6
mobile,/archives/84588,4,4,4
mobile,/archives/9439,4,4,4
desktop,/archives/113680,3,3,3
desktop,/archives/115057,5,3,6
desktop,/archives/48028,3,3,3
desktop,/archives/category/social-news,3,3,3
mobile,/archives/105883,3,3,3
mobile,/archives/113952,3,3,3
mobile,/archives/114094,3,3,3
mobile,/archives/115674,3,3,4
mobile,/archives/49884,3,3,3
desktop,/archives/111387,2,2,4
desktop,/archives/114094,2,2,2
desktop,/archives/115877,2,2,2
desktop,/archives/16295,2,2,2
desktop,/archives/28782,2,2,2
desktop,/archives/31789,2,2,2
desktop,/archives/32828,2,2,2
desktop,/archives/45433,2,2,2
desktop,/archives/49884,2,2,2
desktop,/archives/61743,2,2,2
desktop,/archives/63622,2,2,2
desktop,/archives/65154,2,2,3
desktop,/archives/96864,2,2,2
desktop,/archives/category/field-news,2,2,2
mobile,/archives/10512,2,2,2
mobile,/archives/10815,2,2,2
mobile,/archives/108755,2,2,2
mobile,/archives/111540,2,2,2
mobile,/archives/111929,3,2,4
mobile,/archives/113797,2,2,2
mobile,/archives/113855,4,2,5
mobile,/archives/114336,2,2,2
mobile,/archives/114973,2,2,3
mobile,/archives/115057,2,2,2
mobile,/archives/18301,2,2,2
mobile,/archives/28782,2,2,2
mobile,/archives/33788,2,2,2
mobile,/archives/45668,2,2,2
mobile,/archives/47000,2,2,2
mobile,/archives/84762,2,2,2
mobile,/archives/88154,3,2,5
mobile,/archives/category/business/sk-energy,2,2,2
mobile,/newsroom-guide,3,2,5
tablet,/archives/32828,2,2,2
desktop,/archives/100222,1,1,1
desktop,/archives/100892,1,1,1
desktop,/archives/103803,2,1,2
desktop,/archives/105945/230510_장미축제홍보카드뉴스_본문02-2,1,1,2
desktop,/archives/106868,1,1,1
desktop,/archives/107411,1,1,1
desktop,/archives/107925/양극재_03,1,1,1
desktop,/archives/10815,1,1,1
desktop,/archives/109090,1,1,1
desktop,/archives/109603,1,1,1
desktop,/archives/111831,1,1,1
desktop,/archives/111978,1,1,1
desktop,/archives/112428,1,1,1
desktop,/archives/112908,1,1,1
desktop,/archives/112956,2,1,2
desktop,/archives/113632,1,1,1
desktop,/archives/113797,2,1,2
desktop,/archives/113855,1,1,1
desktop,/archives/114065,1,1,1
desktop,/archives/114530,1,1,1
desktop,/archives/114632,1,1,1
desktop,/archives/115214,1,1,1
desktop,/archives/115899,1,1,1
desktop,/archives/115954,1,1,1
desktop,/archives/115988,1,1,1
desktop,/archives/116635,3,1,3
desktop,/archives/13718,1,1,1
desktop,/archives/15214,1,1,1
desktop,/archives/19746,1,1,1
desktop,/archives/22310,1,1,1
desktop,/archives/23352,1,1,2
desktop,/archives/25596,1,1,1
desktop,/archives/25711,2,1,2
desktop,/archives/2624,1,1,2
desktop,/archives/27825,1,1,1
desktop,/archives/31846,1,1,1
desktop,/archives/32839,1,1,1
desktop,/archives/36348,1,1,1
desktop,/archives/38114,1,1,1
desktop,/archives/47111,1,1,1
desktop,/archives/48279,1,1,1
desktop,/archives/56806,1,1,1
desktop,/archives/58410,1,1,2
desktop,/archives/60291,2,1,2
desktop,/archives/60780,1,1,1
desktop,/archives/63128,1,1,3
desktop,/archives/6688,1,1,1
desktop,/archives/7725,1,1,1
desktop,/archives/77515,1,1,1
desktop,/archives/78553,1,1,1
desktop,/archives/8217,1,1,1
desktop,/archives/8269,1,1,1
desktop,/archives/83065,1,1,1
desktop,/archives/83720,1,1,1
desktop,/archives/84318,1,1,1
desktop,/archives/8482,1,1,1
desktop,/archives/85278,1,1,1
desktop,/archives/8544,1,1,3
desktop,/archives/88154,2,1,2
desktop,/archives/89977,1,1,1
desktop,/archives/90219,1,1,1
desktop,/archives/90543,1,1,1
desktop,/archives/91050,1,1,2
desktop,/archives/93813,1,1,1
desktop,/archives/95591,1,1,1
desktop,/archives/96443,1,1,1
desktop,/archives/96454,1,1,1
desktop,/archives/97821,1,1,1
desktop,/archives/99298,1,1,1
desktop,/archives/category/business/sk-enmove,3,1,3
desktop,/archives/category/industry-and-insight,1,1,1
desktop,/archives/tag/채용설명회,1,1,2
mobile,/archives/103803,2,1,2
mobile,/archives/103932,1,1,1
mobile,/archives/103947,1,1,1
mobile,/archives/104421,1,1,1
mobile,/archives/105821,1,1,1
mobile,/archives/106297,1,1,1
mobile,/archives/108736,1,1,2
mobile,/archives/109090,1,1,1
mobile,/archives/109603,1,1,1
mobile,/archives/110015,1,1,1
mobile,/archives/110768,1,1,1
mobile,/archives/111387,1,1,1
mobile,/archives/111831,1,1,1
mobile,/archives/112036,1,1,1
mobile,/archives/112142,1,1,1
mobile,/archives/112331,1,1,1
mobile,/archives/112580,1,1,1
mobile,/archives/113159,1,1,1
mobile,/archives/113520,1,1,1
mobile,/archives/113899,1,1,1
mobile,/archives/114138,3,1,3
mobile,/archives/114153,1,1,1
mobile,/archives/114810,1,1,1
mobile,/archives/114999,1,1,1
mobile,/archives/115394,1,1,2
mobile,/archives/115537,1,1,1
mobile,/archives/115611,1,1,1
mobile,/archives/115877,1,1,1
mobile,/archives/115988,1,1,1
mobile,/archives/14070,1,1,1
mobile,/archives/14188,1,1,1
mobile,/archives/14924,1,1,1
mobile,/archives/17781,1,1,1
mobile,/archives/20855,1,1,1
mobile,/archives/21168,1,1,1
mobile,/archives/21261,1,1,1
mobile,/archives/21558,1,1,1
mobile,/archives/23134,1,1,1
mobile,/archives/23352,1,1,1
mobile,/archives/23448,1,1,1
mobile,/archives/24192,1,1,1
mobile,/archives/25711,1,1,1
mobile,/archives/25734,1,1,1
mobile,/archives/26127,1,1,1
mobile,/archives/31846,1,1,1
mobile,/archives/32710,1,1,1
mobile,/archives/38936,1,1,2
mobile,/archives/45433,1,1,1
mobile,/archives/48279,1,1,1
mobile,/archives/50898,1,1,1
mobile,/archives/51614,1,1,1
mobile,/archives/55469,1,1,1
mobile,/archives/59030,2,1,2
mobile,/archives/61527,1,1,1
mobile,/archives/62987,1,1,1
mobile,/archives/63622,1,1,1
mobile,/archives/68575,1,1,1
mobile,/archives/69107,1,1,1
mobile,/archives/7103,1,1,2
mobile,/archives/71405,1,1,1
mobile,/archives/72104,1,1,1
mobile,/archives/7288,1,1,1
mobile,/archives/73326,1,1,1
mobile,/archives/73718,1,1,1
mobile,/archives/7475,1,1,1
mobile,/archives/76328,1,1,1
mobile,/archives/7636,1,1,1
mobile,/archives/76494,1,1,1
mobile,/archives/83181,1,1,1
mobile,/archives/83720,1,1,1
mobile,/archives/8482,1,1,1
mobile,/archives/8496,1,1,1
mobile,/archives/8511,1,1,1
mobile,/archives/8544,1,1,1
mobile,/archives/8935,1,1,1
mobile,/archives/90219,1,1,1
mobile,/archives/9049,1,1,1
mobile,/archives/91230,1,1,1
mobile,/archives/92138,1,1,1
mobile,/archives/93353,1,1,2
mobile,/archives/95110,1,1,1
mobile,/archives/9512,1,1,1
mobile,/archives/96339,1,1,1
