# ----------------------------------------
# 보고서 CSV 내보내기
# 계정: SK이노베이션(한글)
# 속성: SK이노베이션 - GA4
# ----------------------------------------
# 
# 모든 사용자
# 시작일: 20240919
# 종료일: 20240919
기기 카테고리,페이지 경로 및 화면 클래스,총 사용자,새 사용자 수,조회수
mobile,/archives/32828,38,36,39
desktop,/,66,26,126
desktop,/archives/category/press/press-release,30,22,31
desktop,/archives/84588,22,17,26
mobile,/archives/96864,17,17,18
desktop,/archives/115731,15,15,17
desktop,/archives/114973,16,14,19
desktop,/archives/115057,15,14,16
desktop,/archives/32828,14,14,14
desktop,/archives/115674,20,11,23
desktop,/archives/98182,13,11,14
desktop,/archives/113797,21,10,22
desktop,/archives/48028,11,10,13
desktop,/archives/48881,14,10,25
desktop,/archives/49884,14,10,16
desktop,/archives/104002,14,9,15
desktop,/archives/83720,9,9,9
desktop,/archives/113159,11,8,11
desktop,/archives/83065,9,8,8
desktop,/archives/113952,10,7,10
desktop,/archives/114094,9,7,10
tablet,/archives/48881,23,7,46
desktop,/archives/115258,10,6,10
desktop,/archives/116624,11,6,11
desktop,/archives/25579,6,6,9
desktop,/posts,12,6,16
mobile,/archives/115674,7,6,7
desktop,/archives/10815,5,5,5
desktop,/archives/8502,5,5,7
desktop,/archives/97077,5,5,5
mobile,/archives/111387,5,5,5
mobile,/archives/16295,5,5,5
desktop,/archives/103947,4,4,4
desktop,/archives/111387,4,4,4
desktop,/archives/115877,8,4,8
desktop,/archives/115988,7,4,10
desktop,/archives/116635,11,4,11
desktop,/archives/13264,5,4,4
desktop,/archives/22310,5,4,4
desktop,/archives/48279,5,4,4
desktop,/archives/8482,4,4,4
desktop,/archives/98107,4,4,4
desktop,/archives/tag/싱가포르-복합-정제마진,4,4,4
mobile,/archives/111533,4,4,7
mobile,/archives/115057,4,4,4
desktop,/archives/114153,6,3,6
desktop,/archives/116346,6,3,7
desktop,/archives/22283,3,3,4
desktop,/archives/34678,3,3,3
desktop,/archives/53791,3,3,3
desktop,/archives/91050,4,3,4
desktop,/archives/96864,5,3,6
desktop,/archives/category/field-news,7,3,8
desktop,/archives/tag/sk이노베이션-울산complex,3,3,3
mobile,/archives/10815,3,3,3
mobile,/archives/111540,3,3,3
mobile,/archives/113797,4,3,4
mobile,/archives/113952,4,3,4
mobile,/archives/114773,3,3,10
mobile,/archives/115731,5,3,5
mobile,/archives/24588,3,3,6
mobile,/archives/33788,3,3,3
mobile,/archives/47000,3,3,3
mobile,/archives/49884,3,3,3
mobile,/archives/83720,3,3,3
tablet,/archives/115020,3,3,3
tablet,/archives/115674,3,3,6
desktop,/archives/100159,2,2,2
desktop,/archives/100667,2,2,2
desktop,/archives/104151,2,2,2
desktop,/archives/104439,3,2,4
desktop,/archives/106701,2,2,2
desktop,/archives/109888,2,2,2
desktop,/archives/111540,4,2,3
desktop,/archives/111831,4,2,4
desktop,/archives/111978,3,2,2
desktop,/archives/112418,3,2,3
desktop,/archives/112580,6,2,6
desktop,/archives/112956,3,2,3
desktop,/archives/113680,3,2,3
desktop,/archives/114138,5,2,6
desktop,/archives/114336,3,2,5
desktop,/archives/114773,3,2,4
desktop,/archives/115209,3,2,3
desktop,/archives/115517,2,2,3
desktop,/archives/115537,3,2,3
desktop,/archives/115558,2,2,2
desktop,/archives/116664,14,2,20
desktop,/archives/14875,2,2,2
desktop,/archives/16114,2,2,2
desktop,/archives/24588,2,2,2
desktop,/archives/25623,2,2,2
desktop,/archives/25711,2,2,2
desktop,/archives/27825,3,2,3
desktop,/archives/29138,2,2,2
desktop,/archives/33788,3,2,3
desktop,/archives/37693,3,2,3
desktop,/archives/38936,2,2,4
desktop,/archives/57650,2,2,2
desktop,/archives/65154,2,2,2
desktop,/archives/6688,2,2,2
