# ----------------------------------------
# 보고서 CSV 내보내기
# 계정: skinno global
# 속성: skinno 글로벌 - GA4
# ----------------------------------------
# 
# 모든 사용자
# 시작일: 20240819
# 종료일: 20240825
페이지 경로 및 화면 클래스,기기 카테고리,조회수,세션수,사용자,사용자당 조회수,평균 참여 시간,이벤트 수,주요 이벤트,총 수익
/global/,desktop,216,179,132,1.6363636363636365,16.28787878787879,906,0,0
/global/archives/18546,desktop,170,192,127,1.3385826771653544,43.125984251968504,746,0,0
/global/latestnews,desktop,115,117,81,1.4197530864197532,19.271604938271604,429,0,0
/global/archives/18743,desktop,107,109,96,1.1145833333333333,13.239583333333334,384,0,0
/global/archives/category/press-room/financial-results,desktop,71,35,29,2.4482758620689653,20.517241379310345,278,0,0
/global/archives/category/press-room/press-release,desktop,68,55,42,1.619047619047619,25.523809523809526,270,0,0
/global/archives/18608,desktop,60,51,44,1.3636363636363635,33.63636363636363,243,0,0
/global/archives/18753,desktop,48,45,36,1.3333333333333333,16.25,184,0,0
/global/archives/17426,desktop,42,38,31,1.3548387096774193,24.483870967741936,186,0,0
/global/archives/category/corporates/sk-on,desktop,35,31,20,1.75,19,138,0,0
/global/archives/18743,mobile,34,33,33,1.0303030303030303,6.787878787878788,139,0,0
/global/archives/18283,desktop,33,32,30,1.1,25.466666666666665,139,0,0
/global/archives/18659,desktop,32,29,23,1.391304347826087,27.08695652173913,125,0,0
/global/archives/15490,desktop,28,31,22,1.2727272727272727,10.954545454545455,120,0,0
/global/archives/category/corporates,desktop,27,21,19,1.4210526315789473,22.842105263157894,102,0,0
/global/archives/category/corporates/sk-innovation,desktop,27,24,20,1.35,48.65,108,0,0
/global/archives/18546,mobile,26,25,21,1.2380952380952381,71.61904761904762,105,0,0
/global/,mobile,25,18,13,1.9230769230769231,12.307692307692308,92,0,0
/global/archives/18708,desktop,25,22,18,1.3888888888888888,8.11111111111111,96,0,0
/global/archives/18690,desktop,24,24,20,1.2,23.95,95,0,0
/global/archives/6216,desktop,24,32,22,1.0909090909090908,45.68181818181818,125,0,0
/global/archives/category/press-room,desktop,24,18,15,1.6,8.933333333333334,92,0,0
