# ----------------------------------------
# 보고서 CSV 내보내기
# 계정: skinno global
# 속성: skinno 글로벌 - GA4
# ----------------------------------------
# 
# 모든 사용자
# 시작일: 20240916
# 종료일: 20240922
페이지 경로 및 화면 클래스,조회수,세션수,활성 사용자,활성 사용자당 조회수,활성 사용자당 평균 참여 시간,이벤트 수,주요 이벤트,총 수익
/global/archives/19045,1116,951,847,1.3175914994096811,3.7461629279811097,4196,0,0
/global/archives/19078,612,562,423,1.446808510638298,15.170212765957446,2347,0,0
/global/,174,132,107,1.6261682242990654,17.149532710280372,728,0,0
/global/latestnews,144,160,122,1.180327868852459,22.368852459016395,558,0,0
/global/archives/category/press-room/press-release,51,45,28,1.8214285714285714,23.75,197,0,0
/global/archives/18546,49,63,38,1.2894736842105263,18.473684210526315,231,0,0
/global/archives/category/press-room/financial-results,48,30,26,1.8461538461538463,16.615384615384617,191,0,0
/global/archives/18608,41,38,22,1.8636363636363635,141.54545454545453,178,0,0
/global/archives/17426,40,36,30,1.3333333333333333,43.333333333333336,177,0,0
/global/archives/18659,37,35,30,1.2333333333333334,12.033333333333333,143,0,0
/global/archives/category/press-room,37,28,20,1.85,41.2,144,0,0
/pagead/aclk,36,13,9,4,0,84,0,0
/global/archives/9910,34,33,29,1.1724137931034482,42.62068965517241,158,0,0
/global/archives/18107,30,34,25,1.2,43.84,144,0,0
/global/archives/6216,30,33,28,1.0714285714285714,26.535714285714285,145,0,0
/global/archives/19095,28,27,16,1.75,15.5,103,0,0
/global/archives/15490,27,29,23,1.173913043478261,28.869565217391305,120,0,0
/global/archives/category/corporates/sk-on,27,24,20,1.35,28.15,113,0,0
/global/archives/category/corporates,25,20,18,1.3888888888888888,13.11111111111111,96,0,0
/global/archives/15374,24,24,18,1.3333333333333333,45.388888888888886,103,0,0
/global/archives/16834,24,24,18,1.3333333333333333,23.72222222222222,104,0,0
/global/archives/16060,23,28,20,1.15,52.8,106,0,0
/global/archives/18770,23,30,22,1.0454545454545454,59.59090909090909,95,0,0
/global/archives/18445,22,28,19,1.1578947368421053,37.8421052631579,103,0,0
/global/archives/4612,22,16,10,2.2,48.2,82,0,0
/global/archives/3820,21,18,13,1.6153846153846154,28.153846153846153,93,0,0
/global/archives/16532,20,22,17,1.1764705882352942,45.294117647058826,85,0,0
/global/archives/14766,18,16,13,1.3846153846153846,65,77,0,0
/global/archives/category/corporates/sk-energy,18,15,13,1.3846153846153846,23.307692307692307,65,0,0
/global/archives/category/insight,18,17,16,1.125,7.375,76,0,0
/global/archives/16463,17,16,15,1.1333333333333333,16.733333333333334,77,0,0
/global/archives/17216,16,14,11,1.4545454545454546,25.90909090909091,65,0,0
/global/archives/17623,16,19,14,1.1428571428571428,39.357142857142854,77,0,0
/global/archives/category/corporates/sk-earthon,16,11,8,2,24.25,61,0,0
/global/archives/10939,14,14,12,1.1666666666666667,57.166666666666664,57,0,0
/global/archives/12022,14,13,12,1.1666666666666667,33.833333333333336,66,0,0
/global/archives/17499,14,12,11,1.2727272727272727,26.727272727272727,61,0,0
/global/archives/tag/financial-results,14,9,7,2,14,58,0,0
/global/archives/10774,13,12,12,1.0833333333333333,19.25,59,0,0
/global/archives/15687,13,12,9,1.4444444444444444,60.22222222222222,49,0,0
/global/archives/17595,13,15,10,1.3,27.9,54,0,0
/global/archives/18283,13,14,12,1.0833333333333333,9.666666666666666,51,0,0
/global/archives/15409,12,11,7,1.7142857142857142,35.714285714285715,48,0,0
/global/archives/8067,12,10,4,3,41.25,46,0,0
/global/archives/category/corporates/sk-enterm,12,8,5,2.4,42.6,45,0,0
/global/archives/category/people,12,13,12,1,13.333333333333334,36,0,0
/global/archives/tag/vwbe,12,8,8,1.5,13.625,53,0,0
/global/archives/12147,11,6,6,1.8333333333333333,20.333333333333332,42,0,0
/global/archives/15259,11,10,8,1.375,7,46,0,0
/global/archives/15664,11,10,7,1.5714285714285714,42.57142857142857,47,0,0
/global/archives/category/press-room/issue-fact,11,8,7,1.5714285714285714,12.142857142857142,38,0,0
/global/archives/11004,10,11,9,1.1111111111111112,37.888888888888886,44,0,0
/global/archives/16286,10,9,9,1.1111111111111112,0,39,0,0
/global/archives/17737,10,10,9,1.1111111111111112,94.11111111111111,46,0,0
/global/archives/18388,10,10,8,1.25,98.875,40,0,0
