# ----------------------------------------
# 보고서 CSV 내보내기
# 계정: SK이노베이션(한글)
# 속성: SK이노베이션 - GA4
# ----------------------------------------
# 
# 모든 사용자
# 시작일: 20240201
# 종료일: 20240229
페이지 경로 및 화면 클래스,기기 카테고리,조회수,사용자,사용자당 조회수,평균 참여 시간,이벤트 수,전환,총 수익
/,desktop,3907,1714,2.279463243873979,26.923570595099182,17683,0,0
/archives/24686,mobile,2066,1745,1.1839541547277936,52.693409742120345,9302,0,0
/archives/32828,mobile,932,844,1.1042654028436019,49.83293838862559,4601,0,0
/archives/category/press/press-release,desktop,844,621,1.359098228663446,13.74074074074074,3753,0,0
/,mobile,684,306,2.235294117647059,24.77124183006536,2806,0,0
/archives/category/business/sk-on,desktop,556,260,2.1384615384615384,47.09230769230769,2281,0,0
/archives/84588,desktop,440,364,1.2087912087912087,54.71153846153846,2147,0,0
/archives/113952,mobile,362,313,1.156549520766773,27.440894568690094,1519,0,0
/archives/113998,desktop,361,275,1.3127272727272727,78.04363636363637,1562,0,0
/archives/96864,mobile,345,291,1.1855670103092784,43.553264604811,1557,0,0
/archives/category/business/sk-innovation,desktop,338,219,1.54337899543379,32.71689497716895,1303,0,0
/archives/category/business/sk-energy,desktop,310,191,1.6230366492146597,33.146596858638745,1290,0,0
/archives/103947,desktop,300,242,1.2396694214876034,58.12809917355372,1469,0,0
/archives/category/business,desktop,267,174,1.5344827586206897,18.367816091954023,1035,0,0
/archives/category/industry-and-insight/basics,desktop,244,141,1.7304964539007093,29.48936170212766,945,0,0
/archives/104002,desktop,242,217,1.1152073732718895,53.04147465437788,1210,0,0
/archives/113881,mobile,242,202,1.198019801980198,4.227722772277228,965,0,0
/posts,desktop,216,145,1.4896551724137932,30.055172413793102,906,0,0
/archives/32828,desktop,202,188,1.074468085106383,78.26063829787235,1067,0,0
/archives/category/press,desktop,187,115,1.626086956521739,30.252173913043478,744,0,0
/archives/category/industry-and-insight,desktop,183,137,1.3357664233576643,26.598540145985403,789,0,0
/newsroom-guide,mobile,183,56,3.267857142857143,1.9642857142857142,570,0,0
/archives/category/business/sk-enmove,desktop,182,85,2.1411764705882352,29.71764705882353,765,0,0
/archives/113680,desktop,168,145,1.1586206896551725,50.66206896551724,766,0,0
/archives/category/field-news,desktop,167,122,1.3688524590163935,15.311475409836065,666,0,0
/archives/category/business/sk-geo-centric,desktop,166,78,2.128205128205128,29.166666666666668,651,0,0
/archives/114094,mobile,164,126,1.3015873015873016,12.087301587301587,659,0,0
/archives/24686,desktop,151,136,1.1102941176470589,104.93382352941177,764,0,0
/archives/96864,desktop,150,137,1.094890510948905,48.737226277372265,728,0,0
/archives/16295,mobile,147,135,1.0888888888888888,23.022222222222222,660,0,0
/archives/111540,desktop,145,103,1.4077669902912622,56.213592233009706,702,0,0
/archives/category/business/sk-on,mobile,144,109,1.3211009174311927,28.46788990825688,628,0,0
/archives/113952,desktop,141,108,1.3055555555555556,65.87962962962963,601,0,0
/archives/category/field-news/inno-people,desktop,141,97,1.4536082474226804,33.18556701030928,556,0,0
/archives/114052,desktop,139,98,1.4183673469387754,37,542,0,0
/archives/113998,mobile,136,104,1.3076923076923077,65.41346153846153,567,0,0
/archives/100667,desktop,125,107,1.1682242990654206,77.72897196261682,601,0,0
/archives/113159,desktop,123,84,1.4642857142857142,60.94047619047619,551,0,0
/archives/103947,mobile,121,96,1.2604166666666667,49.03125,527,0,0
/archives/114038,mobile,121,105,1.1523809523809523,4.3619047619047615,421,0,0
/archives/113881,desktop,116,93,1.2473118279569892,35.59139784946237,548,0,0
/archives/category/field-news/inno-field,desktop,114,79,1.4430379746835442,39.037974683544306,448,0,0
/archives/49884,desktop,113,98,1.153061224489796,82.1938775510204,568,0,0
/archives/113797,desktop,112,94,1.1914893617021276,83.09574468085107,487,0,0
/archives/49884,mobile,104,88,1.1818181818181819,56.31818181818182,469,0,0
/archives/category/business/sk-enterm,desktop,104,61,1.7049180327868851,8.655737704918034,440,0,0
/archives/107411,desktop,97,89,1.0898876404494382,71.11235955056179,487,0,0
/archives/8355,desktop,97,83,1.1686746987951808,65.27710843373494,488,0,0
/archives/category/industry-and-insight/inno-column,desktop,97,75,1.2933333333333332,25.546666666666667,367,0,0
/archives/113680,mobile,96,89,1.0786516853932584,39.449438202247194,440,0,0
/archives/98107,desktop,96,84,1.1428571428571428,56.083333333333336,472,0,0
/archives/104187,desktop,94,65,1.4461538461538461,118.47692307692307,451,0,0
/archives/112418,desktop,92,74,1.2432432432432432,34.986486486486484,363,0,0
/archives/113855,desktop,92,74,1.2432432432432432,62.648648648648646,415,0,0
/archives/83571,desktop,91,74,1.2297297297297298,110.70270270270271,429,0,0
/archives/category/press/archive,desktop,88,61,1.4426229508196722,30.16393442622951,353,0,0
/archives/110323,desktop,87,66,1.3181818181818181,59.72727272727273,408,0,0
/archives/category/business/sk-incheonpetrochem,desktop,86,60,1.4333333333333333,15.6,361,0,0
/archives/112908,desktop,85,71,1.1971830985915493,46.943661971830984,356,0,0
/archives/8422,mobile,85,77,1.103896103896104,28.4025974025974,398,0,0
/archives/113520,desktop,82,72,1.1388888888888888,47.638888888888886,353,0,0
/archives/109462,mobile,80,75,1.0666666666666667,41.21333333333333,391,0,0
/archives/48028,desktop,79,69,1.144927536231884,32.30434782608695,383,0,0
/archives/95110,desktop,77,60,1.2833333333333334,67.33333333333333,358,0,0
/archives/category/business/sk-innovation,mobile,77,42,1.8333333333333333,23.452380952380953,259,0,0
/archives/99361,desktop,76,63,1.2063492063492063,80.98412698412699,356,0,0
/archives/113925,desktop,75,56,1.3392857142857142,51.964285714285715,297,0,0
/archives/114038,desktop,73,53,1.3773584905660377,31.943396226415093,284,0,0
/archives/16013,mobile,72,60,1.2,35.05,330,0,0
/archives/10815,mobile,70,39,1.794871794871795,46.64102564102564,271,0,0
/archives/category/press/notice,desktop,70,58,1.206896551724138,14,270,0,0
/archives/63622,desktop,69,65,1.0615384615384615,29.815384615384616,343,0,0
/archives/113289,desktop,68,56,1.2142857142857142,37.857142857142854,294,0,0
/archives/category/business/sk-energy,mobile,68,41,1.6585365853658536,20.73170731707317,272,0,0
/archives/112480,desktop,67,52,1.2884615384615385,16.76923076923077,283,0,0
/archives/25903,desktop,67,60,1.1166666666666667,61.11666666666667,313,0,0
/archives/112487,desktop,66,54,1.2222222222222223,68.20370370370371,294,0,0
/archives/84588,mobile,66,59,1.11864406779661,35.20338983050848,295,0,0
/archives/100892,desktop,65,44,1.4772727272727273,43.09090909090909,286,0,0
/archives/113565,desktop,65,53,1.2264150943396226,77.20754716981132,266,0,0
/archives/114014,desktop,65,45,1.4444444444444444,39.48888888888889,256,0,0
/archives/34678,desktop,65,58,1.1206896551724137,63.05172413793103,337,0,0
/archives/85006,mobile,65,48,1.3541666666666667,26.270833333333332,295,0,0
/archives/111406,desktop,62,46,1.3478260869565217,34.54347826086956,284,0,0
/archives/114065,desktop,62,47,1.3191489361702127,112.74468085106383,249,0,0
/archives/114118,desktop,61,49,1.2448979591836735,26.73469387755102,237,0,0
/archives/103349,desktop,59,50,1.18,30.18,269,0,0
/archives/112580,desktop,57,52,1.0961538461538463,42.13461538461539,255,0,0
/archives/114094,desktop,55,39,1.4102564102564104,43.333333333333336,226,0,0
/archives/18301,desktop,55,43,1.2790697674418605,75.34883720930233,286,0,0
/newsroom-guide,desktop,54,38,1.4210526315789473,14.236842105263158,237,0,0
/archives/100667,mobile,53,44,1.2045454545454546,47.88636363636363,241,0,0
/archives/113632,desktop,53,44,1.2045454545454546,59.13636363636363,221,0,0
/archives/94030,desktop,53,45,1.1777777777777778,45.91111111111111,253,0,0
/archives/category/business/sk-tradinginternational,desktop,53,22,2.409090909090909,28.181818181818183,211,0,0
/archives/83065,desktop,52,42,1.2380952380952381,43.357142857142854,242,0,0
/archives/category/business/sk-ietechnology,desktop,52,33,1.5757575757575757,28.96969696969697,200,0,0
/archives/8935,desktop,51,46,1.108695652173913,31.91304347826087,251,0,0
/archives/category/business/sk-earthon,desktop,51,29,1.7586206896551724,16.275862068965516,204,0,0
/archives/110015,desktop,50,44,1.1363636363636365,68.81818181818181,242,0,0
/archives/16013,desktop,49,42,1.1666666666666667,50.5,248,0,0
/archives/8448,desktop,49,47,1.0425531914893618,29,243,0,0
/archives/category/field-news/management,desktop,48,39,1.2307692307692308,14.564102564102564,198,0,0
/archives/103989,desktop,47,36,1.3055555555555556,34.94444444444444,202,0,0
/archives/51077,desktop,47,38,1.236842105263158,76.05263157894737,241,0,0
/archives/8935,mobile,47,44,1.0681818181818181,41.77272727272727,220,0,0
/archives/113226,desktop,46,32,1.4375,49.9375,184,0,0
/archives/51077,mobile,46,38,1.2105263157894737,36.73684210526316,213,0,0
/archives/91050,desktop,46,33,1.393939393939394,60.96969696969697,215,0,0
/archives/113942,desktop,45,38,1.1842105263157894,38.94736842105263,171,0,0
/archives/34678,mobile,45,40,1.125,20.675,200,0,0
/archives/45433,desktop,45,43,1.0465116279069768,70.88372093023256,247,0,0
/archives/8355,mobile,45,43,1.0465116279069768,57.76744186046512,214,0,0
/archives/97077,desktop,45,38,1.1842105263157894,133.8421052631579,211,0,0
/archives/112956,desktop,43,40,1.075,50.45,187,0,0
/archives/113475,desktop,43,37,1.162162162162162,42.62162162162162,205,0,0
/archives/48279,desktop,43,33,1.303030303030303,46.484848484848484,198,0,0
/archives/6688,desktop,43,33,1.303030303030303,62.36363636363637,216,0,0
/archives/8448,mobile,43,42,1.0238095238095237,26.928571428571427,211,0,0
/archives/113289,mobile,42,34,1.2352941176470589,14.058823529411764,184,0,0
/archives/114138,desktop,42,35,1.2,36.08571428571429,165,0,0
/archives/98610,desktop,42,29,1.4482758620689655,32.44827586206897,199,0,0
/archives/111831,desktop,41,37,1.1081081081081081,51.5945945945946,184,0,0
/archives/112908,mobile,41,38,1.0789473684210527,51.1578947368421,190,0,0
/archives/94081,mobile,41,17,2.411764705882353,68.11764705882354,154,0,0
/archives/102980,desktop,40,34,1.1764705882352942,31.58823529411765,182,0,0
/archives/83720,desktop,40,38,1.0526315789473684,37.44736842105263,205,0,0
/archives/112776,desktop,39,33,1.1818181818181819,48.27272727272727,172,0,0
/archives/6947,desktop,39,11,3.5454545454545454,71.45454545454545,154,0,0
/archives/78785,desktop,39,37,1.054054054054054,40.4054054054054,192,0,0
/archives/98731,desktop,39,35,1.1142857142857143,62.05714285714286,180,0,0
/archives/category/business/sk-enmove,mobile,39,30,1.3,32.333333333333336,171,0,0
/archives/8502,desktop,38,32,1.1875,29.96875,189,0,0
/archives/103336,desktop,37,32,1.15625,52.65625,175,0,0
/archives/107411,mobile,37,36,1.0277777777777777,46.19444444444444,177,0,0
/archives/114084,desktop,37,31,1.1935483870967742,26.06451612903226,143,0,0
/archives/59030,desktop,37,30,1.2333333333333334,71,189,0,0
/archives/63622,mobile,37,33,1.121212121212121,36.60606060606061,179,0,0
/archives/76541,desktop,37,30,1.2333333333333334,52.766666666666666,176,0,0
/archives/108755,desktop,36,27,1.3333333333333333,51.407407407407405,171,0,0
/archives/112156,desktop,36,35,1.0285714285714285,32.6,166,0,0
/archives/85278,desktop,36,34,1.0588235294117647,32.911764705882355,174,0,0
/archives/94030,mobile,36,31,1.1612903225806452,41.87096774193548,162,0,0
/archives/107557,desktop,35,28,1.25,56.535714285714285,175,0,0
/archives/110055,desktop,35,26,1.3461538461538463,59.92307692307692,158,0,0
/archives/112156,mobile,35,34,1.0294117647058822,35.705882352941174,168,0,0
/archives/67904,desktop,35,16,2.1875,75.375,145,0,0
/archives/107738,desktop,34,30,1.1333333333333333,44.63333333333333,157,0,0
/archives/110144,desktop,34,26,1.3076923076923077,34.73076923076923,149,0,0
/archives/113197,desktop,34,30,1.1333333333333333,69.93333333333334,131,0,0
/archives/48028,mobile,34,29,1.1724137931034482,33.172413793103445,150,0,0
/archives/category/industry-and-insight/basics,mobile,34,11,3.090909090909091,19.545454545454547,111,0,0
/archives/100222,desktop,33,27,1.2222222222222223,74.4074074074074,165,0,0
/archives/104002,mobile,33,30,1.1,120.6,165,0,0
/archives/109462,desktop,33,30,1.1,35.3,160,0,0
/archives/113297,desktop,33,28,1.1785714285714286,24.178571428571427,142,0,0
/archives/category/business,mobile,33,12,2.75,38.166666666666664,109,0,0
/archives/category/social-news,desktop,33,33,1,14.090909090909092,176,0,0
/posts,mobile,33,22,1.5,31.90909090909091,118,0,0
/archives/109888,desktop,32,28,1.1428571428571428,24.785714285714285,153,0,0
/archives/111652,desktop,32,23,1.391304347826087,49.56521739130435,133,0,0
/archives/111929,desktop,32,25,1.28,38.68,127,0,0
/archives/114014,mobile,32,26,1.2307692307692308,16.115384615384617,130,0,0
/archives/25579,desktop,32,31,1.032258064516129,49.903225806451616,160,0,0
/archives/93757,desktop,32,19,1.6842105263157894,47.1578947368421,148,0,0
/archives/tag/sk이노베이션-울산complex,desktop,32,25,1.28,18.4,141,0,0
/archives/110120,desktop,31,27,1.1481481481481481,29.666666666666668,159,0,0
/archives/110819,desktop,31,25,1.24,36.2,119,0,0
/archives/113218,desktop,31,23,1.3478260869565217,41.65217391304348,142,0,0
/archives/113432,desktop,31,26,1.1923076923076923,79.03846153846153,126,0,0
/archives/113663,desktop,31,26,1.1923076923076923,63.69230769230769,137,0,0
/archives/113855,mobile,31,25,1.24,55.16,130,0,0
/archives/25903,mobile,31,28,1.1071428571428572,38.964285714285715,145,0,0
/archives/category/press,mobile,31,13,2.3846153846153846,46.69230769230769,113,0,0
/archives/tag/열분해유,desktop,31,22,1.4090909090909092,23.045454545454547,142,0,0
/archives/36237,desktop,30,21,1.4285714285714286,36.38095238095238,143,0,0
/archives/104439,desktop,29,25,1.16,84.12,151,0,0
/archives/112480,mobile,29,24,1.2083333333333333,23.625,120,0,0
/archives/45433,mobile,29,26,1.1153846153846154,33.53846153846154,129,0,0
/archives/98107,mobile,29,23,1.2608695652173914,25.26086956521739,118,0,0
/archives/102419,desktop,28,21,1.3333333333333333,40.523809523809526,122,0,0
/archives/10330,mobile,28,22,1.2727272727272727,36.31818181818182,119,0,0
/archives/105883,mobile,28,25,1.12,34.28,128,0,0
/archives/107142,desktop,28,25,1.12,17.8,138,0,0
/archives/110458,desktop,28,25,1.12,35.04,117,0,0
/archives/15214,desktop,28,26,1.0769230769230769,47.84615384615385,133,0,0
/archives/4521,desktop,28,14,2,31.714285714285715,115,0,0
/archives/8422,desktop,28,23,1.2173913043478262,36.08695652173913,132,0,0
/archives/9782,mobile,28,26,1.0769230769230769,60.73076923076923,135,0,0
/archives/100739,desktop,27,23,1.173913043478261,42.78260869565217,120,0,0
/archives/112603,desktop,27,21,1.2857142857142858,109.0952380952381,104,0,0
/archives/113419,desktop,27,19,1.4210526315789473,100.15789473684211,106,0,0
/archives/36237,mobile,27,20,1.35,68.9,112,0,0
/archives/9049,mobile,27,26,1.0384615384615385,33.88461538461539,126,0,0
/archives/96846,mobile,27,25,1.08,31.6,125,0,0
/archives/tag/sk경영경제연구소,desktop,27,16,1.6875,9.5625,123,0,0
/archives/102285,mobile,26,22,1.1818181818181819,50.72727272727273,121,0,0
/archives/102980,mobile,26,23,1.1304347826086956,25.782608695652176,114,0,0
/archives/103349,mobile,26,21,1.2380952380952381,18.047619047619047,105,0,0
/archives/103803,desktop,26,21,1.2380952380952381,57.95238095238095,120,0,0
/archives/13682,desktop,26,21,1.2380952380952381,64.33333333333333,125,0,0
/archives/25711,desktop,26,22,1.1818181818181819,57.5,135,0,0
/archives/101945,desktop,25,20,1.25,49.5,112,0,0
/archives/106626,desktop,25,20,1.25,24.85,113,0,0
/archives/111540,mobile,25,20,1.25,37.45,110,0,0
/archives/18648,desktop,25,15,1.6666666666666667,148.4,115,0,0
/archives/21277,desktop,25,23,1.0869565217391304,35.608695652173914,121,0,0
/archives/68575,mobile,25,11,2.272727272727273,59.81818181818182,97,0,0
/archives/83720,mobile,25,24,1.0416666666666667,43.916666666666664,126,0,0
/archives/102756,mobile,24,18,1.3333333333333333,49.94444444444444,96,0,0
/archives/104517,desktop,24,18,1.3333333333333333,70.11111111111111,115,0,0
/archives/105048,desktop,24,15,1.6,65.53333333333333,115,0,0
/archives/21617,desktop,24,22,1.0909090909090908,43.36363636363637,123,0,0
/archives/51614,mobile,24,19,1.263157894736842,55.73684210526316,108,0,0
/archives/65154,desktop,24,24,1,36.666666666666664,117,0,0
/archives/70300,mobile,24,23,1.0434782608695652,17.347826086956523,116,0,0
/archives/83166,desktop,24,22,1.0909090909090908,21.318181818181817,110,0,0
/archives/8502,mobile,24,23,1.0434782608695652,53.26086956521739,113,0,0
/archives/84762,mobile,23,19,1.2105263157894737,57.05263157894737,102,0,0
/archives/97264,desktop,23,23,1,23.26086956521739,122,0,0
/archives/category/2023,desktop,23,12,1.9166666666666667,8.916666666666666,94,0,0
/archives/104187,mobile,22,21,1.0476190476190477,31.047619047619047,106,0,0
/archives/105449,desktop,22,17,1.2941176470588236,86.58823529411765,101,0,0
/archives/106701,desktop,22,19,1.1578947368421053,46,115,0,0
/archives/110471,desktop,22,20,1.1,30.15,92,0,0
