# ----------------------------------------
# 보고서 CSV 내보내기
# 계정: skinno global
# 속성: skinno 글로벌 - GA4
# ----------------------------------------
# 
# 모든 사용자
# 시작일: 20240715
# 종료일: 20240721
페이지 경로 및 화면 클래스,세션 소스,조회수,세션수,사용자,사용자당 조회수,평균 참여 시간,이벤트 수,주요 이벤트,총 수익
/global/archives/18546,(direct),491,491,402,1.2213930348258706,38.89054726368159,2091,0,0
/global/archives/18546,linkedin.com,245,252,221,1.1085972850678734,18.34389140271493,1055,0,0
/global/archives/18546,google,173,187,132,1.3106060606060606,77.02272727272727,781,0,0
/global/archives/18388,google,156,112,84,1.8571428571428572,1.7976190476190477,503,0,0
/global/,(direct),155,120,89,1.7415730337078652,13.786516853932584,631,0,0
/global/,google,112,69,58,1.9310344827586208,25.051724137931036,478,0,0
/global/archives/category/corporates/sk-enterm,google,92,62,49,1.8775510204081634,12.877551020408163,402,0,0
/global/archives/category/press-room/financial-results,google,86,40,30,2.8666666666666667,25,339,0,0
/global/,skinnovation.com,80,57,50,1.6,24.56,368,0,0
/global/latestnews,(direct),78,74,65,1.2,19.584615384615386,306,0,0
/global/archives/17426,google,56,47,36,1.5555555555555556,72.27777777777777,242,0,0
/global/archives/category/press-room/press-release,(direct),54,49,32,1.6875,24.3125,210,0,0
/global/archives/category/corporates/sk-on,google,46,41,28,1.6428571428571428,26.035714285714285,180,0,0
/global/archives/18546,skinnovation.com,44,39,26,1.6923076923076923,73.61538461538461,166,0,0
/global/latestnews,google,43,43,19,2.263157894736842,24.05263157894737,147,0,0
/global/archives/18065,google,39,33,22,1.7727272727272727,76.36363636363636,164,0,0
/global/archives/18283,(direct),37,35,30,1.2333333333333334,67.5,154,0,0
/global/archives/18388,(direct),34,30,24,1.4166666666666667,35.541666666666664,130,0,0
/global/archives/category/press-room/press-release,google,32,29,24,1.3333333333333333,10.375,128,0,0
/global/archives/18546,zalo,31,32,31,1,10.612903225806452,133,0,0
/global/archives/category/corporates,google,31,23,18,1.7222222222222223,12.333333333333334,111,0,0
/global/archives/17216,(direct),29,27,22,1.3181818181818181,64,105,0,0
/global/archives/category/corporates/sk-innovation,google,28,27,24,1.1666666666666667,10.333333333333334,103,0,0
/global/archives/18140,google,26,24,9,2.888888888888889,16.22222222222222,83,0,0
/global/archives/17216,google,25,31,23,1.0869565217391304,43.82608695652174,118,0,0
/global/archives/17426,(direct),24,16,14,1.7142857142857142,26.928571428571427,97,0,0
/global/archives/9910,google,24,25,21,1.1428571428571428,59.80952380952381,115,0,0
/global/archives/16448,google,23,27,19,1.2105263157894737,18.68421052631579,94,0,0
/global/archives/18478,(direct),23,19,17,1.3529411764705883,8.647058823529411,87,0,0
/global/archives/16834,google,22,22,15,1.4666666666666666,40.266666666666666,96,0,0
/global/archives/category/press-room/financial-results,(direct),22,10,9,2.4444444444444446,21.666666666666668,80,0,0
/global/archives/18065,(direct),21,10,7,3,130.85714285714286,65,0,0
/global/archives/15374,google,20,20,16,1.25,20.0625,91,0,0
/global/archives/18500,(direct),20,22,19,1.0526315789473684,6.473684210526316,74,0,0
/global/archives/6216,google,20,22,17,1.1764705882352942,25.823529411764707,104,0,0
/global/,eng.sk-on.com,19,13,13,1.4615384615384615,22.76923076923077,87,0,0
/global/archives/15664,google,19,21,17,1.1176470588235294,28.647058823529413,84,0,0
/global/archives/18500,google,19,20,17,1.1176470588235294,11.470588235294118,84,0,0
/global/archives/18283,google,18,19,13,1.3846153846153846,52.07692307692308,68,0,0
/global/archives/category/press-room/press-release,skinnovation.com,17,16,13,1.3076923076923077,25.53846153846154,69,0,0
/global/archives/16463,google,16,15,13,1.2307692307692308,20.923076923076923,72,0,0
/global/archives/16532,google,16,18,9,1.7777777777777777,41.77777777777778,64,0,0
/global/archives/18283,stocktwits.com,16,13,13,1.2307692307692308,54,61,0,0
/global/archives/15462,google,15,12,11,1.3636363636363635,60.54545454545455,64,0,0
/global/archives/category/people/sustainability,(direct),15,10,5,3,26.8,59,0,0
/global/,bing,14,7,6,2.3333333333333335,47.333333333333336,47,0,0
/global/archives/15687,google,14,13,11,1.2727272727272727,36.63636363636363,59,0,0
/global/archives/17499,google,14,13,10,1.4,18.5,60,0,0
/global/archives/18107,google,14,13,11,1.2727272727272727,98.18181818181819,63,0,0
/global/archives/18546,lnkd.in,14,14,13,1.0769230769230769,11.23076923076923,66,0,0
/global/,eng.skearthon.com,13,10,6,2.1666666666666665,43.333333333333336,63,0,0
/global/,linkedin.com,13,12,4,3.25,9.75,50,0,0
/global/archives/13521,google,13,11,10,1.3,4.8,51,0,0
/global/archives/16060,google,13,10,7,1.8571428571428572,20.142857142857142,55,0,0
/global/archives/17169,google,13,12,12,1.0833333333333333,19.333333333333332,61,0,0
/global/archives/18546,newsletter,13,10,9,1.4444444444444444,16.333333333333332,49,0,0
/global/archives/3820,google,13,10,8,1.625,27.875,52,0,0
/global/archives/category/corporates/sk-energy,google,13,10,8,1.625,19.5,50,0,0
/global/archives/10774,google,12,11,10,1.2,32.4,55,0,0
/global/archives/12022,google,12,13,11,1.0909090909090908,11.636363636363637,57,0,0
/global/archives/12306,google,12,13,10,1.2,28.6,55,0,0
/global/archives/13521,azureford.sharepoint.com,12,13,11,1.0909090909090908,120.72727272727273,58,0,0
/global/archives/14491,google,12,10,10,1.2,37.3,53,0,0
/global/archives/17990,google,12,10,5,2.4,51.6,47,0,0
/global/archives/18478,google,12,10,10,1.2,4.7,40,0,0
/global/,eng.skgeocentric.com,11,6,3,3.6666666666666665,13.666666666666666,38,0,0
/global/archives/13130,(direct),11,7,5,2.2,70,44,0,0
/global/archives/17313,skenmove.com,11,11,8,1.375,20.5,39,0,0
/global/archives/18361,google,11,12,11,1,38.90909090909091,47,0,0
/global/archives/13595,google,10,7,7,1.4285714285714286,113.28571428571429,46,0,0
/global/archives/17426,bing,10,9,6,1.6666666666666667,74.33333333333333,45,0,0
/global/archives/17595,(direct),10,7,7,1.4285714285714286,12.714285714285714,33,0,0
/global/archives/17595,google,10,12,8,1.25,8.375,42,0,0
/global/archives/18361,(direct),10,9,8,1.25,18.125,37,0,0
/global/archives/category/corporates/sk-incheon-petrochem,google,10,6,4,2.5,45.5,37,0,0
/global/archives/category/insight,(direct),10,10,10,1,16.3,40,0,0
/global/archives/13329,google,9,8,7,1.2857142857142858,34,40,0,0
/global/archives/15937,google,9,11,6,1.5,4.833333333333333,39,0,0
/global/archives/18436,(direct),9,8,6,1.5,6.5,32,0,0
/global/archives/18546,statics.teams.cdn.office.net,9,11,7,1.2857142857142858,44.857142857142854,41,0,0
/global/archives/category/corporates/sk-ie-technology,google,9,4,4,2.25,21.75,34,0,0
/global/archives/category/corporates/sk-innovation,(direct),9,10,8,1.125,9.25,34,0,0
/global/archives/category/corporates/sk-innovation,skinnovation.com,9,8,7,1.2857142857142858,23.428571428571427,34,0,0
/global/archives/category/people,google,9,5,4,2.25,16.5,33,0,0
/global/archives/category/press-room,(direct),9,9,8,1.125,9.25,35,0,0
/global/archives/10835,google,8,8,5,1.6,20,34,0,0
/global/archives/15490,(direct),8,9,7,1.1428571428571428,20.428571428571427,36,0,0
/global/archives/17356,google,8,8,8,1,16.5,37,0,0
/global/archives/18478,skinnovation.com,8,8,7,1.1428571428571428,16.285714285714285,32,0,0
/global/archives/18500,skinnovation.com,8,6,5,1.6,22.8,29,0,0
/global/archives/4921,google,8,8,7,1.1428571428571428,28.285714285714285,38,0,0
/global/archives/9668,google,8,8,7,1.1428571428571428,30.142857142857142,36,0,0
/global/archives/category/corporate/sk-enmove,skenmove.com,8,7,5,1.6,14,40,0,0
/global/archives/category/corporate/sk-incheon-petrochem,(direct),8,1,1,8,43,30,0,0
/global/archives/category/corporates,(direct),8,5,4,2,6.5,30,0,0
/global/archives/category/corporates/sk-geo-centric,google,8,5,5,1.6,36,32,0,0
/global/archives/category/corporates/sk-on,(direct),8,9,7,1.1428571428571428,22.428571428571427,28,0,0
/global/archives/category/corporates/sk-rading-international,google,8,7,7,1.1428571428571428,11.285714285714286,33,0,0
/global/archives/category/people/sustainability,google,8,4,4,2,20,32,0,0
/global/archives/category/press-room,gateway.zscalerthree.net,8,7,1,8,16,33,0,0
/global/archives/11161,google,7,7,5,1.4,33.4,35,0,0
/global/archives/12106,google,7,6,6,1.1666666666666667,19.5,30,0,0
/global/archives/12190,(direct),7,3,3,2.3333333333333335,24.666666666666668,22,0,0
/global/archives/13780,google,7,6,6,1.1666666666666667,38.666666666666664,31,0,0
/global/archives/15664,(direct),7,8,7,1,19.571428571428573,28,0,0
/global/archives/17426,chn.sk-on.com,7,2,1,7,481,26,0,0
/global/archives/18374,google,7,5,4,1.75,36.5,26,0,0
/global/archives/18388,linkedin.com,7,7,6,1.1666666666666667,1.5,29,0,0
/global/archives/18445,(direct),7,8,6,1.1666666666666667,31,27,0,0
/global/archives/18500,news.google.com,7,7,7,1,0,26,0,0
/global/archives/9709,google,7,5,4,1.75,11.25,25,0,0
/global/archives/category/corporates/sk-enmove,google,7,4,4,1.75,81.25,24,0,0
/global/archives/category/people,(direct),7,8,8,0.875,11.625,26,0,0
/global/archives/category/people/ceo-leaders,google,7,3,2,3.5,103,29,0,0
/global/archives/category/press-room,google,7,8,7,1,14.142857142857142,27,0,0
/global/archives/tag/sko,google,7,7,7,1,21.142857142857142,33,0,0
/global/archives/tag/skti,google,7,6,5,1.4,7.4,33,0,0
/global/,sktradinginternational.com,6,2,1,6,31,19,0,0
/global/archives/11087,google,6,9,6,1,42.333333333333336,30,0,0
/global/archives/14309,(direct),6,2,2,3,24,21,0,0
/global/archives/14634,google,6,5,4,1.5,48.25,23,0,0
/global/archives/16376,google,6,8,5,1.2,41.6,28,0,0
/global/archives/16493,google,6,6,5,1.2,16.4,25,0,0
/global/archives/17216,stocktwits.com,6,7,5,1.2,4.6,24,0,0
/global/archives/17569,google,6,7,6,1,28.666666666666668,30,0,0
/global/archives/17990,(direct),6,6,6,1,6.833333333333333,25,0,0
/global/archives/18500,newsletter,6,5,4,1.5,2.75,18,0,0
/global/archives/18546,eng.skearthon.com,6,6,4,1.5,96.5,21,0,0
/global/archives/4612,google,6,5,5,1.2,51,24,0,0
/global/archives/5129,(direct),6,5,5,1.2,183,24,0,0
/global/archives/564,google,6,6,4,1.5,72,28,0,0
/global/archives/8972,google,6,3,2,3,132,24,0,0
/global/archives/category/corporates/sk-earthon,google,6,4,3,2,44.333333333333336,26,0,0
/global/archives/category/press-room,skinnovation.com,6,7,6,1,8,23,0,0
/global/archives/tag/2023-sk-global-forum,google,6,4,4,1.5,5.75,27,0,0
/global/archives/10913,google,5,5,5,1,51.4,24,0,0
/global/archives/12008,google,5,4,4,1.25,11.25,25,0,0
/global/archives/12147,google,5,5,5,1,30.6,22,0,0
/global/archives/12667,electrive.com,5,3,3,1.6666666666666667,135.66666666666666,23,0,0
/global/archives/14688,(direct),5,2,1,5,0,13,0,0
/global/archives/14766,google,5,6,4,1.25,40.5,25,0,0
/global/archives/1493,google,5,5,3,1.6666666666666667,20.666666666666668,19,0,0
/global/archives/15103,google,5,4,4,1.25,6.5,18,0,0
/global/archives/16169,google,5,6,5,1,9.4,24,0,0
/global/archives/17446,google,5,7,5,1,20.2,27,0,0
