# ----------------------------------------
# 보고서 CSV 내보내기
# 계정: skinno global
# 속성: skinno 글로벌 - GA4
# ----------------------------------------
# 
# 모든 사용자
# 시작일: 20240715
# 종료일: 20240721
페이지 경로 및 화면 클래스,기기 카테고리,조회수,세션수,사용자,사용자당 조회수,평균 참여 시간,이벤트 수,주요 이벤트,총 수익
/global/archives/10835,desktop,10,10,7,1.4285714285714286,17.571428571428573,43,0,0
/global/archives/11087,desktop,10,14,10,1,37.7,52,0,0
/global/archives/18107,mobile,10,10,9,1.1111111111111112,51,45,0,0
/global/archives/18445,desktop,10,12,9,1.1111111111111112,9.333333333333334,39,0,0
/global/archives/9096,desktop,10,9,5,2,57.8,38,0,0
/global/archives/9668,desktop,10,11,10,1,16.2,41,0,0
/global/archives/category/corporates,mobile,10,9,4,2.5,16.75,29,0,0
/global/archives/category/corporates/sk-geo-centric,desktop,10,7,7,1.4285714285714286,29,38,0,0
/global/sustainability-report,desktop,10,11,8,1.25,7.75,54,0,0
/global/archives/12106,desktop,9,9,8,1.125,14.625,40,0,0
/global/archives/12190,desktop,9,5,5,1.8,26.6,31,0,0
/global/archives/14309,desktop,9,4,4,2.25,23.25,32,0,0
/global/archives/15687,mobile,9,8,7,1.2857142857142858,23.857142857142858,34,0,0
/global/archives/17356,desktop,9,10,9,1,14.666666666666666,42,0,0
/global/archives/17426,mobile,9,8,7,1.2857142857142858,24.285714285714285,36,0,0
/global/archives/category/corporate/sk-enmove,desktop,9,9,6,1.5,11.666666666666666,44,0,0
/global/archives/category/corporate/sk-incheon-petrochem,desktop,9,2,2,4.5,21.5,34,0,0
/global/archives/15687,desktop,8,9,7,1.1428571428571428,41.57142857142857,39,0,0
/global/archives/16169,desktop,8,7,6,1.3333333333333333,15,34,0,0
/global/archives/17169,desktop,8,8,8,1,18.25,38,0,0
/global/archives/17737,desktop,8,8,8,1,87.5,35,0,0
/global/archives/17965,desktop,8,8,5,1.6,6.2,29,0,0
/global/archives/18140,desktop,8,7,7,1.1428571428571428,33.57142857142857,36,0,0
/global/archives/18374,desktop,8,6,5,1.6,31,30,0,0
/global/archives/18421,desktop,8,9,7,1.1428571428571428,8,30,0,0
/global/archives/18546,tablet,8,6,6,1.3333333333333333,86.66666666666667,32,0,0
/global/archives/5129,desktop,8,9,6,1.3333333333333333,155.33333333333334,34,0,0
/global/archives/9709,desktop,8,6,5,1.6,13.2,31,0,0
/global/archives/category/people/onsite-report,desktop,8,6,6,1.3333333333333333,18.666666666666668,31,0,0
/global/archives/13780,desktop,7,6,6,1.1666666666666667,38.666666666666664,31,0,0
/global/archives/16286,desktop,7,6,6,1.1666666666666667,45.833333333333336,27,0,0
/global/archives/16376,desktop,7,10,7,1,51.285714285714285,34,0,0
/global/archives/17313,mobile,7,6,4,1.75,3.75,25,0,0
/global/archives/17499,desktop,7,9,7,1,21.714285714285715,37,0,0
/global/archives/4844,desktop,7,8,7,1,5.571428571428571,32,0,0
/global/archives/564,desktop,7,7,5,1.4,57.6,30,0,0
/global/archives/7445,desktop,7,8,5,1.4,7,30,0,0
/global/archives/9740,desktop,7,7,6,1.1666666666666667,17.166666666666668,33,0,0
/global/archives/10913,desktop,6,6,6,1,42.833333333333336,28,0,0
/global/archives/11161,desktop,6,6,4,1.5,41.75,31,0,0
/global/archives/12667,desktop,6,5,5,1.2,37.8,26,0,0
/global/archives/12950,desktop,6,6,6,1,6.333333333333333,21,0,0
/global/archives/13329,desktop,6,6,6,1,15.833333333333334,27,0,0
/global/archives/13329,mobile,6,5,4,1.5,42.25,24,0,0
/global/archives/14193,desktop,6,6,4,1.5,230.75,26,0,0
/global/archives/14766,desktop,6,7,5,1.2,110.4,29,0,0
/global/archives/15259,desktop,6,7,6,1,17.333333333333332,25,0,0
/global/archives/15592,desktop,6,3,3,2,18.666666666666668,24,0,0
/global/archives/15664,mobile,6,6,4,1.5,0.75,19,0,0
/global/archives/15937,desktop,6,8,5,1.2,27.2,30,0,0
/global/archives/16480,desktop,6,7,5,1.2,5.8,24,0,0
/global/archives/16493,desktop,6,6,5,1.2,16.4,25,0,0
/global/archives/17313,desktop,6,8,6,1,24.833333333333332,23,0,0
/global/archives/17446,desktop,6,8,6,1,19.166666666666668,31,0,0
/global/archives/17950,desktop,6,5,5,1.2,43.2,24,0,0
/global/archives/18022,desktop,6,6,5,1.2,13.8,26,0,0
/global/archives/18388,tablet,6,6,6,1,0,23,0,0
/global/archives/18445,mobile,6,5,5,1.2,33.2,21,0,0
/global/archives/4612,desktop,6,5,5,1.2,51,24,0,0
/global/archives/8972,mobile,6,3,2,3,132,24,0,0
/global/archives/category/corporates/sk-ie-technology,mobile,6,1,1,6,31,23,0,0
/global/archives/category/corporates/sk-innovation,mobile,6,6,6,1,13.166666666666666,20,0,0
/global/archives/tag/2023-sk-global-forum,desktop,6,4,4,1.5,5.75,27,0,0
/global/archives/tag/financial-results,desktop,6,2,2,3,36,21,0,0
/global/archives/tag/skti,desktop,6,4,4,1.5,11.75,29,0,0
/global/latestnews,mobile,6,6,5,1.2,18.4,26,0,0
/global/archives/10985,desktop,5,4,4,1.25,43,24,0,0
/global/archives/12008,desktop,5,4,4,1.25,11.25,25,0,0
/global/archives/12036,desktop,5,4,4,1.25,16.25,20,0,0
/global/archives/12269,desktop,5,6,5,1,37.8,22,0,0
/global/archives/14442,desktop,5,7,4,1.25,26,21,0,0
/global/archives/14688,mobile,5,2,1,5,0,13,0,0
/global/archives/15103,desktop,5,5,4,1.25,85.5,20,0,0
/global/archives/15937,mobile,5,5,2,2.5,0,16,0,0
/global/archives/16834,mobile,5,5,5,1,20.6,23,0,0
/global/archives/16970,desktop,5,4,4,1.25,20.75,19,0,0
/global/archives/17169,mobile,5,4,4,1.25,21.5,23,0,0
/global/archives/17569,desktop,5,7,5,1,14.8,24,0,0
/global/archives/17569,mobile,5,5,5,1,24.4,23,0,0
/global/archives/18208,desktop,5,6,5,1,4.2,17,0,0
/global/archives/18478,mobile,5,5,5,1,0,20,0,0
/global/archives/1960,desktop,5,5,4,1.25,41.5,24,0,0
/global/archives/3962,desktop,5,5,5,1,61.8,24,0,0
/global/archives/4518,desktop,5,5,4,1.25,14.75,21,0,0
/global/archives/4921,mobile,5,5,5,1,35.4,24,0,0
/global/archives/6150,desktop,5,5,4,1.25,56.25,21,0,0
/global/archives/7245,desktop,5,5,5,1,1.6,20,0,0
/global/archives/7794,desktop,5,5,3,1.6666666666666667,42.666666666666664,16,0,0
/global/archives/8360,desktop,5,4,3,1.6666666666666667,62,21,0,0
/global/archives/tag/2023-q4,desktop,5,3,3,1.6666666666666667,12.666666666666666,18,0,0
/global/archives/tag/pouch-type-battery,desktop,5,3,3,1.6666666666666667,7.666666666666667,21,0,0
/global/archives/tag/sk-on,desktop,5,5,3,1.6666666666666667,20.333333333333332,25,0,0
/global/archives/tag/sko,desktop,5,5,5,1,29.6,25,0,0
/global/archives/11400,desktop,4,4,3,1.3333333333333333,19.666666666666668,19,0,0
/global/archives/11527,desktop,4,4,4,1,5.25,19,0,0
/global/archives/11596,desktop,4,4,3,1.3333333333333333,24.666666666666668,16,0,0
/global/archives/12147,desktop,4,4,4,1,29.75,16,0,0
/global/archives/14243,desktop,4,5,4,1,18.75,15,0,0
/global/archives/14491,mobile,4,4,4,1,10.75,18,0,0
/global/archives/14634,mobile,4,3,2,2,0,13,0,0
/global/archives/14962,desktop,4,5,4,1,28,18,0,0
/global/archives/15353,desktop,4,5,4,1,17.25,16,0,0
/global/archives/15610,desktop,4,4,4,1,9.5,17,0,0
/global/archives/15638,desktop,4,3,3,1.3333333333333333,38,17,0,0
/global/archives/16613,desktop,4,4,3,1.3333333333333333,7.333333333333333,16,0,0
/global/archives/17047,desktop,4,4,4,1,53.5,20,0,0
/global/archives/17623,mobile,4,4,4,1,48,17,0,0
/global/archives/17978,desktop,4,4,4,1,21,18,0,0
/global/archives/17989,desktop,4,4,3,1.3333333333333333,80.33333333333333,15,0,0
/global/archives/17990,mobile,4,3,2,2,13,14,0,0
/global/archives/17990,tablet,4,4,1,4,25,14,0,0
/global/archives/18107,desktop,4,3,2,2,310.5,18,0,0
/global/archives/18301,mobile,4,4,4,1,34.5,19,0,0
/global/archives/18332,desktop,4,4,4,1,52.5,17,0,0
/global/archives/3005,desktop,4,1,1,4,282,15,0,0
/global/archives/3709,desktop,4,4,2,2,32,17,0,0
/global/archives/4751,desktop,4,4,4,1,22.75,16,0,0
/global/archives/5310,desktop,4,3,2,2,53,11,0,0
/global/archives/5892,desktop,4,4,4,1,39.5,19,0,0
/global/archives/6462,desktop,4,1,1,4,30,16,0,0
/global/archives/6504,desktop,4,5,3,1.3333333333333333,52,12,0,0
/global/archives/6710,desktop,4,2,2,2,60.5,16,0,0
/global/archives/8067,desktop,4,3,3,1.3333333333333333,29.333333333333332,18,0,0
/global/archives/category/corporate/sk-on,desktop,4,4,3,1.3333333333333333,9.666666666666666,17,0,0
/global/archives/category/corporates/sk-ie-technology,desktop,4,4,4,1,6.75,16,0,0
/global/archives/category/people,mobile,4,2,1,4,29,13,0,0
/global/archives/tag/2024-q1,desktop,4,3,3,1.3333333333333333,4,15,0,0
/global/archives/tag/energy-company,desktop,4,3,3,1.3333333333333333,4.666666666666667,14,0,0
/global/archives/tag/green-bonds,desktop,4,3,3,1.3333333333333333,12.666666666666666,20,0,0
/global/archives/tag/pop-up-store,mobile,4,1,1,4,21,17,0,0
/global/archives/tag/prismatic,desktop,4,5,4,1,1.5,17,0,0
/global/archives/tag/skti,mobile,4,4,3,1.3333333333333333,15.333333333333334,20,0,0
/global/archives/tag/solid-power,desktop,4,2,2,2,58.5,19,0,0
/global/archives/10133,desktop,3,3,2,1.5,47,17,0,0
/global/archives/10460,desktop,3,4,3,1,5,15,0,0
/global/archives/10767,desktop,3,4,3,1,28.666666666666668,14,0,0
/global/archives/11415,desktop,3,4,3,1,10,12,0,0
/global/archives/12022,mobile,3,3,2,1.5,29.5,14,0,0
/global/archives/12072,desktop,3,2,2,1.5,22.5,14,0,0
/global/archives/12220,desktop,3,4,3,1,17,14,0,0
/global/archives/12274/skee,desktop,3,3,3,1,1.3333333333333333,14,0,0
/global/archives/12373,desktop,3,2,2,1.5,25.5,14,0,0
/global/archives/12667,mobile,3,2,2,1.5,184.5,14,0,0
/global/archives/13327,desktop,3,4,2,1.5,10.5,13,0,0
/global/archives/13521,mobile,3,5,4,0.75,1.25,15,0,0
/global/archives/13669,mobile,3,2,1,3,332,10,0,0
/global/archives/14065,desktop,3,3,2,1.5,14,12,0,0
/global/archives/14415,desktop,3,3,3,1,12,12,0,0
/global/archives/14588,desktop,3,3,3,1,29,12,0,0
/global/archives/14755,desktop,3,3,3,1,8.666666666666666,12,0,0
/global/archives/1493,desktop,3,3,2,1.5,31,13,0,0
/global/archives/15204,desktop,3,3,2,1.5,3.5,10,0,0
/global/archives/15574,desktop,3,3,2,1.5,119,14,0,0
/global/archives/15689,desktop,3,4,3,1,5,15,0,0
/global/archives/15840,desktop,3,2,2,1.5,29,14,0,0
/global/archives/16154,mobile,3,3,0,0,0,9,0,0
/global/archives/16463,mobile,3,3,3,1,12.666666666666666,14,0,0
/global/archives/16583,desktop,3,2,1,3,320,13,0,0
/global/archives/16939,desktop,3,3,3,1,36.333333333333336,14,0,0
/global/archives/17356,mobile,3,3,3,1,7.333333333333333,13,0,0
/global/archives/17476,desktop,3,4,3,1,40.666666666666664,16,0,0
/global/archives/17514,desktop,3,3,3,1,40.333333333333336,14,0,0
/global/archives/17595,mobile,3,2,2,1.5,1.5,10,0,0
/global/archives/17796,desktop,3,3,3,1,8.666666666666666,12,0,0
/global/archives/17817,desktop,3,3,1,3,2,10,0,0
/global/archives/17844,desktop,3,3,3,1,16,12,0,0
/global/archives/17863,desktop,3,3,3,1,257.6666666666667,12,0,0
/global/archives/18022,mobile,3,3,2,1.5,55.5,16,0,0
/global/archives/2329,desktop,3,3,3,1,65,12,0,0
/global/archives/303,desktop,3,2,2,1.5,6.5,11,0,0
/global/archives/3393,desktop,3,2,2,1.5,57,14,0,0
/global/archives/4218,desktop,3,4,3,1,18.333333333333332,16,0,0
/global/archives/4308,desktop,3,3,3,1,13.666666666666666,15,0,0
/global/archives/4921,desktop,3,3,2,1.5,10.5,14,0,0
/global/archives/5772,desktop,3,3,3,1,64.33333333333333,15,0,0
/global/archives/6216,mobile,3,3,3,1,3.3333333333333335,13,0,0
/global/archives/6824,desktop,3,4,2,1.5,29.5,8,0,0
/global/archives/7292,desktop,3,3,3,1,3.3333333333333335,11,0,0
/global/archives/736,desktop,3,2,2,1.5,17,11,0,0
/global/archives/7476,desktop,3,3,3,1,29.666666666666668,15,0,0
/global/archives/7740,desktop,3,3,2,1.5,143.5,13,0,0
/global/archives/7894,desktop,3,3,3,1,30.666666666666668,12,0,0
/global/archives/7906,desktop,3,3,3,1,50,15,0,0
/global/archives/7961,mobile,3,3,1,3,21,12,0,0
/global/archives/9548,desktop,3,3,3,1,20.333333333333332,12,0,0
/global/archives/9616,desktop,3,3,2,1.5,14.5,11,0,0
/global/archives/MTM3ODAoMj,desktop,3,3,3,1,0,15,0,0
/global/archives/category/corporates/sk-energy,mobile,3,1,1,3,65,11,0,0
/global/archives/category/insight/expert-voice,desktop,3,3,3,1,15.333333333333334,12,0,0
/global/archives/tag/battery-plant,desktop,3,1,1,3,35,14,0,0
/global/archives/tag/digital-transformation,desktop,3,1,1,3,18,11,0,0
/global/archives/tag/pbat,desktop,3,4,4,0.75,6.75,14,0,0
/global/archives/tag/sk-block-427,desktop,3,1,1,3,7,9,0,0
/global/archives/tag/sk-energy-americas,desktop,3,2,2,1.5,11,14,0,0
/global/archives/tag/sk-gc-americas,desktop,3,3,3,1,14.333333333333334,14,0,0
/global/archives/10511,desktop,2,3,2,1,12,11,0,0
/global/archives/10610,desktop,2,2,2,1,35.5,9,0,0
/global/archives/10654,desktop,2,2,2,1,58.5,8,0,0
/global/archives/10697,mobile,2,2,0,0,0,6,0,0
/global/archives/10845,desktop,2,1,1,2,47,8,0,0
/global/archives/10897,desktop,2,2,2,1,22,6,0,0
/global/archives/10939,mobile,2,2,2,1,46,9,0,0
/global/archives/11004,mobile,2,1,1,2,49,8,0,0
/global/archives/11037,desktop,2,2,2,1,93.5,9,0,0
/global/archives/11147,desktop,2,2,2,1,11,11,0,0
/global/archives/11512,desktop,2,2,2,1,9.5,8,0,0
/global/archives/11807,desktop,2,3,2,1,0,10,0,0
/global/archives/11830,desktop,2,2,2,1,18.5,8,0,0
/global/archives/11980,desktop,2,2,2,1,63,10,0,0
/global/archives/12147,mobile,2,2,2,1,17,10,0,0
/global/archives/12688,mobile,2,1,1,2,40,6,0,0
/global/archives/12878,desktop,2,2,2,1,27,10,0,0
/global/archives/12891,desktop,2,1,1,2,23,9,0,0
/global/archives/13103,desktop,2,2,2,1,19,9,0,0
/global/archives/13211,mobile,2,2,2,1,4.5,9,0,0
/global/archives/13313,desktop,2,4,2,1,0,10,0,0
/global/archives/1398,mobile,2,2,2,1,8.5,9,0,0
/global/archives/14030,desktop,2,2,2,1,45,7,0,0
/global/archives/14030/06-7,desktop,2,1,1,2,12,9,0,0
/global/archives/14219,desktop,2,2,2,1,69.5,9,0,0
/global/archives/14226,desktop,2,3,2,1,7,10,0,0
/global/archives/14264,desktop,2,2,2,1,299,10,0,0
/global/archives/14302,desktop,2,4,2,1,41,10,0,0
/global/archives/14354,desktop,2,2,2,1,11,11,0,0
/global/archives/14634,desktop,2,2,2,1,96.5,10,0,0
/global/archives/14668,desktop,2,2,2,1,6.5,7,0,0
/global/archives/1493,mobile,2,2,1,2,0,6,0,0
/global/archives/15007,desktop,2,3,2,1,24,12,0,0
/global/archives/15067,desktop,2,2,2,1,24,8,0,0
/global/archives/15103,mobile,2,2,2,1,0,8,0,0
/global/archives/15204,mobile,2,2,1,2,0,7,0,0
/global/archives/15409,desktop,2,2,2,1,8,10,0,0
/global/archives/15462,mobile,2,2,2,1,0,8,0,0
/global/archives/15490,mobile,2,2,2,1,72.5,9,0,0
/global/archives/15497,desktop,2,2,2,1,39.5,8,0,0
/global/archives/15689,mobile,2,1,1,2,46,6,0,0
/global/archives/15760,desktop,2,1,1,2,13,9,0,0
/global/archives/15865,desktop,2,2,2,1,49,7,0,0
/global/archives/15865,mobile,2,2,2,1,41,9,0,0
/global/archives/15925,desktop,2,2,2,1,2,6,0,0
/global/archives/16025,desktop,2,2,2,1,30,9,0,0
/global/archives/16376,mobile,2,2,1,2,102,8,0,0
/global/archives/16405,mobile,2,2,2,1,0,8,0,0
/global/archives/16448,mobile,2,3,2,1,14,9,0,0
/global/archives/16532,mobile,2,2,1,2,44,8,0,0
/global/archives/16719,desktop,2,2,1,2,2,7,0,0
/global/archives/16810,desktop,2,2,2,1,13.5,8,0,0
/global/archives/17010,desktop,2,2,2,1,8,7,0,0
/global/archives/17022,desktop,2,2,2,1,9,8,0,0
/global/archives/17144,desktop,2,1,1,2,44,8,0,0
/global/archives/17292,desktop,2,3,2,1,5.5,9,0,0
/global/archives/17623,desktop,2,3,2,1,7.5,12,0,0
/global/archives/17697,mobile,2,2,2,1,0,8,0,0
/global/archives/18065,mobile,2,2,2,1,0,8,0,0
/global/archives/18332,mobile,2,2,2,1,0.5,7,0,0
/global/archives/18361,mobile,2,2,2,1,29.5,9,0,0
/global/archives/18374,mobile,2,1,1,2,0,6,0,0
/global/archives/18436,mobile,2,2,2,1,5.5,8,0,0
/global/archives/18478,tablet,2,1,1,2,43,6,0,0
/global/archives/3123,desktop,2,2,2,1,0,8,0,0
/global/archives/3177,mobile,2,1,1,2,16,6,0,0
/global/archives/3830,desktop,2,1,1,2,208,8,0,0
/global/archives/4193,desktop,2,2,2,1,13.5,9,0,0
/global/archives/4360,desktop,2,2,2,1,11,9,0,0
/global/archives/4585,desktop,2,3,2,1,6.5,7,0,0
/global/archives/489,mobile,2,2,2,1,75,10,0,0
/global/archives/507,desktop,2,3,2,1,13.5,11,0,0
/global/archives/5609,mobile,2,1,1,2,18,8,0,0
/global/archives/5981,desktop,2,2,2,1,26,9,0,0
/global/archives/6313,desktop,2,3,1,2,16,9,0,0
/global/archives/6343,desktop,2,2,1,2,38,8,0,0
/global/archives/6343,mobile,2,2,2,1,20,10,0,0
/global/archives/6377,mobile,2,2,2,1,0,8,0,0
/global/archives/7168,desktop,2,1,1,2,23,5,0,0
/global/archives/733,mobile,2,2,2,1,78,11,0,0
/global/archives/7379,desktop,2,2,1,2,12,10,0,0
/global/archives/7555,desktop,2,2,1,2,12,8,0,0
/global/archives/7919,desktop,2,1,1,2,69,8,0,0
/global/archives/7961,desktop,2,1,1,2,49,10,0,0
/global/archives/7991,desktop,2,2,2,1,44.5,8,0,0
/global/archives/8046,desktop,2,1,1,2,4,6,0,0
/global/archives/8105,mobile,2,1,1,2,35,6,0,0
/global/archives/8168,desktop,2,2,2,1,57,12,0,0
/global/archives/8310,desktop,2,1,1,2,35,5,0,0
/global/archives/8463,desktop,2,1,1,2,0,7,0,0
/global/archives/9310,desktop,2,2,2,1,7.5,9,0,0
/global/archives/9493,desktop,2,3,2,1,18.5,10,0,0
/global/archives/9509,desktop,2,2,2,1,48,10,0,0
/global/archives/9668,mobile,2,1,1,2,52,9,0,0
/global/archives/9682,desktop,2,3,1,2,35,8,0,0
/global/archives/9978,desktop,2,2,2,1,11.5,6,0,0
/global/archives/category/ces/ces-2022-ces-2022,desktop,2,2,2,1,2.5,8,0,0
/global/archives/category/corporate/sk-ie-technology,desktop,2,1,1,2,53,8,0,0
/global/archives/category/corporate/sk-rading-international,mobile,2,1,1,2,20,6,0,0
/global/archives/category/insight,mobile,2,2,2,1,0,4,0,0
/global/archives/tag/2022-esg-report,desktop,2,1,1,2,26,7,0,0
/global/archives/tag/autosilicon,desktop,2,1,1,2,7,9,0,0
/global/archives/tag/bio-aviation-fuel,desktop,2,1,1,2,7,8,0,0
/global/archives/tag/biodiversity,desktop,2,1,1,2,2,8,0,0
/global/archives/tag/f-150,desktop,2,1,1,2,15,9,0,0
/global/archives/tag/germany,desktop,2,2,2,1,8.5,11,0,0
/global/archives/tag/grc,desktop,2,1,1,2,11,8,0,0
/global/archives/tag/kolon,desktop,2,2,1,2,0,8,0,0
/global/archives/tag/lithium-ion-battery,desktop,2,3,2,1,3.5,10,0,0
/global/archives/tag/meatless-farm,desktop,2,2,2,1,3,10,0,0
/global/archives/tag/ncm811,desktop,2,2,2,1,5,11,0,0
/global/archives/tag/nmc,desktop,2,2,2,1,0.5,9,0,0
/global/archives/tag/poe,desktop,2,2,1,2,12,9,0,0
/global/archives/tag/sheco-ark,desktop,2,1,1,2,18,8,0,0
/global/archives/tag/sk-global-forum,desktop,2,2,2,1,7.5,9,0,0
/global/archives/tag/sk-global-forum,mobile,2,2,2,1,4.5,9,0,0
/global/archives/tag/sk-hi-tech-battery-materials-poland,desktop,2,2,2,1,1,9,0,0
/global/archives/tag/sk-innovation,desktop,2,2,2,1,24,8,0,0
/global/archives/tag/sk-primacor-europe,desktop,2,2,2,1,1,8,0,0
/global/archives/tag/skba,desktop,2,2,2,1,12,9,0,0
/global/archives/tag/skba,mobile,2,2,2,1,0,7,0,0
/global/archives/tag/skbmp,desktop,2,3,2,1,5.5,10,0,0
/global/archives/tag/skei-singapore,mobile,2,1,1,2,6,7,0,0
/global/archives/tag/sk综合化学,mobile,2,1,1,2,33,8,0,0
/global/archives/tag/turkey,mobile,2,2,2,1,0,9,0,0
/global/archives/tag/vietnam,mobile,2,2,2,1,3.5,8,0,0
/global/terms-and-conditions,desktop,2,2,2,1,20,8,0,0
/global/who-we-are,desktop,2,3,2,1,6.5,11,0,0
/X8GiwUvq5b5SG7Y9A,mobile,1,1,1,1,0,2,0,0
/global/,tablet,1,1,1,1,3,5,0,0
/global/archives/10264,desktop,1,1,1,1,10,5,0,0
