# ----------------------------------------
# 보고서 CSV 내보내기
# 계정: SK이노베이션(한글)
# 속성: SK이노베이션 - GA4
# ----------------------------------------
# 
# 모든 사용자
# 시작일: 20240613
# 종료일: 20240613
기기 카테고리,페이지 경로 및 화면 클래스,총 사용자,새 사용자 수,조회수
mobile,/archives/115416,57,50,58
desktop,/archives/category/press/press-release,64,48,68
desktop,/,83,35,174
mobile,/archives/32828,22,20,25
desktop,/archives/84588,22,19,24
desktop,/archives/115057,19,14,19
mobile,/archives/115057,14,13,18
desktop,/archives/107142,13,12,16
desktop,/archives/113797,16,11,18
desktop,/archives/103947,10,9,11
mobile,/,17,9,28
mobile,/archives/96864,10,9,9
desktop,/archives/104002,12,8,12
mobile,/archives/16295,8,8,8
desktop,/archives/49884,9,7,12
desktop,/archives/7762,7,7,9
desktop,/posts,15,7,29
desktop,/archives/107411,6,6,7
desktop,/archives/113998,9,6,7
desktop,/archives/114973,10,6,12
desktop,/archives/32828,6,6,6
desktop,/archives/99361,8,6,8
desktop,/archives/25596,7,5,6
desktop,/archives/48028,9,5,8
desktop,/archives/48279,6,5,6
desktop,/archives/81784,5,5,5
desktop,/archives/83720,5,5,5
desktop,/archives/98107,5,5,6
mobile,/archives/23352,5,5,5
desktop,/archives/100667,4,4,5
desktop,/archives/112580,7,4,7
desktop,/archives/113159,6,4,6
desktop,/archives/114094,5,4,5
desktop,/archives/114632,4,4,5
desktop,/archives/114688,4,4,4
desktop,/archives/115416,14,4,18
desktop,/archives/115517,21,4,26
desktop,/archives/48881,5,4,7
desktop,/archives/61743,5,4,5
desktop,/archives/8355,7,4,7
desktop,/archives/96864,6,4,6
mobile,/archives/104002,4,4,5
mobile,/archives/107411,4,4,5
mobile,/archives/45433,4,4,5
mobile,/archives/84588,4,4,4
mobile,/archives/84762,6,4,6
mobile,/archives/category/business/sk-on,4,4,4
tablet,/archives/48279,4,4,4
desktop,/archives/111978,3,3,3
desktop,/archives/113952,3,3,5
desktop,/archives/14875,3,3,4
desktop,/archives/23352,3,3,3
desktop,/archives/25903,4,3,5
desktop,/archives/36348,3,3,3
desktop,/archives/45433,3,3,4
desktop,/archives/51077,4,3,4
desktop,/archives/53520,3,3,3
desktop,/archives/53791,3,3,4
desktop,/archives/60291,3,3,6
desktop,/archives/63622,3,3,3
desktop,/archives/80568,3,3,4
desktop,/archives/97077,4,3,4
desktop,/archives/98731,3,3,3
desktop,/archives/tag/sk이노베이션-울산complex,4,3,5
mobile,/archives/106345,3,3,3
mobile,/archives/114094,3,3,4
mobile,/archives/114751,3,3,3
mobile,/archives/19961,3,3,3
mobile,/archives/25596,4,3,3
mobile,/archives/92880,3,3,3
mobile,/archives/97638,3,3,3
tablet,/archives/115057,4,3,4
desktop,/archives/100159,2,2,3
desktop,/archives/100222,2,2,3
desktop,/archives/100739,2,2,3
desktop,/archives/10179,2,2,3
desktop,/archives/106411,2,2,2
desktop,/archives/108736,3,2,3
desktop,/archives/109603,2,2,2
desktop,/archives/111324,2,2,2
desktop,/archives/111387,3,2,3
desktop,/archives/111540,2,2,2
desktop,/archives/111929,2,2,2
desktop,/archives/112480,3,2,3
desktop,/archives/113680,2,2,3
