# ----------------------------------------
# 보고서 CSV 내보내기
# 계정: skinno global
# 속성: skinno 글로벌 - GA4
# ----------------------------------------
# 
# 모든 사용자
# 시작일: 20241014
# 종료일: 20241020
페이지 경로 및 화면 클래스,세션 소스,조회수,세션수,활성 사용자,활성 사용자당 조회수,활성 사용자당 평균 참여 시간,이벤트 수,주요 이벤트,총 수익
/global/archives/19179,google,246,209,162,1.5185185185185186,5.351851851851852,919,0,0
/global/archives/19179,(direct),233,231,225,1.0355555555555556,2.16,865,0,0
/global/latestnews,(direct),118,118,90,1.3111111111111111,19.011111111111113,420,0,0
/global/,(direct),72,62,57,1.263157894736842,5.859649122807017,348,0,0
/global/archives/18546,google,51,60,43,1.186046511627907,60.06976744186046,224,0,0
/global/archives/category/press-room/financial-results,google,49,27,23,2.130434782608696,32.21739130434783,196,0,0
/global/archives/17426,google,47,34,30,1.5666666666666667,80.03333333333333,197,0,0
/global/,google,45,37,33,1.3636363636363635,12.636363636363637,196,0,0
/global/archives/18107,google,39,39,33,1.1818181818181819,90.36363636363636,177,0,0
/global/archives/19078,google,39,39,28,1.3928571428571428,59.892857142857146,170,0,0
/pagead/aclk,google,39,31,31,1.2580645161290323,0,134,0,0
/global/archives/19045,google,30,30,23,1.3043478260869565,41.391304347826086,130,0,0
/global/,linkedin.com,27,21,5,5.4,22.2,131,0,0
/global/archives/18770,google,22,16,12,1.8333333333333333,58.583333333333336,85,0,0
/global/archives/18546,(direct),21,22,16,1.3125,47.625,83,0,0
/global/archives/18608,google,21,22,17,1.2352941176470589,33.1764705882353,97,0,0
/global/,skinnovation.com,19,18,13,1.4615384615384615,36.84615384615385,86,0,0
/global/archives/19078,(direct),19,15,14,1.3571428571428572,10.214285714285714,72,0,0
/global/archives/19230,google,18,15,10,1.8,28.3,81,0,0
/global/archives/15490,google,17,17,14,1.2142857142857142,50.5,75,0,0
/global/archives/19230,(direct),17,13,13,1.3076923076923077,20,64,0,0
/global/archives/category/press-room/press-release,(direct),17,15,7,2.4285714285714284,119.71428571428571,62,0,0
/global/archives/17595,google,15,15,10,1.5,41.6,63,0,0
/global/archives/18445,google,15,16,11,1.3636363636363635,44.18181818181818,73,0,0
/global/archives/category/corporates/sk-on,google,15,12,11,1.3636363636363635,25.727272727272727,56,0,0
/global/archives/15865,google,14,10,3,4.666666666666667,53.666666666666664,46,0,0
/global/archives/16376,google,14,14,6,2.3333333333333335,27.666666666666668,50,0,0
/global/archives/17623,google,14,15,13,1.0769230769230769,96.61538461538461,67,0,0
/global/archives/4921,google,14,13,12,1.1666666666666667,30.166666666666668,60,0,0
/global/archives/category/corporates,google,14,9,8,1.75,14.875,56,0,0
/global/archives/category/press-room,google,14,13,9,1.5555555555555556,9.666666666666666,54,0,0
/global/archives/category/press-room/press-release,google,13,11,11,1.1818181818181819,14.636363636363637,50,0,0
/global/archives/category/press-room/press-release,skinnovation.com,13,6,5,2.6,32.4,47,0,0
/global/archives/tag/sko,google,13,12,10,1.3,15,65,0,0
/global/archives/10774,google,12,11,10,1.2,50.3,58,0,0
/global/archives/13780,google,12,13,10,1.2,54.3,58,0,0
/global/archives/16463,google,12,12,11,1.0909090909090908,30.181818181818183,55,0,0
/global/archives/9910,google,12,13,10,1.2,16.8,51,0,0
/global/archives/category/press-room,(direct),12,10,7,1.7142857142857142,13.714285714285714,41,0,0
/global/archives/12950,(direct),11,14,13,0.8461538461538461,10.076923076923077,39,0,0
/global/archives/14634,google,11,11,8,1.375,74.5,51,0,0
/global/archives/19230,ozmailer.com,11,7,5,2.2,1.8,35,0,0
/global/archives/6216,google,11,10,9,1.2222222222222223,76.33333333333333,55,0,0
/global/archives/category/corporates,skinnovation.com,11,3,2,5.5,53.5,45,0,0
/global/archives/17737,google,10,11,9,1.1111111111111112,21.11111111111111,46,0,0
/global/archives/19179,bing,10,3,2,5,44.5,31,0,0
/global/archives/3820,google,10,11,8,1.25,19.625,43,0,0
/global/archives/4612,bing,10,1,1,10,105,37,0,0
/global/archives/7445,emobilitypoland.sharepoint.com,10,1,1,10,107,40,0,0
/global/archives/category/corporates/sk-innovation,google,10,9,9,1.1111111111111112,16,40,0,0
/global/archives/15374,google,9,11,7,1.2857142857142858,7.142857142857143,38,0,0
/global/archives/15664,google,9,9,8,1.125,33.875,41,0,0
/global/archives/17499,google,9,10,9,1,39.22222222222222,45,0,0
/global/archives/19078,bing,9,4,3,3,5,28,0,0
/global/archives/19154,google,9,8,8,1.125,23.625,39,0,0
/global/archives/19230,linkedin.com,9,9,6,1.5,21.833333333333332,40,0,0
/global/archives/9740,google,9,9,9,1,9.444444444444445,39,0,0
/global/archives/12022,google,8,7,7,1.1428571428571428,13.714285714285714,38,0,0
/global/archives/14491,google,8,7,6,1.3333333333333333,54.5,32,0,0
/global/archives/15664,bing,8,3,1,8,753,22,0,0
/global/archives/15687,google,8,6,5,1.6,16.8,35,0,0
/global/archives/17047,google,8,6,5,1.6,114,38,0,0
/global/archives/17216,google,8,8,7,1.1428571428571428,125.71428571428571,36,0,0
/global/archives/17446,(direct),8,9,9,0.8888888888888888,11.777777777777779,29,0,0
/global/archives/17476,google,8,8,8,1,43.5,39,0,0
/global/archives/17514,google,8,7,6,1.3333333333333333,39.5,35,0,0
/global/archives/18283,(direct),8,6,4,2,49,31,0,0
/global/archives/18301,google,8,8,8,1,69.875,37,0,0
/global/archives/category/people,google,8,6,4,2,33,31,0,0
/global/,eng.sk-on.com,7,4,3,2.3333333333333335,50.666666666666664,40,0,0
/global/archives/10913,google,7,9,5,1.4,20,35,0,0
/global/archives/12274/skee,google,7,6,6,1.1666666666666667,7.666666666666667,32,0,0
/global/archives/14688,google,7,5,5,1.4,32.2,30,0,0
/global/archives/14766,google,7,8,5,1.4,22.8,26,0,0
/global/archives/15204,google,7,6,6,1.1666666666666667,14,30,0,0
/global/archives/15409,google,7,10,4,1.75,92,29,0,0
/global/archives/15985,(direct),7,6,6,1.1666666666666667,18.833333333333332,30,0,0
/global/archives/16493,google,7,7,7,1,30.714285714285715,33,0,0
/global/archives/16834,google,7,6,6,1.1666666666666667,31.666666666666668,31,0,0
/global/archives/17426,(direct),7,5,3,2.3333333333333335,38.333333333333336,28,0,0
/global/archives/18388,(direct),7,7,3,2.3333333333333335,0,24,0,0
/global/archives/19045,bing,7,9,6,1.1666666666666667,24.5,29,0,0
/global/archives/19149,google,7,9,6,1.1666666666666667,31.666666666666668,26,0,0
/global/archives/4751,google,7,5,5,1.4,32.4,30,0,0
/global/archives/6216,(direct),7,8,6,1.1666666666666667,155.5,33,0,0
/global/archives/7919,google,7,6,3,2.3333333333333335,79.66666666666667,25,0,0
