# ----------------------------------------
# 보고서 CSV 내보내기
# 계정: skinno global
# 속성: skinno 글로벌 - GA4
# ----------------------------------------
# 
# 모든 사용자
# 시작일: 20240115
# 종료일: 20240121
페이지 경로 및 화면 클래스,국가,조회수,세션수,사용자,사용자당 조회수,평균 참여 시간,이벤트 수,전환,총 수익
/global/archives/17216,United States,157,155,137,1.145985401459854,30.94160583941606,671,0,0
/global/,South Korea,139,105,67,2.074626865671642,11.17910447761194,548,0,0
/global/archives/17216,South Korea,92,97,80,1.15,19.8,375,0,0
/global/archives/17047,United States,90,89,64,1.40625,49.421875,400,0,0
/global/archives/17047,South Korea,42,42,32,1.3125,34.0625,172,0,0
/global/,United States,41,28,26,1.5769230769230769,16.923076923076923,174,0,0
/global/,United Kingdom,36,36,32,1.125,5.5,152,0,0
/global/archives/17144,South Korea,35,32,27,1.2962962962962963,27.77777777777778,151,0,0
/global/archives/16480,India,33,30,8,4.125,12.125,98,0,0
/global/archives/17216,India,33,31,25,1.32,29.84,137,0,0
/global/archives/17144,United States,32,31,25,1.28,39.28,135,0,0
/global/archives/category/press-room/press-release,France,32,32,32,1,0.1875,128,0,0
/global/archives/17216,Japan,31,33,24,1.2916666666666667,27.541666666666668,125,0,0
/global/archives/category/press-room/financial-results,Singapore,29,11,10,2.9,26.5,119,0,0
/global/archives/16881,India,23,21,5,4.6,8,72,0,0
/global/archives/category/corporate/sk-on,Japan,22,12,6,3.6666666666666665,37.833333333333336,84,0,0
/global/,China,21,14,12,1.75,25.583333333333332,77,0,0
/global/archives/15865,India,21,17,2,10.5,17.5,61,0,0
/global/archives/17010,South Korea,21,16,12,1.75,22.916666666666668,81,0,0
/global/latestnews,South Korea,21,16,10,2.1,10.4,85,0,0
/global/,Japan,20,16,15,1.3333333333333333,15.133333333333333,91,0,0
/global/archives/17010,United States,20,19,17,1.1764705882352942,36.76470588235294,85,0,0
/global/archives/17022,South Korea,20,18,13,1.5384615384615385,37.76923076923077,90,0,0
/global/archives/17022,United States,20,22,20,1,47.9,92,0,0
/global/latestnews,Germany,20,19,2,10,102,58,0,0
/global/,India,19,11,6,3.1666666666666665,26.333333333333332,80,0,0
/global/archives/15664,Taiwan,19,19,10,1.9,8.6,71,0,0
/global/archives/16154,India,19,19,4,4.75,0,52,0,0
/global/archives/16376,India,19,17,6,3.1666666666666665,27.333333333333332,62,0,0
/global/archives/17134,United States,19,16,12,1.5833333333333333,34.833333333333336,75,0,0
/global/archives/17216,Germany,18,21,17,1.0588235294117647,15,84,0,0
/global/archives/category/press-room/press-release,India,18,16,10,1.8,28.3,72,0,0
/global/archives/12928,South Korea,17,16,9,1.8888888888888888,32.333333333333336,66,0,0
/global/archives/15490,Canada,17,22,14,1.2142857142857142,36.42857142857143,86,0,0
/global/archives/category/press-room/press-release,South Korea,17,17,13,1.3076923076923077,7.230769230769231,65,0,0
/global/,Hungary,16,4,2,8,80.5,75,0,0
/global/archives/16719,India,16,16,3,5.333333333333333,0,42,0,0
/global/archives/16939,Germany,16,18,10,1.6,78.2,75,0,0
/global/archives/category/corporate/sk-on,South Korea,16,13,11,1.4545454545454546,19.727272727272727,67,0,0
/global/archives/category/corporate/sk-on,United States,16,12,12,1.3333333333333333,25.25,65,0,0
/global/archives/17169,South Korea,15,13,13,1.1538461538461537,75,55,0,0
/global/archives/category/press-room/financial-results,India,15,5,5,3,72.8,62,0,0
/global/archives/16131,India,13,11,5,2.6,0.4,39,0,0
/global/archives/16952,South Korea,13,10,9,1.4444444444444444,44.888888888888886,51,0,0
/global/archives/category/press-room/press-release,Japan,13,9,4,3.25,79.75,54,0,0
/global/,France,12,10,5,2.4,5.2,39,0,0
/global/archives/category/corporate/sk-energy,South Korea,12,10,7,1.7142857142857142,0.7142857142857143,38,0,0
/global/archives/17134,India,11,10,7,1.5714285714285714,45.714285714285715,42,0,0
/global/archives/17216,United Kingdom,11,11,9,1.2222222222222223,10.222222222222221,43,0,0
/global/archives/category/corporate,United States,11,2,2,5.5,17.5,43,0,0
/global/family-site-links,South Korea,11,6,5,2.2,17.8,81,0,0
/global/archives/10774,South Korea,10,11,10,1,14.9,49,0,0
/global/archives/category/press-room/financial-results,China,10,5,4,2.5,18.5,31,0,0
/global/archives/category/press-room/financial-results,United Kingdom,10,5,3,3.3333333333333335,41.333333333333336,42,0,0
/global/archives/category/press-room/press-release,United States,10,8,6,1.6666666666666667,59.333333333333336,40,0,0
/global/who-we-are,South Korea,10,4,3,3.3333333333333335,35.333333333333336,35,0,0
/global/,Germany,9,5,4,2.25,93.25,38,0,0
/global/archives/14766,India,9,9,5,1.8,15.2,28,0,0
/global/archives/15664,United States,9,10,9,1,52.666666666666664,46,0,0
/global/archives/16881,South Korea,9,11,8,1.125,57.125,35,0,0
/global/archives/16939,South Korea,9,9,8,1.125,3.875,38,0,0
/global/archives/17134,Germany,9,8,3,3,407,36,0,0
/global/archives/17134,South Korea,9,10,7,1.2857142857142858,24.428571428571427,36,0,0
/global/archives/17169,India,9,11,8,1.125,28.375,36,0,0
/global/archives/17169,Japan,9,10,8,1.125,41.875,38,0,0
/global/archives/17169,United States,9,9,7,1.2857142857142858,10.428571428571429,28,0,0
/global/archives/6216,South Korea,9,12,8,1.125,19.375,44,0,0
/global/archives/category/people/ceo-leaders,South Korea,9,2,1,9,113,37,0,0
/global/archives/category/press-room,South Korea,9,8,7,1.2857142857142858,30.428571428571427,37,0,0
/global/archives/category/press-room/financial-results,Hong Kong,9,7,4,2.25,4.25,35,0,0
/global/archives/tag/solid-power,United States,9,7,7,1.2857142857142858,12.142857142857142,39,0,0
/global/,Hong Kong,8,5,3,2.6666666666666665,12.666666666666666,39,0,0
/global/,Malaysia,8,2,2,4,19,38,0,0
/global/,Singapore,8,9,7,1.1428571428571428,10,37,0,0
/global/archives/14634,India,8,6,2,4,35,28,0,0
/global/archives/16286,Taiwan,8,6,3,2.6666666666666665,62.333333333333336,33,0,0
/global/archives/16613,Jordan,8,8,5,1.6,0,28,0,0
/global/archives/17216,Italy,8,7,5,1.6,31.8,31,0,0
/global/archives/7379,South Korea,8,7,4,2,3,27,0,0
/global/archives/9236,South Korea,8,10,8,1,31.75,46,0,0
/global/archives/category/corporate/sk-geo-centric,South Korea,8,3,1,8,712,29,0,0
/global/archives/category/press-room/press-release,Singapore,8,8,5,1.6,27,32,0,0
/global/latestnews,Australia,8,6,1,8,104,29,0,0
/global/archives/10774,India,7,8,7,1,3.142857142857143,32,0,0
/global/archives/11807,South Korea,7,7,3,2.3333333333333335,68,35,0,0
/global/archives/15374,United States,7,7,7,1,20.714285714285715,30,0,0
/global/archives/15490,India,7,7,3,2.3333333333333335,82.66666666666667,23,0,0
/global/archives/category/corporate,South Korea,7,7,5,1.4,5.4,29,0,0
/global/archives/category/corporate/sk-enterm,South Korea,7,5,4,1.75,8,29,0,0
/global/archives/category/corporate/sk-ie-technology,United States,7,2,1,7,71,28,0,0
/global/archives/category/corporate/sk-innovation,United States,7,8,6,1.1666666666666667,12.333333333333334,30,0,0
/global/archives/category/corporate/sk-on,Germany,7,4,3,2.3333333333333335,170.33333333333334,30,0,0
/global/archives/tag/financial-results,Taiwan,7,6,1,7,24,26,0,0
/global/latestnews,United States,7,6,2,3.5,30,25,0,0
/global/,Italy,6,2,2,3,41.5,30,0,0
/global/404,South Korea,6,3,3,2,2,24,0,0
/global/archives/10774,United States,6,7,6,1,51.166666666666664,30,0,0
/global/archives/15204,India,6,6,2,3,21,17,0,0
/global/archives/15490,South Korea,6,4,3,2,28.666666666666668,26,0,0
/global/archives/15937,India,6,7,2,3,0,20,0,0
