# ----------------------------------------
# 보고서 CSV 내보내기
# 계정: skinno global
# 속성: skinno 글로벌 - GA4
# ----------------------------------------
# 
# 모든 사용자
# 시작일: 20240115
# 종료일: 20240121
페이지 경로 및 화면 클래스,세션 소스,조회수,세션수,사용자,사용자당 조회수,평균 참여 시간,이벤트 수,전환,총 수익
/global/archives/17216,linkedin.com,148,149,132,1.121212121212121,13.825757575757576,617,0,0
/global/archives/17216,(direct),144,151,118,1.2203389830508475,33.271186440677965,613,0,0
/global/,(direct),141,110,91,1.5494505494505495,7.978021978021978,580,0,0
/global/,google,118,72,56,2.107142857142857,24.946428571428573,501,0,0
/global/archives/17047,google,111,114,88,1.2613636363636365,42.13636363636363,510,0,0
/global/archives/category/press-room/financial-results,google,85,37,31,2.7419354838709675,36.54838709677419,349,0,0
/global/archives/17216,google,67,68,55,1.2181818181818183,42.981818181818184,266,0,0
/global/archives/16613,google,61,61,30,2.033333333333333,1.4666666666666666,197,0,0
/global/archives/category/press-room/press-release,(direct),53,54,45,1.1777777777777778,10.066666666666666,206,0,0
/global/archives/17022,google,50,50,41,1.2195121951219512,48.8780487804878,239,0,0
/global/archives/category/corporate/sk-on,google,50,37,33,1.5151515151515151,20.90909090909091,212,0,0
/global/,skinnovation.com,45,30,23,1.9565217391304348,22.130434782608695,204,0,0
/global/archives/category/press-room/press-release,google,43,34,23,1.8695652173913044,30.695652173913043,177,0,0
/global/archives/16881,google,42,40,21,2,21.38095238095238,155,0,0
/global/archives/16480,google,40,38,16,2.5,32,124,0,0
/global/archives/15490,google,38,41,29,1.3103448275862069,27.03448275862069,173,0,0
/global/archives/17047,(direct),36,33,26,1.3846153846153846,39.03846153846154,142,0,0
/global/archives/16286,google,34,27,20,1.7,37.45,139,0,0
/global/latestnews,(direct),33,32,10,3.3,17.1,110,0,0
/global/archives/17134,google,30,28,17,1.7647058823529411,99.47058823529412,125,0,0
/global/archives/9236,google,29,26,20,1.45,99.2,135,0,0
/global/archives/17169,(direct),28,27,24,1.1666666666666667,25.416666666666668,104,0,0
/global/archives/16154,google,27,29,12,2.25,26.166666666666668,89,0,0
/global/archives/17169,google,27,31,20,1.35,65.35,104,0,0
/global/archives/17144,(direct),26,25,22,1.1818181818181819,25.90909090909091,100,0,0
/global/archives/17144,linkedin.com,26,25,24,1.0833333333333333,31.916666666666668,118,0,0
/global/archives/category/corporate,google,26,13,11,2.3636363636363638,12.545454545454545,102,0,0
/global/archives/16376,google,25,21,10,2.5,41.1,86,0,0
/global/archives/17144,google,25,25,19,1.3157894736842106,29.157894736842106,107,0,0
/global/archives/15865,google,24,20,5,4.8,29,74,0,0
/global/,eng.sk-on.com,23,16,15,1.5333333333333334,24.133333333333333,107,0,0
/global/latestnews,google,23,16,10,2.3,28.5,88,0,0
/global/archives/14766,google,22,20,14,1.5714285714285714,37.714285714285715,83,0,0
/global/archives/15664,google,22,25,19,1.1578947368421053,34.94736842105263,105,0,0
/global/sustainability-report,google,22,24,16,1.375,7.25,94,0,0
/global/who-we-are,google,21,18,16,1.3125,23.625,84,0,0
/global/archives/10774,google,20,23,20,1,22.8,97,0,0
/global/archives/17010,(direct),20,14,13,1.5384615384615385,13.076923076923077,78,0,0
/global/archives/17010,google,20,21,18,1.1111111111111112,42.05555555555556,84,0,0
/global/archives/category/corporate/sk-innovation,google,20,16,15,1.3333333333333333,9.733333333333333,76,0,0
/global/archives/category/corporate/sk-on,(direct),20,13,7,2.857142857142857,29.142857142857142,72,0,0
