# ----------------------------------------
# 보고서 CSV 내보내기
# 계정: skinno global
# 속성: skinno 글로벌 - GA4
# ----------------------------------------
# 
# 모든 사용자
# 시작일: 20240812
# 종료일: 20240818
페이지 경로 및 화면 클래스,세션 소스,조회수,세션수,사용자,사용자당 조회수,평균 참여 시간,이벤트 수,주요 이벤트,총 수익
/global/archives/18659,google,1340,1165,1073,1.2488350419384902,4.318732525629077,5158,0,0
/global/,google,91,55,45,2.022222222222222,16.044444444444444,384,0,0
/global/archives/18659,(direct),74,57,56,1.3214285714285714,6.553571428571429,269,0,0
/global/archives/category/press-room/financial-results,google,73,31,25,2.92,27.24,296,0,0
/global/,(direct),65,58,51,1.2745098039215685,6.568627450980392,279,0,0
/global/archives/18546,google,60,65,40,1.5,63.925,267,0,0
/global/archives/tag/sko,google,59,57,54,1.0925925925925926,6.685185185185185,275,0,0
/global/latestnews,(direct),53,52,48,1.1041666666666667,19.729166666666668,207,0,0
/global/archives/18546,(direct),50,53,40,1.25,33.75,217,0,0
/global/archives/18608,google,44,18,15,2.933333333333333,117.2,180,0,0
/global/latestnews,google,38,38,12,3.1666666666666665,15.5,124,0,0
/global/archives/17426,google,30,27,23,1.3043478260869565,82.43478260869566,142,0,0
/global/archives/18107,google,29,29,24,1.2083333333333333,33.541666666666664,127,0,0
/global/,skinnovation.com,27,18,14,1.9285714285714286,16.5,109,0,0
/global/archives/18608,(direct),26,18,13,2,36.69230769230769,101,0,0
/global/archives/category/corporates/sk-on,google,25,24,18,1.3888888888888888,14.833333333333334,100,0,0
/global/,linkedin.com,24,17,5,4.8,29.2,93,0,0
/global/archives/category/press-room/press-release,(direct),24,21,15,1.6,12.933333333333334,95,0,0
/pagead/aclk,google,24,20,19,1.263157894736842,0,80,0,0
/global/archives/category/press-room/press-release,google,23,18,18,1.2777777777777777,22.88888888888889,96,0,0
/global/archives/17216,google,21,19,14,1.5,72.71428571428571,87,0,0
/global/archives/18743,(direct),20,19,17,1.1764705882352942,48,79,0,0
/global/archives/15490,google,19,21,16,1.1875,21.375,95,0,0
/global/archives/17426,bing,19,10,6,3.1666666666666665,136.33333333333334,78,0,0
/global/archives/18690,(direct),19,20,19,1,8.578947368421053,76,0,0
/global/archives/9910,google,19,14,14,1.3571428571428572,109.85714285714286,81,0,0
/global/archives/18065,google,17,14,12,1.4166666666666667,40.666666666666664,70,0,0
/global/archives/18690,linkedin.com,17,19,15,1.1333333333333333,0,71,0,0
/global/archives/category/corporates/sk-innovation,google,17,12,12,1.4166666666666667,28.75,62,0,0
/global/archives/category/press-room/financial-results,(direct),17,9,7,2.4285714285714284,15.714285714285714,68,0,0
/global/archives/18546,linkedin.com,16,18,13,1.2307692307692308,17.76923076923077,66,0,0
/global/archives/15664,google,15,14,11,1.3636363636363635,90.9090909090909,70,0,0
/global/archives/18743,google,15,16,12,1.25,10.416666666666666,57,0,0
/global/archives/6216,google,15,19,13,1.1538461538461537,34.92307692307692,80,0,0
/global/archives/category/corporates,google,15,13,13,1.1538461538461537,11.923076923076923,57,0,0
/global/archives/16463,google,14,14,13,1.0769230769230769,21.846153846153847,69,0,0
/global/archives/12306,google,13,10,9,1.4444444444444444,30.333333333333332,50,0,0
/global/archives/15374,google,13,18,12,1.0833333333333333,37.75,68,0,0
/global/archives/15687,google,13,13,12,1.0833333333333333,6.25,60,0,0
/global/archives/18690,google,13,12,12,1.0833333333333333,46.916666666666664,54,0,0
/global/archives/16376,google,12,11,10,1.2,24.7,54,0,0
/global/archives/18140,google,12,12,3,4,0.6666666666666666,36,0,0
/global/archives/category/corporate/sk-enmove,skenmove.com,12,9,9,1.3333333333333333,14.11111111111111,54,0,0
/global/archives/category/corporates/sk-enterm,google,12,9,4,3,8.75,43,0,0
/global/,bing,11,5,4,2.75,44,51,0,0
/global/,eng.sk-on.com,11,10,9,1.2222222222222223,14.222222222222221,54,0,0
/global/archives/16834,google,11,12,7,1.5714285714285714,20.714285714285715,45,0,0
/global/archives/17499,google,10,13,7,1.4285714285714286,20.142857142857142,46,0,0
