# ----------------------------------------
# 보고서 CSV 내보내기
# 계정: skinno global
# 속성: skinno 글로벌 - GA4
# ----------------------------------------
# 
# 모든 사용자
# 시작일: 20240812
# 종료일: 20240818
페이지 경로 및 화면 클래스,국가,조회수,세션수,사용자,사용자당 조회수,평균 참여 시간,이벤트 수,주요 이벤트,총 수익
/global/archives/18659,Malaysia,1307,1115,1036,1.2615830115830116,4.350386100386101,4989,0,0
/global/,South Korea,85,56,36,2.361111111111111,15.972222222222221,364,0,0
/global/archives/18659,Australia,63,61,56,1.125,4.875,267,0,0
/global/archives/tag/sko,South Korea,42,40,38,1.105263157894737,5.026315789473684,196,0,0
/global/latestnews,China,41,47,46,0.8913043478260869,17.67391304347826,165,0,0
/global/archives/18546,South Korea,35,36,22,1.5909090909090908,22.227272727272727,144,0,0
/global/,United Kingdom,29,29,28,1.0357142857142858,1.9285714285714286,118,0,0
/global/,Malaysia,25,11,7,3.5714285714285716,40.857142857142854,108,0,0
/global/archives/category/press-room/financial-results,United States,24,8,8,3,27.375,93,0,0
/global/archives/9910,Malaysia,23,18,18,1.2777777777777777,92.11111111111111,100,0,0
/global/archives/18546,Singapore,22,26,14,1.5714285714285714,117.14285714285714,96,0,0
/global/latestnews,Germany,22,22,1,22,7,56,0,0
/global/archives/18659,South Korea,21,18,13,1.6153846153846154,16.307692307692307,79,0,0
/global/archives/category/press-room/financial-results,Germany,20,6,3,6.666666666666667,67,80,0,0
/global/,India,18,15,9,2,15.666666666666666,86,0,0
/global/archives/18546,United States,17,21,16,1.0625,16.4375,71,0,0
/global/,United States,16,13,10,1.6,12.5,67,0,0
/global/archives/18546,United Kingdom,16,19,11,1.4545454545454546,347.90909090909093,69,0,0
/global/archives/18107,United States,15,16,13,1.1538461538461537,40.15384615384615,70,0,0
/global/,China,14,11,8,1.75,15.375,50,0,0
/pagead/aclk,Australia,14,14,13,1.0769230769230769,0,51,0,0
/global/archives/18659,United States,13,13,13,1,39,53,0,0
/global/archives/17426,United States,12,11,10,1.2,27.3,54,0,0
/global/archives/18140,India,12,13,4,3,1,38,0,0
/global/archives/18608,Austria,12,1,1,12,229,50,0,0
/global/archives/18546,Australia,11,9,7,1.5714285714285714,58.714285714285715,48,0,0
/global/archives/18608,China,11,8,5,2.2,51.8,48,0,0
/global/archives/18608,Germany,11,7,5,2.2,61.8,43,0,0
/global/archives/18690,South Korea,11,11,10,1.1,9.4,43,0,0
/global/archives/category/corporates/sk-on,Japan,11,5,4,2.75,52.25,42,0,0
/global/archives/category/press-room/financial-results,China,11,7,4,2.75,15.25,43,0,0
/global/archives/category/press-room/financial-results,India,11,5,3,3.6666666666666665,36,41,0,0
/global/archives/15490,Canada,10,11,8,1.25,30,53,0,0
/global/archives/17426,South Korea,10,9,5,2,67.2,41,0,0
/global/archives/18436,South Korea,10,11,5,2,50.6,45,0,0
/global/archives/18608,United States,10,8,7,1.4285714285714286,36.285714285714285,41,0,0
/global/archives/18743,United States,10,10,10,1,47.1,43,0,0
/global/archives/7445,Sweden,10,11,8,1.25,118.375,47,0,0
/global/archives/category/corporates/sk-enterm,Singapore,10,7,2,5,6.5,33,0,0
/global/archives/category/press-room/financial-results,Singapore,10,5,5,2,12.2,41,0,0
/global/archives/category/press-room/press-release,India,10,11,6,1.6666666666666667,23.666666666666668,41,0,0
/pagead/aclk,Malaysia,10,6,6,1.6666666666666667,0,29,0,0
/global/archives/18659,(not set),9,9,9,1,0,36,0,0
/global/archives/6216,United States,9,10,8,1.125,44.125,44,0,0
/global/archives/category/press-room/press-release,United States,9,8,7,1.2857142857142858,23.428571428571427,33,0,0
/global/,Taiwan,8,5,5,1.6,23.4,34,0,0
/global/archives/17426,Taiwan,8,5,3,2.6666666666666665,90.33333333333333,36,0,0
/global/archives/18022,Indonesia,8,7,4,2,27,29,0,0
/global/archives/18546,India,8,10,7,1.1428571428571428,53.57142857142857,38,0,0
/global/archives/18608,India,8,3,3,2.6666666666666665,79,31,0,0
/global/archives/18743,India,8,8,6,1.3333333333333333,7.666666666666667,30,0,0
/global/archives/7991,Singapore,8,6,1,8,0,22,0,0
/global/archives/8327,South Korea,8,2,2,4,48,30,0,0
/global/archives/category/corporates/sk-on,United States,8,6,4,2,26.75,27,0,0
/global/archives/category/press-room/financial-results,France,8,3,3,2.6666666666666665,20.333333333333332,33,0,0
/global/archives/category/press-room/press-release,South Korea,8,5,5,1.6,29.6,37,0,0
/global/latestnews,South Korea,8,8,4,2,20.75,32,0,0
/global/,Hong Kong,7,3,3,2.3333333333333335,18.666666666666668,30,0,0
/global/archives/12306,South Korea,7,7,7,1,9.428571428571429,30,0,0
/global/archives/17216,United States,7,7,5,1.4,45.4,27,0,0
/global/archives/17426,France,7,2,2,3.5,512.5,31,0,0
/global/archives/18690,United States,7,7,7,1,4,31,0,0
/global/archives/category/corporates/sk-ie-technology,United Kingdom,7,2,2,3.5,40.5,29,0,0
/global/,Australia,6,5,5,1.2,12.6,26,0,0
/global/,Germany,6,6,6,1,7.333333333333333,19,0,0
/global/archives/16463,United States,6,5,5,1.2,15.6,29,0,0
/global/archives/18546,Hong Kong,6,7,6,1,30,30,0,0
/global/archives/18546,Sweden,6,5,3,2,110.66666666666667,24,0,0
/global/archives/18546,Vietnam,6,7,5,1.2,13,29,0,0
/global/archives/18608,Peru,6,3,2,3,296,27,0,0
/global/archives/18608,Singapore,6,4,4,1.5,90.75,23,0,0
/global/archives/18659,India,6,7,5,1.2,36.2,21,0,0
/global/archives/18743,South Korea,6,6,5,1.2,29.8,24,0,0
/global/archives/category/corporates,United Kingdom,6,5,3,2,39,24,0,0
/global/archives/category/corporates/sk-on,South Korea,6,6,6,1,7.666666666666667,24,0,0
/global/archives/category/corporates/sk-on,United Kingdom,6,6,4,1.5,28.25,28,0,0
/global/archives/category/insight/trend_report,South Korea,6,7,5,1.2,12,24,0,0
/global/archives/category/press-room/financial-results,Austria,6,1,1,6,49,23,0,0
/global/archives/category/press-room/financial-results,United Kingdom,6,6,4,1.5,13.75,27,0,0
/global/archives/category/press-room/press-release,Singapore,6,5,5,1.2,15,23,0,0
/global/archives/tag/pouch-type-battery,United States,6,3,3,2,12.333333333333334,25,0,0
/global/latestnews,United States,6,6,4,1.5,36,26,0,0
/global/,Peru,5,2,1,5,83,24,0,0
/global/archives/10322,Vietnam,5,6,3,1.6666666666666667,7,21,0,0
/global/archives/10774,South Korea,5,4,2,2.5,77.5,19,0,0
/global/archives/10939,Singapore,5,3,2,2.5,12.5,15,0,0
