# ----------------------------------------
# 보고서 CSV 내보내기
# 계정: SK이노베이션(한글)
# 속성: SK이노베이션 - GA4
# ----------------------------------------
# 
# 모든 사용자
# 시작일: 20240815
# 종료일: 20240815
기기 카테고리,페이지 경로 및 화면 클래스,총 사용자,새 사용자 수,조회수
desktop,/archives/category/press/press-release,49,48,49
mobile,/archives/32828,19,19,21
desktop,/,20,11,35
mobile,/archives/112490,11,11,12
mobile,/archives/96864,11,11,11
desktop,/archives/84588,8,6,9
desktop,/archives/114094,7,5,9
desktop,/archives/32828,7,5,6
mobile,/archives/114138,5,5,6
mobile,/archives/84588,7,5,7
desktop,/archives/113797,4,4,4
desktop,/archives/115057,5,4,5
mobile,/archives/113952,4,4,6
mobile,/archives/115057,5,4,5
mobile,/archives/115988,4,4,4
mobile,/archives/8935,4,4,4
mobile,/archives/category/business/sk-on,6,4,6
desktop,/archives/104002,8,3,9
desktop,/archives/114153,4,3,5
desktop,/archives/114973,4,3,7
desktop,/archives/115731,5,3,5
desktop,/archives/25711,3,3,4
desktop,/archives/49884,4,3,4
desktop,/archives/83720,3,3,3
desktop,/posts,5,3,9
mobile,/,4,3,5
mobile,/archives/100892,3,3,3
mobile,/archives/114973,3,3,4
mobile,/archives/115922,3,3,3
mobile,/archives/12657,3,3,4
mobile,/archives/51614,3,3,3
mobile,/archives/9439,3,3,3
mobile,/archives/category/business/sk-enmove,3,3,4
mobile,/archives/category/business/sk-enterm,3,3,4
desktop,/archives/100667,2,2,3
desktop,/archives/104517,2,2,2
desktop,/archives/110323,2,2,2
desktop,/archives/111387,2,2,2
desktop,/archives/115258,3,2,3
desktop,/archives/115988,3,2,3
desktop,/archives/34678,2,2,2
desktop,/archives/56046,2,2,2
desktop,/archives/83065,2,2,2
desktop,/archives/96864,2,2,2
mobile,/archives/10019,2,2,2
mobile,/archives/101442,2,2,2
mobile,/archives/102910,2,2,2
mobile,/archives/107506,2,2,2
mobile,/archives/111540,2,2,2
mobile,/archives/113797,3,2,3
mobile,/archives/114094,2,2,2
mobile,/archives/115537,2,2,2
mobile,/archives/115727,2,2,3
mobile,/archives/115731,2,2,2
mobile,/archives/19961,2,2,2
mobile,/archives/30434,2,2,2
mobile,/archives/32685,2,2,4
mobile,/archives/38098,2,2,2
mobile,/archives/45433,2,2,2
mobile,/archives/49884,2,2,2
mobile,/archives/63622,2,2,2
mobile,/archives/7636,2,2,2
mobile,/archives/8544,2,2,3
mobile,/archives/93780,2,2,3
mobile,/archives/94030,2,2,2
mobile,/archives/96339,2,2,2
desktop,/archives/100001,1,1,1
desktop,/archives/100303,1,1,1
desktop,/archives/10070,1,1,1
desktop,/archives/100892,2,1,2
desktop,/archives/101304,1,1,1
desktop,/archives/102795,1,1,1
desktop,/archives/103830,2,1,1
desktop,/archives/103891,1,1,1
desktop,/archives/103947,1,1,1
desktop,/archives/104187,1,1,1
desktop,/archives/105770,1,1,1
desktop,/archives/106626,1,1,1
desktop,/archives/107557,1,1,1
desktop,/archives/109090,1,1,1
desktop,/archives/110120,1,1,1
desktop,/archives/111421,1,1,1
desktop,/archives/111454,1,1,1
desktop,/archives/111831,1,1,1
desktop,/archives/111978,1,1,3
desktop,/archives/112908,1,1,1
desktop,/archives/112956,1,1,1
desktop,/archives/113680,2,1,2
desktop,/archives/113952,1,1,1
desktop,/archives/113998,3,1,3
desktop,/archives/114014,1,1,1
desktop,/archives/114065,1,1,1
desktop,/archives/114407,1,1,1
desktop,/archives/114773,1,1,1
desktop,/archives/114999,1,1,1
desktop,/archives/115727,1,1,1
desktop,/archives/115779,1,1,1
desktop,/archives/12513,1,1,2
desktop,/archives/12554,1,1,1
desktop,/archives/13264,1,1,1
desktop,/archives/14136,1,1,1
desktop,/archives/14875,1,1,1
desktop,/archives/17256,1,1,1
desktop,/archives/18301,1,1,1
desktop,/archives/18648,2,1,2
desktop,/archives/21277,1,1,1
desktop,/archives/23352,1,1,1
desktop,/archives/23448,1,1,1
desktop,/archives/24686,1,1,1
desktop,/archives/25258,1,1,1
desktop,/archives/25579,1,1,1
desktop,/archives/25596,1,1,1
desktop,/archives/25903,1,1,1
desktop,/archives/28782,1,1,1
desktop,/archives/33788,1,1,1
desktop,/archives/37693,1,1,1
desktop,/archives/48028,2,1,2
desktop,/archives/48438,1,1,1
desktop,/archives/54002,1,1,1
desktop,/archives/54273,1,1,1
desktop,/archives/56487,1,1,1
desktop,/archives/57650,1,1,1
desktop,/archives/60291,1,1,1
desktop,/archives/60522,1,1,1
desktop,/archives/61840,1,1,1
desktop,/archives/63622,1,1,1
desktop,/archives/65154,1,1,1
desktop,/archives/71578,1,1,1
desktop,/archives/73326,1,1,1
desktop,/archives/7475,1,1,1
desktop,/archives/75513,1,1,1
desktop,/archives/75805,1,1,2
desktop,/archives/7636,1,1,1
desktop,/archives/7696,1,1,2
desktop,/archives/78553,1,1,1
desktop,/archives/82326,1,1,1
desktop,/archives/8355,1,1,1
desktop,/archives/83571,1,1,1
desktop,/archives/8482,1,1,1
desktop,/archives/85410,1,1,1
desktop,/archives/85445,1,1,2
desktop,/archives/86272,1,1,1
desktop,/archives/87015,1,1,1
desktop,/archives/87110,1,1,1
desktop,/archives/87345,1,1,1
desktop,/archives/88198,1,1,1
desktop,/archives/88339,1,1,1
desktop,/archives/90543,1,1,1
desktop,/archives/91442,1,1,1
desktop,/archives/9270,1,1,1
desktop,/archives/93276,1,1,2
desktop,/archives/93538,1,1,1
desktop,/archives/94113,1,1,1
desktop,/archives/95007,1,1,1
desktop,/archives/95110,1,1,1
desktop,/archives/95609,1,1,1
desktop,/archives/95661,1,1,1
desktop,/archives/96454,1,1,1
desktop,/archives/96879,1,1,1
desktop,/archives/97325,1,1,1
desktop,/archives/97391,1,1,1
desktop,/archives/97463,1,1,1
desktop,/archives/97579,1,1,1
desktop,/archives/97804,1,1,2
desktop,/archives/97821,1,1,1
desktop,/archives/category/business/sk-energy,2,1,2
desktop,/archives/category/industry-and-insight,2,1,2
desktop,/archives/category/social-news,1,1,1
desktop,/archives/tag/sk-battery-america,1,1,1
desktop,/archives/tag/sk-울산clx,1,1,1
desktop,/archives/tag/sk이노베이션-울산complex,2,1,2
desktop,/archives/tag/배터리,1,1,1
desktop,/archives/tag/비즈니스모델혁신,1,1,1
desktop,/archives/tag/성균관대학교,1,1,1
desktop,/archives/tag/의사결정-최적화,1,1,1
desktop,/archives/tag/폴리플러스-배터리-컴퍼니,1,1,1
desktop,/archives/tag/화면보호기,1,1,1
mobile,/archives/10179,1,1,1
mobile,/archives/102543,1,1,1
mobile,/archives/103669,1,1,1
mobile,/archives/103932,1,1,1
mobile,/archives/105914,1,1,1
mobile,/archives/107738,1,1,1
mobile,/archives/10815,1,1,1
mobile,/archives/108585,1,1,1
mobile,/archives/109462,1,1,1
mobile,/archives/10963,1,1,1
mobile,/archives/109765,1,1,1
mobile,/archives/110015,2,1,3
mobile,/archives/110681,1,1,1
mobile,/archives/111652,1,1,1
mobile,/archives/111978,1,1,1
mobile,/archives/112834,1,1,1
mobile,/archives/112989,1,1,1
mobile,/archives/113159,1,1,1
mobile,/archives/113680,1,1,1
mobile,/archives/113855,1,1,1
mobile,/archives/114052,1,1,1
mobile,/archives/114278,1,1,1
mobile,/archives/114336,1,1,2
mobile,/archives/114430,1,1,1
mobile,/archives/114483,1,1,1
mobile,/archives/114608,1,1,1
mobile,/archives/114773,1,1,1
mobile,/archives/114810,1,1,1
