# ----------------------------------------
# 보고서 CSV 내보내기
# 계정: SK이노베이션(한글)
# 속성: SK이노베이션 - GA4
# ----------------------------------------
# 
# 모든 사용자
# 시작일: 20240822
# 종료일: 20240822
기기 카테고리,페이지 경로 및 화면 클래스,총 사용자,새 사용자 수,조회수
desktop,/archives/category/press/press-release,64,50,70
desktop,/,96,35,186
mobile,/archives/32828,22,20,25
desktop,/archives/84588,23,18,24
mobile,/,22,16,44
desktop,/archives/115731,16,15,17
desktop,/archives/116290,28,15,34
mobile,/archives/116290,18,14,26
mobile,/archives/116199,16,13,17
desktop,/archives/113797,12,11,12
mobile,/archives/114094,11,10,16
desktop,/archives/114094,12,9,13
desktop,/archives/114973,11,9,14
desktop,/archives/116299,38,8,54
desktop,/archives/96864,9,8,9
mobile,/archives/96864,9,8,10
mobile,/archives/114973,8,7,12
mobile,/archives/115057,7,7,7
mobile,/archives/88154,7,7,9
desktop,/archives/112580,7,6,7
desktop,/archives/113159,8,6,8
desktop,/archives/114138,9,6,12
desktop,/archives/11700,7,6,7
desktop,/archives/32828,6,6,7
desktop,/archives/8355,6,6,7
desktop,/archives/116246,7,5,7
desktop,/archives/116276,14,5,19
desktop,/archives/21277,5,5,7
desktop,/archives/49884,7,5,7
desktop,/archives/83720,6,5,6
mobile,/archives/113952,5,5,5
mobile,/archives/115988,6,5,7
mobile,/archives/116299,16,5,17
mobile,/archives/49884,5,5,5
desktop,/archives/111540,5,4,6
desktop,/archives/115674,11,4,12
desktop,/archives/115727,5,4,5
desktop,/archives/115988,7,4,9
desktop,/archives/116199,15,4,29
desktop,/archives/25903,5,4,6
desktop,/archives/34678,4,4,4
desktop,/archives/84762,4,4,4
desktop,/archives/88154,7,4,8
desktop,/posts,13,4,17
mobile,/archives/100667,4,4,4
mobile,/archives/113797,4,4,4
mobile,/archives/115731,5,4,5
mobile,/archives/16295,4,4,4
mobile,/archives/84588,5,4,6
mobile,/archives/category/business/sk-on,5,4,6
tablet,/archives/115057,5,4,7
desktop,/archives/104002,8,3,7
desktop,/archives/106868,4,3,3
desktop,/archives/107411,3,3,3
desktop,/archives/109888,5,3,5
desktop,/archives/111831,4,3,4
desktop,/archives/113680,5,3,5
desktop,/archives/114153,3,3,3
desktop,/archives/114999,4,3,4
desktop,/archives/115057,5,3,6
desktop,/archives/63622,3,3,3
desktop,/archives/7636,3,3,3
desktop,/archives/78785,3,3,3
desktop,/archives/85278,3,3,4
desktop,/archives/97077,5,3,5
desktop,/archives/98107,5,3,5
desktop,/archives/category/business/sk-on,10,3,20
mobile,/archives/103947,4,3,6
mobile,/archives/10557,3,3,4
mobile,/archives/113680,3,3,3
mobile,/archives/21277,3,3,3
mobile,/archives/21573,3,3,3
mobile,/archives/48028,4,3,4
mobile,/archives/83720,3,3,4
mobile,/archives/9351,3,3,3
tablet,/archives/114973,3,3,4
desktop,/archives/100667,3,2,4
desktop,/archives/100892,2,2,2
desktop,/archives/103947,4,2,3
desktop,/archives/10557,2,2,2
desktop,/archives/10815,2,2,2
desktop,/archives/110055,3,2,3
desktop,/archives/110382,2,2,3
desktop,/archives/111387,2,2,2
desktop,/archives/111978,2,2,2
desktop,/archives/112418,2,2,2
desktop,/archives/112480,3,2,3
desktop,/archives/112908,3,2,3
desktop,/archives/113197,2,2,2
desktop,/archives/113998,4,2,5
desktop,/archives/114991,2,2,2
desktop,/archives/115537,3,2,5
desktop,/archives/115837,2,2,2
desktop,/archives/115877,4,2,6
desktop,/archives/13682,2,2,2
desktop,/archives/15017,2,2,2
desktop,/archives/20948,2,2,2
desktop,/archives/21617,2,2,2
desktop,/archives/22310,2,2,2
desktop,/archives/28782,2,2,2
desktop,/archives/4521,2,2,3
desktop,/archives/45433,3,2,5
desktop,/archives/61743,2,2,2
desktop,/archives/64250,2,2,2
desktop,/archives/75805,3,2,3
desktop,/archives/8482,2,2,2
desktop,/archives/86272,2,2,2
desktop,/archives/8935,2,2,2
desktop,/archives/90543,2,2,2
desktop,/archives/95110,5,2,6
desktop,/archives/98605,2,2,2
desktop,/archives/99361,2,2,2
desktop,/archives/99949,2,2,4
desktop,/archives/category/business/sk-energy,6,2,8
desktop,/archives/category/business/sk-geo-centric,9,2,13
desktop,/archives/category/social-news,2,2,2
desktop,/archives/tag/sk경영경제연구소,2,2,2
mobile,/archives/102756,3,2,3
mobile,/archives/102896,2,2,3
mobile,/archives/10815,3,2,5
mobile,/archives/110055,2,2,2
mobile,/archives/112776,2,2,2
mobile,/archives/114336,2,2,2
mobile,/archives/115674,4,2,5
mobile,/archives/115971,2,2,2
mobile,/archives/116276,4,2,4
mobile,/archives/18648,3,2,3
mobile,/archives/28520,2,2,2
mobile,/archives/36237,2,2,3
mobile,/archives/36348,2,2,2
mobile,/archives/45433,2,2,2
mobile,/archives/48279,2,2,2
mobile,/archives/63622,2,2,2
mobile,/archives/68210,2,2,3
mobile,/archives/70300,2,2,2
mobile,/archives/7636,2,2,3
mobile,/archives/8422,2,2,2
mobile,/archives/87414,2,2,2
mobile,/archives/94030,2,2,2
desktop,/about,1,1,1
desktop,/archives/100159,1,1,1
desktop,/archives/100553,1,1,1
