# ----------------------------------------
# 보고서 CSV 내보내기
# 계정: skinno global
# 속성: skinno 글로벌 - GA4
# ----------------------------------------
# 
# 모든 사용자
# 시작일: 20240805
# 종료일: 20240811
페이지 경로 및 화면 클래스,국가,조회수,세션수,사용자,사용자당 조회수,평균 참여 시간,이벤트 수,주요 이벤트,총 수익
/global/archives/18659,Malaysia,1497,1098,1025,1.4604878048780487,4.661463414634146,5673,0,0
/global/,South Korea,103,80,56,1.8392857142857142,14,417,0,0
/global/archives/18659,Australia,88,76,73,1.2054794520547945,5.767123287671233,316,0,0
/global/archives/category/press-room/press-release,France,57,57,57,1,0.43859649122807015,228,0,0
/global/latestnews,China,50,52,52,0.9615384615384616,20.326923076923077,196,0,0
/global/archives/18546,South Korea,48,42,23,2.0869565217391304,34.30434782608695,175,0,0
/global/archives/18546,United States,43,44,41,1.048780487804878,15.536585365853659,163,0,0
/global/,United States,35,14,13,2.6923076923076925,70.53846153846153,156,0,0
/global/,China,32,21,14,2.2857142857142856,35.642857142857146,115,0,0
/global/,Malaysia,31,12,11,2.8181818181818183,14.181818181818182,121,0,0
/global/archives/18659,(not set),30,30,30,1,0,119,0,0
/global/archives/category/press-room/financial-results,China,30,5,4,7.5,56.25,95,0,0
/global/archives/9548,South Korea,28,25,25,1.12,17.28,121,0,0
/global/,United Kingdom,24,24,24,1,0.5416666666666666,96,0,0
/global/archives/18546,Singapore,23,24,16,1.4375,52,94,0,0
/global/archives/18608,China,23,16,8,2.875,237.5,86,0,0
/global/archives/tag/sko,South Korea,23,23,21,1.0952380952380953,3.4285714285714284,104,0,0
/global/archives/18659,South Korea,22,18,15,1.4666666666666666,48.266666666666666,86,0,0
/global/archives/18608,South Korea,21,17,14,1.5,7,77,0,0
/global/latestnews,Germany,21,20,1,21,14,49,0,0
/global/latestnews,South Korea,21,14,7,3,10.857142857142858,84,0,0
/global/archives/18546,Hong Kong,20,24,14,1.4285714285714286,57,95,0,0
/global/archives/17426,India,19,11,7,2.7142857142857144,62,78,0,0
/global/archives/18608,United States,19,19,14,1.3571428571428572,20.642857142857142,80,0,0
/global/archives/18608,India,18,20,9,2,18.666666666666668,70,0,0
/global/archives/9910,Malaysia,18,20,18,1,78.61111111111111,93,0,0
/global/archives/category/press-room/financial-results,India,18,14,10,1.8,17.5,67,0,0
/global/archives/18546,India,17,16,12,1.4166666666666667,76.58333333333333,70,0,0
/global/archives/18608,Singapore,17,12,11,1.5454545454545454,99.72727272727273,65,0,0
/global/archives/category/corporates/sk-on,South Korea,17,15,9,1.8888888888888888,63.666666666666664,76,0,0
/global/archives/category/press-room/press-release,India,17,12,5,3.4,62.6,65,0,0
/global/,India,15,13,5,3,23.2,58,0,0
/global/archives/18639,South Korea,15,13,10,1.5,16,54,0,0
/global/,Japan,14,12,10,1.4,22.9,59,0,0
/global/archives/17216,United States,13,12,9,1.4444444444444444,26.444444444444443,54,0,0
/global/archives/18140,India,13,12,1,13,0,39,0,0
/global/archives/category/press-room/financial-results,United States,13,11,11,1.1818181818181819,33.18181818181818,57,0,0
/global/archives/17426,Singapore,12,13,8,1.5,20.625,55,0,0
/global/archives/17426,South Korea,12,11,10,1.2,10,45,0,0
/global/archives/18546,Australia,12,15,5,2.4,18,53,0,0
/global/archives/category/press-room/financial-results,Japan,12,6,4,3,18.25,49,0,0
/global/archives/category/press-room/financial-results,Singapore,12,7,7,1.7142857142857142,14.857142857142858,47,0,0
/global/archives/18546,Hungary,11,12,9,1.2222222222222223,7.222222222222222,49,0,0
/global/archives/18546,Poland,11,9,1,11,0,31,0,0
/global/archives/18608,Japan,11,10,5,2.2,81.8,45,0,0
/global/archives/6216,United States,11,6,6,1.8333333333333333,181.83333333333334,49,0,0
/global/archives/category/press-room/press-release,Japan,11,11,4,2.75,29,40,0,0
/pagead/aclk,Australia,11,11,11,1,0,42,0,0
/global/,Singapore,10,8,6,1.6666666666666667,18.666666666666668,38,0,0
/global/archives/10774,United States,10,11,10,1,104.5,47,0,0
/global/archives/16939,United States,10,8,6,1.6666666666666667,6.166666666666667,38,0,0
/global/archives/17216,South Korea,10,10,10,1,19.1,45,0,0
/global/archives/18546,United Kingdom,10,11,5,2,62.4,43,0,0
/global/archives/category/corporates/sk-on,United States,10,8,8,1.25,27.375,41,0,0
/global/archives/tag/ecopro-bm,United States,10,4,3,3.3333333333333335,29,39,0,0
/global/latestnews,United States,10,11,4,2.5,27.25,36,0,0
/global/archives/18107,United States,9,9,9,1,141,43,0,0
/global/archives/18659,United States,9,8,8,1.125,15.125,34,0,0
/global/archives/category/corporates/sk-geo-centric,United States,9,6,3,3,18.666666666666668,32,0,0
/global/archives/category/press-room,China,9,4,3,3,9.666666666666666,29,0,0
/global/archives/11087,United States,8,10,5,1.6,71,38,0,0
/global/archives/11807,Vietnam,8,13,5,1.6,2.6,41,0,0
/global/archives/15374,South Korea,8,7,6,1.3333333333333333,6.666666666666667,30,0,0
/global/archives/16613,Italy,8,1,1,8,29,30,0,0
/global/archives/17737,South Korea,8,10,8,1,175.25,41,0,0
/global/archives/17950,South Korea,8,7,7,1.1428571428571428,71.14285714285714,35,0,0
/global/archives/18361,United States,8,7,7,1.1428571428571428,18,34,0,0
/global/archives/18608,Mexico,8,3,1,8,193,34,0,0
/global/archives/18608,United Kingdom,8,8,8,1,26.375,33,0,0
/global/archives/18623,South Korea,8,6,4,2,1.75,26,0,0
/pagead/aclk,Malaysia,8,6,6,1.3333333333333333,0,25,0,0
/global/,Vietnam,7,5,3,2.3333333333333335,16,31,0,0
/global/archives/15374,Australia,7,6,5,1.4,72.4,31,0,0
/global/archives/15374,Indonesia,7,2,2,3.5,58.5,22,0,0
/global/archives/15490,United States,7,7,6,1.1666666666666667,39.666666666666664,31,0,0
/global/archives/17426,United States,7,8,7,1,45.857142857142854,34,0,0
/global/archives/18065,China,7,4,4,1.75,89,22,0,0
/global/archives/18659,China,7,6,6,1.1666666666666667,16,22,0,0
/global/archives/18659,India,7,7,5,1.4,4.2,25,0,0
/global/archives/18690,India,7,8,7,1,61,27,0,0
/global/archives/category/corporates,South Korea,7,5,5,1.4,8.6,27,0,0
/global/archives/category/corporates/sk-enterm,India,7,6,3,2.3333333333333335,19.666666666666668,28,0,0
/global/archives/category/corporates/sk-on,Singapore,7,6,3,2.3333333333333335,27.666666666666668,23,0,0
/global/archives/category/press-room/press-release,United States,7,5,4,1.75,93,29,0,0
/global/,Poland,6,3,2,3,128.5,28,0,0
/global/archives/10985,Vietnam,6,6,6,1,44.5,33,0,0
/global/archives/14491,United States,6,6,6,1,15,25,0,0
/global/archives/15664,Taiwan,6,2,2,3,57.5,22,0,0
/global/archives/17169,Singapore,6,4,3,2,190,19,0,0
/global/archives/17426,China,6,5,5,1.2,13.8,24,0,0
/global/archives/17595,Singapore,6,6,2,3,119,14,0,0
/global/archives/18388,South Korea,6,5,3,2,2.3333333333333335,17,0,0
/global/archives/18659,Indonesia,6,7,4,1.5,32,26,0,0
/global/archives/18690,United States,6,6,6,1,5.833333333333333,24,0,0
/global/archives/6216,South Korea,6,6,6,1,85.83333333333333,28,0,0
/global/archives/7476,Singapore,6,6,3,2,21.333333333333332,22,0,0
/global/archives/7906,India,6,8,3,2,51,25,0,0
/global/archives/category/corporates,United States,6,3,3,2,13,24,0,0
/global/archives/category/press-room,Singapore,6,6,4,1.5,5,24,0,0
/global/archives/category/press-room/financial-results,South Korea,6,5,4,1.5,18.75,25,0,0
/global/archives/category/press-room/press-release,South Korea,6,5,4,1.5,7,25,0,0
/global/archives/tag/sk-gc-americas,South Korea,6,4,3,2,48,22,0,0
/global/archives/11004,India,5,6,1,5,213,22,0,0
/global/archives/11853,United Kingdom,5,4,2,2.5,24.5,16,0,0
/global/archives/13521,South Korea,5,5,5,1,10.4,22,0,0
/global/archives/15259,India,5,2,2,2.5,62.5,21,0,0
/global/archives/15462,Canada,5,3,3,1.6666666666666667,19.666666666666668,23,0,0
/global/archives/15592,South Korea,5,3,1,5,44,18,0,0
/global/archives/15840,Malaysia,5,4,2,2.5,127.5,23,0,0
/global/archives/17047,United States,5,2,2,2.5,61.5,17,0,0
/global/archives/17426,France,5,3,1,5,255,19,0,0
/global/archives/17499,United States,5,5,5,1,149.8,22,0,0
/global/archives/17569,South Korea,5,4,4,1.25,149,25,0,0
/global/archives/17595,South Korea,5,6,5,1,55.4,24,0,0
/global/archives/17623,South Korea,5,7,5,1,236,29,0,0
/global/archives/17990,India,5,4,3,1.6666666666666667,66,21,0,0
/global/archives/18283,United States,5,5,4,1.25,4.75,21,0,0
/global/archives/18361,Singapore,5,4,2,2.5,0,15,0,0
/global/archives/18546,France,5,3,3,1.6666666666666667,40.666666666666664,23,0,0
/global/archives/18546,Netherlands,5,5,4,1.25,5.5,22,0,0
/global/archives/18659,France,5,2,2,2.5,9,15,0,0
/global/archives/18659,Singapore,5,4,4,1.25,30.75,20,0,0
/global/archives/3962,India,5,3,2,2.5,218.5,25,0,0
/global/archives/489,South Korea,5,4,2,2.5,51.5,19,0,0
/global/archives/category/corporates,Hungary,5,2,1,5,156,19,0,0
/global/archives/category/corporates/sk-earthon,India,5,5,3,1.6666666666666667,2.6666666666666665,17,0,0
/global/archives/category/corporates/sk-innovation,Hong Kong,5,3,3,1.6666666666666667,11,17,0,0
/global/archives/category/corporates/sk-innovation,India,5,4,4,1.25,11.75,18,0,0
/global/archives/category/people,Malaysia,5,3,2,2.5,11.5,16,0,0
/global/archives/category/people,United States,5,7,6,0.8333333333333334,11.333333333333334,19,0,0
/global/archives/category/press-room/financial-results,United Kingdom,5,3,3,1.6666666666666667,16.666666666666668,20,0,0
/global/archives/category/press-room/press-release,Singapore,5,5,2,2.5,5,18,0,0
/global/archives/tag/ncm811,South Korea,5,4,4,1.25,2.75,24,0,0
