# ----------------------------------------
# 보고서 CSV 내보내기
# 계정: skinno global
# 속성: skinno 글로벌 - GA4
# ----------------------------------------
# 
# 모든 사용자
# 시작일: 20240805
# 종료일: 20240811
페이지 경로 및 화면 클래스,조회수,세션수,사용자,사용자당 조회수,평균 참여 시간,이벤트 수,주요 이벤트,총 수익
/global/archives/18659,1684,1264,1179,1.42832909245123,5.546225614927905,6367,0,0
/global/,311,220,170,1.8294117647058823,22.147058823529413,1267,0,0
/global/archives/18546,234,234,159,1.471698113207547,32.19496855345912,929,0,0
/global/archives/18608,148,124,85,1.7411764705882353,68.63529411764706,585,0,0
/global/archives/category/press-room/press-release,119,108,87,1.367816091954023,14.310344827586206,469,0,0
/global/latestnews,115,110,74,1.554054054054054,19.06756756756757,422,0,0
/global/archives/category/press-room/financial-results,113,65,49,2.306122448979592,24.3265306122449,432,0,0
/global/archives/17426,67,57,42,1.5952380952380953,33.30952380952381,283,0,0
/global/archives/category/corporates/sk-on,54,46,32,1.6875,38.84375,218,0,0
/global/archives/15374,39,37,29,1.3448275862068966,27.79310344827586,168,0,0
/global/archives/category/press-room,37,28,25,1.48,24.92,136,0,0
/global/archives/6216,32,29,25,1.28,86.72,143,0,0
/global/archives/9910,32,31,28,1.1428571428571428,82.5,159,0,0
/global/archives/17216,31,30,26,1.1923076923076923,28.076923076923077,132,0,0
/global/archives/category/corporates/sk-innovation,31,27,27,1.1481481481481481,17.85185185185185,120,0,0
/global/archives/9548,29,26,26,1.1153846153846154,16.615384615384617,124,0,0
/global/archives/category/corporates,29,20,19,1.5263157894736843,18.526315789473685,110,0,0
/global/archives/18065,27,28,21,1.2857142857142858,34.476190476190474,107,0,0
/global/archives/18361,27,27,20,1.35,44.1,108,0,0
/global/archives/18107,26,24,23,1.1304347826086956,95.65217391304348,121,0,0
/global/archives/18690,25,26,23,1.0869565217391304,32.65217391304348,100,0,0
/global/archives/tag/sko,25,25,23,1.0869565217391304,3.5217391304347827,112,0,0
/global/archives/18639,23,21,18,1.2777777777777777,13.38888888888889,87,0,0
/global/archives/18283,21,23,17,1.2352941176470589,11.117647058823529,88,0,0
/pagead/aclk,19,17,17,1.1176470588235294,0,67,0,0
/global/archives/15490,18,20,15,1.2,23.733333333333334,80,0,0
/global/archives/17499,18,19,15,1.2,98.6,78,0,0
/global/archives/18388,18,16,12,1.5,27,64,0,0
/global/sustainability-report,18,17,12,1.5,8.416666666666666,85,0,0
/global/archives/10774,17,18,16,1.0625,73.25,79,0,0
/global/archives/18140,17,17,5,3.4,0,54,0,0
/global/archives/18374,17,18,13,1.3076923076923077,21,61,0,0
/global/archives/category/corporates/sk-geo-centric,17,13,10,1.7,21.1,62,0,0
/global/archives/15664,16,13,10,1.6,31.3,65,0,0
/global/archives/15687,16,19,15,1.0666666666666667,87,81,0,0
/global/archives/17595,16,19,10,1.6,53.1,62,0,0
/global/archives/12022,15,16,14,1.0714285714285714,14.142857142857142,68,0,0
/global/archives/17950,15,15,14,1.0714285714285714,59.92857142857143,66,0,0
/global/archives/18436,15,17,13,1.1538461538461537,44.23076923076923,65,0,0
/global/archives/18623,15,13,11,1.3636363636363635,6.2727272727272725,53,0,0
/global/archives/category/corporates/sk-earthon,15,14,12,1.25,13.25,56,0,0
/global/archives/13595,13,11,9,1.4444444444444444,36,59,0,0
/global/archives/17569,13,13,10,1.3,66.3,62,0,0
/global/archives/3820,13,16,12,1.0833333333333333,23.583333333333332,60,0,0
/global/archives/category/people,13,13,11,1.1818181818181819,9.272727272727273,46,0,0
/global/archives/11807,12,18,9,1.3333333333333333,118.11111111111111,64,0,0
/global/archives/13521,12,12,12,1,14.25,55,0,0
/global/archives/15259,12,7,5,2.4,180.2,48,0,0
/global/archives/16939,12,10,8,1.5,8.125,46,0,0
/global/archives/17623,12,13,11,1.0909090909090908,204.0909090909091,62,0,0
/global/archives/category/insight,12,13,12,1,9.166666666666666,51,0,0
/global/archives/category/press-room/issue-fact,12,11,9,1.3333333333333333,13.333333333333334,49,0,0
/global/archives/11087,11,13,8,1.375,79.25,52,0,0
/global/archives/14491,11,11,11,1,11,46,0,0
/global/archives/17356,11,12,11,1,50.36363636363637,48,0,0
/global/archives/18421,11,11,10,1.1,20.6,43,0,0
/global/archives/3962,11,10,8,1.375,96.875,54,0,0
/global/archives/tag/sk-gc-americas,11,8,7,1.5714285714285714,30.285714285714285,47,0,0
/global/archives/10913,10,10,8,1.25,9.75,43,0,0
/global/archives/11004,10,12,6,1.6666666666666667,46,45,0,0
/global/archives/15462,10,9,7,1.4285714285714286,17.571428571428573,45,0,0
/global/archives/15574,10,10,7,1.4285714285714286,20.285714285714285,40,0,0
/global/archives/16463,10,10,7,1.4285714285714286,29,43,0,0
/global/archives/16613,10,3,3,3.3333333333333335,35.666666666666664,38,0,0
/global/archives/17169,10,9,7,1.4285714285714286,99.57142857142857,40,0,0
/global/archives/17817,10,12,8,1.25,44.25,42,0,0
/global/archives/category/corporates/sk-enterm,10,9,6,1.6666666666666667,12.333333333333334,40,0,0
/global/archives/tag/ecopro-bm,10,4,3,3.3333333333333335,29,39,0,0
/global/archives/tag/g-15-ap-block,10,9,9,1.1111111111111112,5.888888888888889,48,0,0
/global/archives/11400,9,10,8,1.125,17.125,38,0,0
/global/archives/13780,9,11,9,1,13.555555555555555,44,0,0
/global/archives/489,9,7,5,1.8,29.4,35,0,0
/global/archives/6807,9,12,9,1,15.333333333333334,44,0,0
/global/archives/7445,9,8,8,1.125,26,40,0,0
/global/archives/13130,8,9,7,1.1428571428571428,14.714285714285714,34,0,0
/global/archives/14309,8,8,7,1.1428571428571428,25.571428571428573,35,0,0
/global/archives/15592,8,6,4,2,21.25,31,0,0
/global/archives/16060,8,9,7,1.1428571428571428,15.571428571428571,38,0,0
/global/archives/17737,8,10,8,1,175.25,41,0,0
/global/archives/18445,8,8,8,1,145,39,0,0
/global/archives/822,8,9,7,1.1428571428571428,6.714285714285714,38,0,0
/global/archives/category/corporate/sk-energy,8,4,4,2,14.5,28,0,0
/global/archives/category/corporates/sk-energy,8,8,7,1.1428571428571428,27.714285714285715,34,0,0
/global/archives/category/corporates/sk-ie-technology,8,8,6,1.3333333333333333,13.833333333333334,32,0,0
/global/archives/10835,7,6,6,1.1666666666666667,24.833333333333332,28,0,0
/global/archives/10939,7,7,6,1.1666666666666667,18,31,0,0
/global/archives/12147,7,7,6,1.1666666666666667,16,30,0,0
/global/archives/13329,7,8,7,1,13.285714285714286,29,0,0
/global/archives/14243,7,7,6,1.1666666666666667,27.833333333333332,32,0,0
/global/archives/15985,7,9,7,1,7.857142857142857,30,0,0
/global/archives/16376,7,7,5,1.4,2,25,0,0
/global/archives/16834,7,8,6,1.1666666666666667,9,31,0,0
/global/archives/17047,7,4,3,2.3333333333333335,44.666666666666664,27,0,0
/global/archives/17989,7,6,5,1.4,10.4,26,0,0
/global/archives/17990,7,6,5,1.4,44.4,29,0,0
/global/archives/18478,7,8,6,1.1666666666666667,10.833333333333334,32,0,0
/global/archives/6377,7,4,4,1.75,14,28,0,0
/global/archives/7906,7,9,4,1.75,38.25,28,0,0
/global/archives/9740,7,7,4,1.75,57.25,29,0,0
/global/archives/category/corporate/sk-enmove,7,5,5,1.4,75.2,33,0,0
/global/archives/category/corporates/sk-rading-international,7,6,4,1.75,18.75,27,0,0
/global/archives/category/insight/trend_report,7,8,6,1.1666666666666667,22.333333333333332,26,0,0
/global/archives/tag/pouch-type-battery,7,6,6,1.1666666666666667,8.666666666666666,33,0,0
/global/archives/10985,6,6,6,1,44.5,33,0,0
/global/archives/11853,6,6,3,2,16.666666666666668,22,0,0
/global/archives/12072,6,5,4,1.5,60.5,27,0,0
/global/archives/12106,6,8,6,1,12.333333333333334,28,0,0
/global/archives/14264,6,7,6,1,6.666666666666667,30,0,0
/global/archives/14634,6,6,6,1,75.5,27,0,0
/global/archives/15840,6,5,3,2,86,27,0,0
/global/archives/16448,6,7,5,1.2,60.8,25,0,0
/global/archives/16493,6,5,5,1.2,54,28,0,0
/global/archives/16532,6,8,7,0.8571428571428571,50.714285714285715,29,0,0
/global/archives/16787,6,6,6,1,6.5,22,0,0
/global/archives/18571,6,6,4,1.5,38,23,0,0
/global/archives/4612,6,7,5,1.2,16.6,29,0,0
/global/archives/7476,6,6,3,2,21.333333333333332,22,0,0
/global/archives/9668,6,5,4,1.5,13.75,25,0,0
/global/archives/category/corporates/sk-enmove,6,6,5,1.2,20.2,19,0,0
/global/archives/category/people/sustainability,6,5,4,1.5,8.75,24,0,0
/global/archives/tag/1-4-butanediol,6,4,2,3,15.5,22,0,0
/global/archives/tag/2024-q2,6,4,3,2,14,23,0,0
/global/archives/tag/ncm811,6,5,5,1.2,2.8,30,0,0
/global/archives/1058,5,5,4,1.25,9.5,22,0,0
/global/archives/12471,5,8,6,0.8333333333333334,75.83333333333333,23,0,0
/global/archives/12950,5,4,4,1.25,14.75,24,0,0
/global/archives/14065,5,5,4,1.25,15.75,23,0,0
/global/archives/14226,5,6,5,1,24.8,22,0,0
/global/archives/14770,5,4,4,1.25,7.5,21,0,0
/global/archives/15610,5,5,5,1,95,20,0,0
/global/archives/16131,5,5,5,1,21,23,0,0
/global/archives/17978,5,6,6,0.8333333333333334,8.333333333333334,24,0,0
/global/archives/18022,5,4,4,1.25,54,23,0,0
/global/archives/3123,5,4,3,1.6666666666666667,109.33333333333333,23,0,0
/global/archives/3709,5,3,3,1.6666666666666667,2.6666666666666665,15,0,0
/global/archives/4308,5,5,4,1.25,24.5,25,0,0
/global/archives/7670,5,5,3,1.6666666666666667,54,22,0,0
/global/archives/tag/solid-power,5,4,4,1.25,28.75,24,0,0
/global/archives/tag/vwbe,5,4,3,1.6666666666666667,2,20,0,0
/global/archives/10535,4,5,4,1,79.5,21,0,0
/global/archives/11161,4,5,4,1,2.75,20,0,0
/global/archives/11286,4,2,1,4,34,14,0,0
/global/archives/11415,4,5,3,1.3333333333333333,11.666666666666666,18,0,0
/global/archives/12008,4,4,4,1,20.25,19,0,0
/global/archives/12306,4,4,4,1,5.5,16,0,0
/global/archives/12692,4,4,3,1.3333333333333333,70,20,0,0
/global/archives/13804,4,4,3,1.3333333333333333,27.333333333333332,18,0,0
/global/archives/14415,4,3,2,2,21,16,0,0
/global/archives/14766,4,5,4,1,23.25,19,0,0
/global/archives/16154,4,5,4,1,13.25,17,0,0
/global/archives/16480,4,3,3,1.3333333333333333,2,14,0,0
/global/archives/18268,4,3,3,1.3333333333333333,44.666666666666664,15,0,0
/global/archives/2675,4,4,1,4,25,17,0,0
/global/archives/4776,4,4,4,1,33.5,19,0,0
/global/archives/6014,4,5,4,1,0.75,18,0,0
/global/archives/6824,4,4,4,1,5.25,15,0,0
/global/archives/8350,4,3,3,1.3333333333333333,5.333333333333333,13,0,0
/global/archives/9493,4,4,4,1,46.5,18,0,0
/global/archives/category/insight/expert-voice,4,2,2,2,32.5,15,0,0
/global/archives/category/people/ceo-leaders,4,4,3,1.3333333333333333,11,14,0,0
/global/archives/category/people/inno-people,4,4,4,1,48.75,16,0,0
/global/archives/tag/sk-block-427,4,3,3,1.3333333333333333,14.333333333333334,15,0,0
/global/archives/tag/skei-singapore,4,3,3,1.3333333333333333,3.3333333333333335,19,0,0
/global/privacy-policy,4,4,3,1.3333333333333333,12,15,0,0
/global/archives/10031,3,3,1,3,13,12,0,0
/global/archives/10133,3,3,3,1,21.333333333333332,14,0,0
/global/archives/10159,3,1,1,3,21,14,0,0
/global/archives/10654,3,3,3,1,5.666666666666667,13,0,0
/global/archives/10746,3,3,2,1.5,107.5,16,0,0
/global/archives/11037,3,3,3,1,63.333333333333336,14,0,0
/global/archives/11058,3,3,3,1,16.666666666666668,11,0,0
/global/archives/11147,3,3,3,1,32.333333333333336,15,0,0
/global/archives/11429,3,2,2,1.5,8,10,0,0
/global/archives/11512,3,4,3,1,93.33333333333333,13,0,0
/global/archives/12220,3,3,2,1.5,7.5,12,0,0
/global/archives/12274/skee,3,3,3,1,10.666666666666666,17,0,0
/global/archives/12667,3,2,2,1.5,31.5,14,0,0
/global/archives/13103,3,3,2,1.5,5.5,13,0,0
/global/archives/13748,3,3,3,1,27.666666666666668,12,0,0
/global/archives/14565,3,3,3,1,2,13,0,0
/global/archives/15103,3,4,3,1,10.666666666666666,15,0,0
/global/archives/15204,3,3,3,1,15.666666666666666,14,0,0
/global/archives/15353,3,3,3,1,28,16,0,0
/global/archives/15654,3,3,3,1,11.666666666666666,13,0,0
/global/archives/15964,3,3,2,1.5,49.5,15,0,0
/global/archives/16925,3,3,3,1,22.333333333333332,13,0,0
/global/archives/16970,3,4,3,1,6.333333333333333,16,0,0
/global/archives/1768,3,3,3,1,12,13,0,0
/global/archives/17844,3,3,2,1.5,1.5,14,0,0
/global/archives/18208,3,3,3,1,129,11,0,0
/global/archives/18301,3,3,3,1,27.333333333333332,15,0,0
/global/archives/18500,3,3,3,1,43,12,0,0
/global/archives/2293,3,3,3,1,18.333333333333332,14,0,0
/global/archives/3689,3,2,2,1.5,42.5,12,0,0
/global/archives/4844,3,3,2,1.5,35.5,10,0,0
/global/archives/4921,3,3,3,1,9.333333333333334,14,0,0
/global/archives/6313,3,3,3,1,69.66666666666667,12,0,0
/global/archives/6623,3,2,2,1.5,14.5,14,0,0
/global/archives/6734,3,3,2,1.5,34.5,11,0,0
/global/archives/7031,3,4,3,1,14.333333333333334,14,0,0
